farm_id,pb_crop,pb_p_Rice,pb_p_Cotton,pb_p_Maize,pb_p_Bajra,pb_p_Groundnut
61,Cotton,1.2582422024604849e-05,0.9999869436550418,6.865852200040719e-09,1.750092282639325e-08,4.495561585503914e-07
62,Cotton,3.153508496413102e-06,0.7877738726346027,0.2122229646741528,1.2042535132084737e-09,7.978494611585617e-09
63,Rice,0.9993663355233083,0.00059424263974712,4.56629624039529e-06,2.6996980415362446e-07,3.458557090002519e-05
64,Cotton,1.4958669368471976e-07,0.9999405927635229,1.1272204919861885e-05,2.959726172118024e-09,4.7982485137343515e-05
65,Rice,0.9995170581847646,0.0003573093970151943,3.837531025021967e-05,7.453230597619344e-07,8.651178491010375e-05
66,Rice,0.9999964240077089,1.778777985471753e-08,1.5946376165340162e-07,9.113146371895943e-08,3.307609285897269e-06
67,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
68,Rice,0.7266044746804178,0.2723759964907879,0.0006364498044348048,0.00015491412345212114,0.000228164900907341
69,Cotton,1.4916605623791148e-08,0.9996440624125285,0.00035592067163035443,1.0000588640033842e-09,9.991765743683308e-10
70,Cotton,9.866314729749181e-10,0.9999871146511338,1.2882363004204219e-05,1.000056472663105e-09,9.991741851377821e-10
71,Rice,0.7378541975566134,0.01765229637459633,0.007568238302987788,0.0007628869785014322,0.23616238078730104
72,Maize,4.078526801570643e-05,0.0064012917034593905,0.9765357668419327,0.006665613917141867,0.010356542269450365
73,Maize,2.0432644488523977e-07,0.12269580502700213,0.8772107866850644,9.299451122530529e-05,2.0945026333057077e-07
74,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
75,Cotton,0.03331292304526428,0.7122551628527056,0.1078063847771437,0.001927520096797168,0.14469800922808929
76,Cotton,0.002380383708124457,0.9932515716187419,0.00024999757620673875,3.8401726892120557e-07,0.004117663079658095
77,Cotton,0.00044732910420524995,0.7355502285077791,3.983308377082971e-07,5.024703182052788e-08,0.2640019938101463
78,Rice,0.999172127332754,3.547400543550212e-06,1.7650369815623875e-08,3.077317228291643e-08,0.0008242768431603207
79,Rice,0.9953256360794488,1.6205997268720825e-05,7.307174319554169e-06,0.00027819926948464724,0.004372651479478181
80,Rice,0.6891266424846995,8.851472904264732e-08,1.0110213248654939e-05,0.003457485877043522,0.30740567291027926
81,Maize,6.448021574707593e-06,0.01335563916698362,0.9866365378457806,2.3062861873155475e-09,1.372659374994114e-06
82,Maize,0.0017547197050309224,0.013799001545062937,0.84226821894097,0.06543400383821679,0.07674405597071939
83,Cotton,0.00012581811429102037,0.9958865739181395,1.3740335964395656e-05,4.151806648611635e-05,0.003932349565118975
84,Cotton,1.2825789589642218e-06,0.9999972787126531,1.436518100390305e-06,1.0000564109866599e-09,1.190231261909441e-09
85,Cotton,9.86631383810076e-10,0.9999999960210584,9.930797339605187e-10,1.0000563822850058e-09,9.991740948394179e-10
86,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
87,Cotton,0.00022206300895538406,0.9995216104688356,0.00021853725375063854,1.052830362556744e-05,2.7260964832824915e-05
88,Bajra,0.12032491222455344,0.05754686052499491,3.105064618090374e-06,0.7819197466017255,0.04020537558410807
89,Rice,0.8847665309713588,0.07485533706837721,0.00043846003573573463,0.012119647019617681,0.027820024904910565
90,Cotton,0.00018636762361635365,0.9501949619154954,1.7109709853822304e-05,1.5305717543463645e-08,0.04960154544531684
91,Cotton,0.001846534665331866,0.9981223548804247,9.931046071512047e-10,1.0000814302164486e-09,3.110846105739027e-05
92,Cotton,0.0034096614961980722,0.9828412497144682,9.976379555641857e-09,1.000113951800203e-09,0.013749077812840257
93,Cotton,0.0014952334153591766,0.6458483187568955,9.933893383682102e-10,1.000368161745715e-09,0.35265644583398786
94,Cotton,8.942626724702276e-05,0.9998991628594832,9.930809473474408e-10,1.0000576041962926e-09,1.1408880131324478e-05
95,Cotton,1.488877014632419e-07,0.9999879563898666,1.1892723201365119e-05,1.0000564683278763e-09,9.991741808063782e-10
96,Cotton,2.263059750214311e-05,0.8006713867621618,0.03820937876144349,0.0006098463207120472,0.1604867575581805
97,Cotton,0.14059727726489962,0.8476036392821168,0.002082841299304409,0.0016557541834736323,0.008060487970205539
98,Cotton,9.866313848418224e-10,0.9999999369154225,3.730031046403621e-08,1.0000563833307908e-09,2.3797579394483282e-08
99,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
100,Maize,0.000289951650953848,0.0032376448807269003,0.9962546756683691,0.0002166607156182518,1.067084331936654e-06
101,Cotton,7.626012582096338e-06,0.9968466517536301,8.374939219925906e-05,1.0000596016989157e-09,0.0030619718415288094
102,Cotton,1.92643651151824e-05,0.9996346123484524,6.303992506851089e-08,1.0000569311407149e-09,0.00034605924645056424
103,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
104,Groundnut,0.0010353703758368648,0.025192880327198956,3.5905187420953494e-06,2.085646024750976e-05,0.9737473023179746
105,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
106,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
107,Cotton,4.3910687559852875e-05,0.9989037900460718,0.0010520385586585618,3.465948962217275e-09,2.572417606069931e-07
108,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
109,Cotton,0.19204944102108146,0.7661865744796077,9.956982325458e-10,1.1331392314293536e-09,0.0417639823704735
110,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
111,Groundnut,0.0026809351468219654,0.00020113194734828717,9.939343099142202e-10,1.083503426665873e-09,0.9971179308283922
112,Maize,0.03051049070634369,0.00019298815601364713,0.9692807359291195,1.573243236468537e-05,5.277615846690152e-08
113,Rice,0.643103253361145,0.017171258949802554,2.1275544491249905e-09,1.5041975859206014e-07,0.3397253351417394
114,Groundnut,0.002762829119848694,0.00020668902100529486,1.0237814018752788e-05,3.2565884467971725e-08,0.9970202114792428
115,Groundnut,0.000726578202857387,0.6445295783281328,8.547510553741066e-07,2.217435488051905e-09,0.3547429865005188
116,Groundnut,0.5146646231707243,0.0005177836178955344,5.903502329207619e-06,1.0170104921986797e-06,0.4848106726985589
117,Cotton,9.866313856240776e-10,0.9999998196129649,1.774011732613063e-07,1.0000563841236901e-09,9.991740966764802e-10
118,Rice,0.9889819522057616,0.0005795268073345793,0.0007857521743284741,0.0001106614150755042,0.009542107397499878
119,Cotton,1.836336357750641e-08,0.9999607011693468,3.927846805850032e-05,1.0000566574072838e-09,9.991743697189728e-10
120,Cotton,2.2936194745305785e-06,0.999918337489134,7.936632907352666e-05,1.000056967770809e-09,1.56226107277185e-09
121,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
122,Groundnut,6.347798941127992e-05,0.0013702485861402103,6.477529053836145e-07,1.546416827232137e-05,0.9985501615032709
123,Groundnut,0.008156723276210975,0.2694170039324228,9.937825071617461e-10,1.0407994681440268e-09,0.7224262707567843
124,Maize,0.0004276204820393947,0.03279850748683667,0.8934452475842836,0.004378570610776283,0.06895005383606403
125,Rice,0.6632039257536085,0.002201011781344529,0.007724284585070379,0.00394119081399243,0.3229295870659841
126,Groundnut,0.0013668830751136847,0.0006799524891689528,1.0405820335711235e-08,1.8209577923056808e-08,0.9979531358203192
127,Groundnut,0.00023687537303771362,0.14510712542064408,1.9565953766129534e-05,0.06660133378594671,0.7880350994666053
128,Groundnut,0.014903801117286787,0.3112440214054946,0.00023848446175833555,0.11691428858739387,0.5566994044280665
129,Groundnut,8.928140558801454e-05,0.005131246430816282,0.0022847886503594163,0.008041561799799231,0.984453121713437
130,Cotton,0.0011917368392352437,0.9306804017747099,0.016096626425458085,7.635893372693463e-06,0.05202359906722407
131,Bajra,5.855540201153326e-07,0.00019377183768704936,0.0005681404309856387,0.8964635519537538,0.10277395022355347
132,Bajra,0.0014096708929426664,0.07744279772099817,1.6714986644738713e-07,0.9061503718237971,0.014996992412395532
133,Groundnut,0.0033471438245541167,0.2162632264155663,0.004374309810750074,0.03596357463591138,0.7400517453132183
134,Groundnut,0.006860756963367436,0.18026255478801245,5.274816917142637e-07,0.00039998303597265185,0.8124761777309558
135,Cotton,0.00019119306983086072,0.898966181233426,0.04060219197447258,4.564695343803334e-09,0.06024042915757505
136,Cotton,0.008606934885804694,0.9898372823420435,0.0015554337349056716,1.0001838519735894e-09,3.48037062345887e-07
137,Cotton,8.92359353793969e-08,0.9999998675640107,9.930797358978988e-10,1.0000563842359966e-09,4.120691795794176e-08
138,Cotton,6.717063612468853e-08,0.9999999298370535,9.930797354831417e-10,1.0000563838183256e-09,9.99174096371385e-10
139,Groundnut,0.0024675315831957766,0.0039693761618111185,2.554053263356366e-08,1.6664871832106014e-07,0.9935629000657422
140,Groundnut,0.00049722072967067,0.06477606737411229,9.938537110257557e-10,1.0698164864465057e-09,0.9347267098325468
141,Maize,2.575414870283893e-06,0.008328326108189035,0.9653310481526871,0.022425552060560242,0.003912498263693352
142,Groundnut,0.0001126057545529325,0.014606399789875001,0.1969002376025305,0.001774021570349289,0.7866067352826923
143,Cotton,0.0002600994347342159,0.9882522936366285,0.004111949975909894,4.72773454012884e-05,0.007328379607326166
144,Groundnut,1.3814643808697413e-06,0.0001451091673982382,9.939004994122863e-10,1.0808747318723922e-09,0.9998535072934457
145,Groundnut,0.00011089436738711055,0.09275315093702137,0.004036390081284329,0.08528107861786488,0.8178184859964424
146,Cotton,0.0012534893131442076,0.9951467385137219,4.283989069378751e-09,3.1960201934172875e-08,0.0035997359289429657
147,Cotton,9.253899839899979e-09,0.9999999877537898,9.930797347804824e-10,1.00005638311073e-09,9.991740956644135e-10
148,Cotton,0.019073347897865658,0.9490012298742996,9.933625919983455e-10,2.4920187565803855e-08,0.03192539631428463
149,Rice,0.9515048260157294,0.004239861403767372,0.036852662165740395,4.0230528030362035e-05,0.007362419886732492
150,Cotton,0.1740452605209485,0.8242151420823576,0.0006733956398546567,2.1585174429888162e-06,0.0010640432393963358
151,Cotton,4.914527460267497e-07,0.9987962787095435,0.001202236619577722,3.2021247544889842e-09,9.900160081467297e-07
152,Cotton,0.518094857168892,0.10820045263945319,4.343199453982282e-05,0.00019516276125902148,0.3734660954358558
153,Cotton,0.09830053047919139,0.800282444943999,1.4246418812839227e-07,4.460338441543292e-06,0.10141242177418006
154,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
155,Bajra,0.0016276223381278883,0.003085949035824373,0.00018369845836133428,0.8650450197076581,0.1300577104600283
156,Groundnut,0.0012636871183162935,0.018299020828672873,0.0014604708113613396,0.0015739807864711198,0.9774028404551784
157,Groundnut,0.0011464956355935717,0.027173669355635643,3.856317412885034e-06,1.2915758312684204e-05,0.9716630629330452
158,Rice,0.9145899737751139,0.017553135665922467,0.06785573036749629,9.067109415128246e-09,1.15112435798463e-06
159,Cotton,0.031198335045872307,0.9637226213093525,0.005077429882443262,1.0005145226487644e-09,1.6127618175341025e-06
160,Cotton,3.7657690910958595e-05,0.9999092209502097,1.844350163866159e-09,1.0000569377988643e-09,5.311851447215409e-05
161,Cotton,0.004744076291204179,0.9239629316041214,2.91269454202687e-05,0.0030965285016072873,0.06816733665764692
162,Cotton,0.05532844209475161,0.9299013608704981,0.0001731126733441544,0.0016309441829589675,0.012966140178447091
163,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
164,Cotton,1.2965086929132605e-07,0.999997555455198,2.275247028757745e-06,1.0000564012398495e-09,3.8646847591849286e-08
165,Groundnut,0.006309258222866942,0.1387397466511117,0.003979863842756447,5.008389885581528e-05,0.8509210473844092
166,Groundnut,0.00718513556673918,0.017099028668312286,0.0006164763502670733,3.691215958970173e-05,0.9750624472550917
167,Groundnut,0.05279462700711678,0.00550948971992163,1.5816473871713707e-07,2.573351821819805e-05,0.9416699915900045
168,Cotton,0.0008316643754458308,0.7771397406918885,0.009700204246067963,0.06731761353116092,0.14501077715543678
169,Maize,3.8141966688963227e-06,0.3815575570699271,0.6184386253021624,1.7823191400286062e-09,1.6489224698869506e-09
170,Groundnut,0.0033133381806374003,0.0022495742960322637,6.404441548961392e-09,1.9023277003122877e-05,0.9944180578418857
171,Cotton,0.00011018179913290431,0.9982166101975236,9.930825909508675e-10,3.5179049566278748e-09,0.0016732034923558124
172,Groundnut,0.007518044184704247,1.9233543585117714e-05,9.939955766939548e-10,1.088299289107781e-09,0.9924627201894157
173,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
174,Cotton,9.866319718159071e-10,0.9999145594735827,8.54375405538237e-05,1.0000569782917756e-09,9.99174690320368e-10
175,Cotton,7.558852199505953e-05,0.9869111877419622,4.357204762621631e-06,0.0006902485241852144,0.012318618007094901
176,Cotton,0.0006849026435396481,0.9694610816052806,2.1844564899895944e-08,7.676306213878668e-05,0.02977723084447602
177,Cotton,0.0009255880615773267,0.9837831945270764,3.500977192507349e-05,0.0005400482891807254,0.014716159350240336
178,Cotton,1.4563766319548333e-08,0.999992361318176,2.2130142184495192e-07,1.0000563914532939e-09,7.4018165792650156e-06
179,Cotton,6.257509661572428e-07,0.9998904640003994,1.3172317487877746e-06,3.2325102168239773e-07,0.00010726976586403436
180,Bajra,9.954540184782518e-07,0.000922261770513586,3.2134210933565714e-06,0.9989003874071128,0.0001731419472616292
181,Groundnut,0.38435637003659295,0.0021858142952910697,2.049286838941197e-05,0.11126748818890743,0.5021698346108191
182,Groundnut,0.3086674777252435,4.9121732982190066e-05,6.700357494772449e-08,1.2532350274940284e-06,0.691282080303172
183,Rice,0.993593433958395,0.006373906234314926,7.681473914273018e-08,2.8120525277460695e-08,3.255487202572813e-05
184,Rice,0.982337961259822,0.0002631084361536313,1.0063123456179306e-09,2.0482142443783515e-09,0.01739892724949791
185,Cotton,0.28385816525176505,0.713620567473809,2.1764906891558232e-05,1.88770758279564e-06,0.0024976146599516537
186,Cotton,9.887468434605984e-05,0.9967321211881394,3.9585798063658664e-05,1.7334878830285994e-08,0.0031294009945720346
187,Cotton,2.366910478822314e-06,0.9974935536512648,0.001186066832666279,1.172579785850248e-05,0.0013062868077313283
188,Cotton,0.00037112372479732427,0.8348541032631819,4.282136933486988e-05,1.109636870648955e-05,0.1647208552739796
189,Cotton,3.816958050648798e-05,0.8477158807365361,0.001195643435429061,0.01608285076250671,0.1349674554850216
190,Groundnut,0.22649777342873037,0.10354968138881693,3.9877968873565664e-05,0.015021776724734415,0.6548908904888447
191,Cotton,3.83298515280624e-07,0.7707257168243626,0.1582415278297989,0.0710146598873334,1.771215998973314e-05
192,Bajra,0.08711591202365457,0.00021259427743410992,0.000590133024135274,0.8213423091467832,0.09073905152799287
193,Groundnut,0.05743780887552751,0.053897457533339556,4.6516138927085215e-05,1.8187649932150152e-05,0.8886000298022736
194,Rice,0.9982523984769903,0.0014380474949350574,1.0981850323413031e-05,1.0885136768586648e-05,0.00028768704098274184
195,Groundnut,0.017743679619582054,0.10495231536289272,9.940386426660029e-10,1.7525982594769664e-07,0.8773038287636606
196,Groundnut,2.334639954134928e-05,0.029558353617211864,8.824463424591149e-06,0.04601915834932994,0.9243903171704921
197,Bajra,0.0003368124974232482,0.0022405775428414403,0.018890848163272328,0.9649590399729593,0.013572721823503674
198,Bajra,9.623632681012519e-05,0.0047092935869897665,0.00023179335656234887,0.9687581807194342,0.02620449601020372
199,Cotton,2.6004768576379782e-05,0.9971752023451309,3.763503124289491e-07,1.0000590518592918e-09,0.0027984155359212295
200,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
201,Groundnut,0.00721950674939252,0.046551530695848393,0.0002917203224230662,0.00013857957162524397,0.9457986626607108
202,Rice,0.999100855668392,0.0003449327367387764,1.8088300956315143e-05,1.6353830727923837e-08,0.0005361069400822181
203,Rice,0.9897691982110983,2.9144359550581224e-05,7.000300777420234e-07,4.268523631691953e-05,0.010158272162956478
204,Groundnut,0.0001594962973756951,0.0001730589695213068,2.3887565865770955e-07,0.0021151203927858545,0.9975520854646583
205,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
206,Cotton,1.0190375102326338e-05,0.9996272731080112,1.1945478296334503e-05,1.0000568947360416e-09,0.00035059003853320523
207,Cotton,0.0004632007012500549,0.9974603866081685,9.930876718332385e-10,2.8148311104924465e-07,0.002076130214382474
208,Cotton,0.2908884980159853,0.4296901961065118,6.25525126009508e-06,0.00041743956271018165,0.27899761106353255
209,Cotton,8.752880187204196e-09,0.9999986532203885,2.7927168509892827e-07,8.26783592907946e-08,9.760766870115263e-07
210,Cotton,3.761833369197737e-06,0.9999514064023495,5.558883277850053e-08,6.760946976962565e-09,4.476941450163584e-05
211,Cotton,3.6928283697619365e-08,0.7663833710671177,0.23239657518979492,0.001212208990622704,7.807824180859844e-06
212,Rice,0.9860288876675813,0.0011008159455654204,7.1079986420769634e-06,7.893221646269218e-06,0.012855295166564954
213,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
214,Groundnut,0.002190330988114923,0.14187195153630094,3.5640699442354754e-05,1.5852744212074014e-07,0.8559019182486998
215,Groundnut,0.016245557390566236,0.01768917966201819,9.02910841435472e-05,0.2268712125234492,0.739103759339823
216,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
217,Maize,0.0013024451191611063,0.40786836213580324,0.3995948503355498,0.0003366429246372115,0.19089769948484864
218,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
219,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
220,Rice,0.9837778170777607,0.0010728216418217982,0.0027496407117506847,0.008422079713247784,0.003977640855418995
221,Rice,0.6354570995542088,0.0004839365713871499,3.6755475552912875e-06,0.004935099068066694,0.3591201892587821
222,Rice,0.9153717168341379,0.00223746025109532,3.2674203630825884e-06,0.0010451106231246336,0.08134244487127902
223,Rice,0.45776761686047857,6.517075388858773e-05,0.00015248408889055774,0.16441904291810605,0.37759568537863625
224,Rice,0.9926256821679463,0.0011304136401209257,0.004702804504186219,0.0010522967704243978,0.0004888029173221
225,Rice,0.8875434846576211,0.003589267597547512,0.10071019643174473,0.0009910201422327792,0.007166031170853839
226,Rice,0.9996353684945316,4.8523628002793236e-08,2.2979039930203137e-07,3.122164395834928e-05,0.0003331315474827469
227,Rice,0.9355641415724183,8.497158246384385e-06,1.0057215616504874e-09,3.11554547528151e-08,0.06442732910815903
228,Rice,0.9861406746267004,0.0007019109270884274,0.013156014363981668,1.3569424859535253e-06,4.313974361307909e-08
229,Groundnut,0.00036226715244344154,0.0011548906993806497,9.070110079454127e-08,0.013638164879388012,0.984844586567687
230,Cotton,9.866313838100759e-10,0.9999999960210584,9.930797339605185e-10,1.0000563822850055e-09,9.991740948394177e-10
231,Cotton,0.0665705896673915,0.14454927556357003,0.005538288531239349,0.568770149797394,0.21457169644040497
232,Cotton,0.0009219332922861301,0.9812010734003918,0.002645170352152535,0.014931595592128904,0.00030022736304075666
233,Rice,0.9999887610955083,3.9516688521486504e-07,1.582580295796701e-08,1.8286720895664894e-08,1.0809625082682043e-05
234,Groundnut,0.00021837626438479373,0.03878618349825752,1.5343374095164742e-06,0.2211275497991996,0.7398663561007486
235,Cotton,0.00029955796686039474,0.9712909479872197,0.02840949204628539,1.0002584250546331e-09,9.993759593592964e-10
236,Groundnut,0.0003082020682405548,0.001269033660323613,9.939034535364607e-10,1.0809760826711186e-09,0.9984227621965563
237,Rice,0.7545690344662591,0.237855734044369,0.000228659248334311,4.85802993131706e-06,0.007341714211106343
238,Groundnut,0.00015371713236732697,0.705217927228064,3.6707128539149136e-09,1.0003020161500293e-09,0.2946283509685537
239,Groundnut,0.013830489401530748,0.00544807875967113,9.890619009132135e-08,3.681660808912259e-05,0.9806845163245189
