farm_id,ndvi_jun,vv_jun,vh_jun,ndvi_jul,vv_jul,vh_jul,ndvi_aug,vv_aug,vh_aug,ndvi_sep,vv_sep,vh_sep,ndvi_oct,vv_oct,vh_oct,ndvi_nov,vv_nov,vh_nov
11,0.1608695652173913,-8.763208080233847,-14.725774892534831,,-7.171253876476652,-12.509911740181142,0.23917525773195877,-6.814871201228558,-11.924057112999385,0.132890365448505,-8.003072566068672,-15.342319008518768,0.07754442649434572,-8.709078894515761,-15.328171392036182,0.3586647727272727,-8.765500162282443,-14.724895533363265
12,0.1608695652173913,-8.221492962684415,-14.458239829785892,,-7.9469299940690625,-13.064614571074602,0.23917525773195877,-6.990299603770438,-11.308381111835216,0.132890365448505,-8.072805061426862,-15.430620940369463,0.07754442649434572,-7.859384938927526,-16.036105037785454,0.3813273340832396,-8.102853654732291,-14.350266149195843
13,0.1608695652173913,-9.099867621790617,-16.117217336781827,,-8.996777556490452,-16.042546160349133,0.23917525773195877,-11.037706226384717,-16.517016425042534,0.132890365448505,-10.83564174359295,-16.405806440188297,0.07754442649434572,-8.32652235249026,-16.64706299427603,0.36462548331984534,-6.323623636035088,-13.947209842005442
14,0.1608695652173913,-2.7679865077574544,-10.012261614958522,,-2.577460544763481,-10.860922696720138,0.23917525773195877,-6.190757368081725,-11.796191097366389,0.132890365448505,-6.003180503654473,-12.60641849161911,0.07754442649434572,-8.132106818937551,-15.29308532575926,0.17233009708737865,-10.094862846534944,-17.33894483986806
15,0.1608695652173913,-5.452513656162205,-13.612070828221023,,-5.895598291523029,-12.89504062888198,0.23917525773195877,-6.778626833867757,-12.20934101396535,0.132890365448505,-7.528647379976653,-13.462410437115295,0.07754442649434572,-7.477810289041708,-15.57536227800712,0.33985861881457313,-10.262025512799335,-15.32219812930111
16,0.1608695652173913,-4.2662653532702,-10.740958411135297,,-3.806562889693121,-10.799252308775916,0.23917525773195877,-5.574169406371141,-10.57896870827889,0.132890365448505,-4.893784958240656,-12.85732792754748,0.07754442649434572,-7.368850330628824,-14.229065319916057,0.31799410029498526,-6.480350475389065,-14.27948947631026
17,0.1608695652173913,-6.101799074981993,-14.197504007035594,,-6.852452701028877,-13.161276570879792,0.23917525773195877,-8.50219415882181,-13.185388175284821,0.132890365448505,-7.968514725360613,-13.463089860638737,0.07754442649434572,-8.64397338254646,-14.528692416700755,0.3555432167314455,-7.725397047130339,-13.560041339082378
18,0.1608695652173913,-5.850440293286839,-14.132656279785587,,-5.8529559192851455,-14.185478105754193,0.23917525773195877,-10.428320057846229,-11.9632614095784,0.132890365448505,-7.59511968759511,-15.02305373743033,0.07754442649434572,-8.924000120745584,-14.645222461334594,0.3896636587366694,-9.344082318368784,-15.828859435894005
19,0.1608695652173913,-8.630875620970977,-14.109513571287549,,-7.575635398145097,-12.646027806869025,0.23917525773195877,-9.79079503254673,-16.34733663024471,0.132890365448505,-9.832479882857966,-18.217476561693644,0.07754442649434572,-9.523176031079428,-15.029782585199953,0.45120569671467875,-10.634644691830088,-14.00226479420618
20,0.1608695652173913,-8.487111264820323,-15.623199957199551,,-7.726117144679034,-14.534094028398084,0.23917525773195877,-8.885870316214318,-16.227466194788455,0.132890365448505,-10.494845150363401,-16.18170697422923,0.07754442649434572,-6.308509832015401,-13.866951041137764,0.458497375328084,-6.115534460544336,-13.250221715266226
21,0.1608695652173913,-7.69286413587765,-16.864590405024114,,-8.2061598799803,-16.479571095160104,0.23917525773195877,-10.211624173238096,-18.6568191989562,0.132890365448505,-10.052767905671649,-18.74064084954132,0.07754442649434572,-8.71361490253372,-15.438857529752664,0.4381365689487202,-5.9837647413606145,-12.882465719933014
22,0.1608695652173913,-8.054673487709048,-17.95971264451265,,-9.728907556201893,-16.81628599446136,0.23917525773195877,-9.147016182309343,-17.18594699021082,0.132890365448505,-9.846720291754261,-16.51846842218504,0.07754442649434572,-9.06779141184259,-16.763175781581122,0.25086973328179357,-6.787751689378979,-17.976743805602688
23,0.1608695652173913,-23.626720777850473,-28.36265749348877,,-22.871375196110478,-27.62457080361205,0.23917525773195877,-24.099745748117183,-27.46902292850909,0.132890365448505,-24.157304355239066,-27.85469627174819,0.07754442649434572,-23.882255243495095,-27.466467537125652,,-24.035025178760385,-29.261148808259687
24,0.1608695652173913,-8.963782439486197,-15.713515315840276,,-9.297684597652546,-14.88664613192542,0.23917525773195877,-8.965759560840365,-16.97374610793951,0.132890365448505,-9.709563324495146,-17.05397054966838,0.07754442649434572,-9.23727604097883,-15.587635150349694,0.31203007518796994,-9.347756884806316,-18.351102019906914
25,0.1608695652173913,-10.331902006703867,-17.608196780960697,,-9.25996690809945,-14.222185449991562,0.23917525773195877,-7.878852886592892,-17.78916346273941,0.132890365448505,-9.563704216459847,-18.30555012001701,0.07754442649434572,-7.7757867444167434,-14.797747383403541,0.460932577189666,-5.919990194244493,-12.242985361819002
26,0.1608695652173913,-7.337328025061435,-17.85499318839116,,-7.931007773670318,-13.047430773936329,0.23917525773195877,-4.530569528403864,-16.94853132286979,0.132890365448505,-8.390726969255205,-17.77719858252124,0.07754442649434572,-6.656893530388354,-15.603005739297034,0.427503504127083,-6.615145445248464,-12.919684123960899
27,0.1608695652173913,-9.080175056570406,-18.032149792381333,,-7.577858395364173,-13.53744562756316,0.23917525773195877,-8.07957582750105,-16.801090320339522,0.132890365448505,-9.461960032142745,-16.771394669731347,0.07754442649434572,-8.683939148842027,-15.415450293832208,0.44551381558522196,-6.897277978518204,-13.564330602328225
28,0.1608695652173913,-9.342791030026298,-15.66536471010642,,-8.272986577317473,-13.770165131644113,0.23917525773195877,-6.903897631967576,-14.105133502992164,0.132890365448505,-9.120573246579486,-14.463080565807614,0.07754442649434572,-8.884475920892891,-14.900608174603834,0.23512974051896207,-8.042980677385437,-13.834832921898908
29,0.1608695652173913,-10.672522856857638,-17.343296426057307,,-6.984072134342846,-11.721473349297769,0.23917525773195877,-7.670605375532968,-14.440777047021099,0.132890365448505,-9.237364265600501,-15.552004461091125,0.07754442649434572,-8.204761474386892,-16.766909877684345,0.16067498165810712,-8.809863429918753,-16.18298187117739
30,0.1608695652173913,-4.037128483610289,-11.232155913845611,,-2.7912773664597794,-10.271254839083234,0.23917525773195877,-1.6677033816792277,-8.351251795193484,0.132890365448505,-3.5693829167041295,-10.11550743689682,0.07754442649434572,-1.7641265517398277,-9.603659564948915,0.4923206751054852,-2.646814398693218,-10.62523219775537
31,0.1608695652173913,-11.100321528930074,-17.69625870242521,,-5.016919970129912,-10.977703288695693,0.23917525773195877,-11.735333068349616,-17.349654132839042,0.132890365448505,-9.348327052407152,-15.981241155779205,0.07754442649434572,-7.871629067457754,-15.55458475444521,0.21661538461538463,-8.701752196097791,-16.777105319184102
32,0.1608695652173913,-6.8590587282057145,-13.760202200721192,,-5.2901263754157215,-11.475299470159555,0.23917525773195877,-8.074180924318258,-12.815364658057963,0.132890365448505,-8.31764442974165,-15.400069767263368,0.07754442649434572,-8.666474786628264,-17.425842417277156,0.25066177967827324,-8.115449046389433,-17.43850434045044
33,0.1608695652173913,-7.635106918969256,-17.41794673729338,,-7.0951885235049525,-14.37203344902896,0.23917525773195877,-9.455253956695792,-18.06534303250039,0.132890365448505,-9.96730315546987,-17.551661994781234,0.07754442649434572,-8.340164412247718,-15.471202708557758,0.4563640528365274,-5.394186074592907,-12.015587558023352
34,0.1608695652173913,-6.401626767082056,-15.100035802513752,,-6.562506643141621,-13.731615059927746,0.23917525773195877,-7.031112763086585,-15.254163729602574,0.132890365448505,-8.480560886673878,-14.771581211390139,0.07754442649434572,-6.9183582108220385,-15.004685073033157,0.47632963179427235,-5.830116468302132,-12.942774976337068
35,0.1608695652173913,-8.401129783668711,-16.045975593382366,,-6.128091331618989,-12.666199079633362,0.23917525773195877,-8.623079714933743,-15.643422656172383,0.132890365448505,-9.537921977012598,-16.506280845391114,0.07754442649434572,-9.800654987919335,-17.447096050050753,0.3421470121628768,-8.964597399041057,-15.036241987885866
36,0.1608695652173913,-11.097572739000036,-17.662642763919475,,-7.1376407531822075,-14.058877828918416,0.23917525773195877,-10.91018636485289,-17.243831462124454,0.132890365448505,-10.053728166315231,-16.65642983680774,0.07754442649434572,-9.185730802003444,-17.363690996079587,0.31642469826832254,-8.363823311973405,-16.76829058446088
37,0.1608695652173913,-10.126629992009391,-17.2308525588774,,-9.043333337894182,-14.816134028471502,0.23917525773195877,-8.303814879268165,-16.666361104098804,0.132890365448505,-9.571652768969397,-18.50497901076543,0.07754442649434572,-8.430070110326962,-17.048765881370663,0.4172920065252855,-5.345214671779228,-12.823613226311428
38,0.1608695652173913,-9.622043268642184,-17.431878736034275,,-7.106586894033686,-14.033346114181374,0.23917525773195877,-7.755013026002847,-15.723765084553968,0.132890365448505,-9.234569366328099,-17.836435109407272,0.07754442649434572,-7.478464859726369,-16.152070412925983,0.38027732589666124,-5.088739917047284,-13.696523239872802
39,0.1608695652173913,-7.911790767550169,-16.058872789612103,,-7.26770335702583,-13.881380734911033,0.23917525773195877,-9.204803017157852,-15.676534309737205,0.132890365448505,-9.543257149115737,-16.329442964120872,0.07754442649434572,-8.905549410576993,-15.115317763203866,0.3937667560321716,-8.150974803210547,-14.725544349698376
40,0.1608695652173913,-8.868579009863268,-17.323608976161196,,-7.29775503632588,-11.875159811415267,0.23917525773195877,-10.45235753127695,-18.19749602141353,0.132890365448505,-8.900749264122354,-16.491365221977958,0.07754442649434572,-8.531996213447373,-15.588165866960786,0.31783793637772306,-8.257108852501853,-15.343878985732696
41,0.1608695652173913,-3.9767214887061324,-10.56140087675514,,-3.592425767104652,-9.746979250924712,0.23917525773195877,-3.4405413179515616,-9.429302702250883,0.132890365448505,-3.8833285640334134,-10.295473961737112,0.07754442649434572,-3.307821222078851,-10.32114777966662,0.42523540489642186,-4.427670160487668,-11.619723567449174
42,0.1608695652173913,-8.456044576112378,-14.688363377936076,,-6.5653809705219315,-13.546359031287158,0.23917525773195877,-4.26930926118231,-10.930074626486144,0.132890365448505,-4.112729522627742,-11.395205487554536,0.07754442649434572,-3.604231078159372,-10.057230174705953,0.6173794976238968,-3.0818649192462333,-10.806082870082644
43,0.1608695652173913,-8.744440201518294,-15.382533549863185,,-6.020509960471282,-13.238784265354406,0.23917525773195877,-5.75395919065644,-15.135590421210509,0.132890365448505,-8.164090454688315,-15.255182301474665,0.07754442649434572,-6.914223757007769,-13.255641976061295,0.31773261234383743,-6.721029283793614,-14.689460778642797
44,0.1608695652173913,-10.026275618659998,-17.143164377764105,,-7.70394614233855,-15.742006815557527,0.23917525773195877,-7.264408124021643,-16.653398580203365,0.132890365448505,-8.669476779015522,-15.214171499851076,0.07754442649434572,-6.728152628621775,-14.11731462947811,0.3827095413811281,-6.6981233096684445,-13.689802797272947
45,0.1608695652173913,-10.669298848044388,-17.019271460831945,,-7.869343254773556,-14.211124932858457,0.23917525773195877,-7.761795399131358,-13.263261994221178,0.132890365448505,-8.401953205177337,-14.876518026450473,0.07754442649434572,-6.100175631997844,-13.519744736842945,0.39084730403262347,-5.694261949760699,-12.208871363340467
46,0.1608695652173913,-8.799680718803932,-16.014750931089118,,-8.221884319109193,-16.83795551180014,0.23917525773195877,-8.92926488637607,-12.878124384401916,0.132890365448505,-8.200066315201036,-14.003637500604471,0.07754442649434572,-9.296071255229341,-15.112279615474408,0.4013676101445512,-9.957633734843018,-14.42656743396311
47,0.1608695652173913,-9.2851896887521,-16.290829679952918,,-6.8572564300542815,-14.216871886548523,0.23917525773195877,-7.611774688254212,-14.404770227392934,0.132890365448505,-7.9192321532542165,-14.234277326223928,0.07754442649434572,-6.944496946574112,-14.179354107338028,0.42072025942993685,-6.253603386308243,-14.351470933256468
48,0.1608695652173913,-8.48660340234794,-15.853396119989682,,-7.153710927680152,-13.610209464903434,0.23917525773195877,-7.345110490545269,-12.88126332791908,0.132890365448505,-8.288880668516612,-14.602072876691107,0.07754442649434572,-7.899597129412963,-14.868640328013097,0.3013142636258214,-9.492849520896083,-13.893621270456203
49,0.1608695652173913,-8.35025711621178,-15.456513224698025,,-8.565829475560342,-14.764410207304842,0.23917525773195877,-8.306277951472529,-16.16474328899312,0.132890365448505,-10.458239909519598,-17.665795044745778,0.07754442649434572,-8.559330233285966,-17.413541929204218,0.2739796796969175,-7.264920383093832,-15.463060201964485
50,0.1608695652173913,-10.267539693522023,-17.50770627860068,,-6.6154998838523005,-12.931066300403167,0.23917525773195877,-6.320941369552674,-14.494174402307038,0.132890365448505,-7.714062199916186,-14.860176046859399,0.07754442649434572,-7.286355583710456,-15.058629710033651,0.17374350086655113,-8.63787877960039,-14.691509160303518
51,0.1608695652173913,-9.834394679450726,-16.26057638475411,,-7.591283506973313,-12.935715194630326,0.23917525773195877,-7.7235859268783695,-13.71216217442174,0.132890365448505,-7.471777062967444,-14.345160597507075,0.07754442649434572,-6.41351760302488,-16.578290196719003,0.29267334511883714,-7.983532201419733,-13.311698381633672
52,0.1608695652173913,-8.330503425174925,-15.417471423717213,,-4.995745874521812,-10.188594755007554,0.23917525773195877,-6.836797049843565,-12.844174670839239,0.132890365448505,-7.608641444474693,-13.945396528445093,0.07754442649434572,-8.7104577620415,-14.033153642305777,0.3805092186128183,-8.25586740196296,-14.627295100891644
53,0.1608695652173913,-8.87777752824735,-16.300166975071978,,-6.765100376361877,-13.527347514357906,0.23917525773195877,-4.768377276775145,-14.29894125832217,0.132890365448505,-8.53519340011928,-13.26554341999584,0.07754442649434572,-7.818986168413572,-14.569762858286857,0.4329292139225655,-7.729576503668056,-13.89417073612556
54,0.1608695652173913,-9.369122336727623,-15.288344438357981,,-8.392352150038827,-14.759822720558866,0.23917525773195877,-8.203851350628593,-12.940617752848873,0.132890365448505,-11.442733953576834,-14.622747625828065,0.07754442649434572,-9.94303036892225,-17.736259652503804,0.18510072215887496,-10.224273483997251,-19.210671309912644
55,0.1608695652173913,-12.71001192980181,-19.79008170701517,,-11.739352801940587,-18.530356085815775,0.23917525773195877,-8.858225333938554,-13.887555595462967,0.132890365448505,-10.072697753665647,-17.499682668346782,0.07754442649434572,-10.102702032916026,-17.279705966099314,0.2,-10.10935634304552,-18.06624508174222
56,0.1608695652173913,-6.729284637197192,-13.86838640431493,,-6.002020839549371,-12.315199462177674,0.23917525773195877,-9.030022424238568,-14.91646386764721,0.132890365448505,-10.301536811608687,-15.605681001147662,0.07754442649434572,-8.111400268053977,-16.8108610135739,0.23848288621646624,-8.153271673799386,-15.417669406217016
57,0.1608695652173913,-7.828035071066343,-15.058178836808029,,-8.208916911717507,-14.208206021052565,0.23917525773195877,-5.392638110709356,-12.517258741665295,0.132890365448505,-8.782123049626623,-14.162953742317491,0.07754442649434572,-8.551783006556555,-16.45656499964734,0.36051272921488337,-8.928589264677232,-14.406894576311874
58,0.1608695652173913,-3.618092608449031,-9.120771710521437,,-2.761667118686926,-10.119445434560415,0.23917525773195877,-2.1610767479780764,-9.380617360564532,0.132890365448505,-4.647868538334562,-9.583977061506769,0.07754442649434572,-7.3582980799639595,-15.794402488331103,0.21721381187276748,-8.779565164380218,-17.156747162034566
59,0.1608695652173913,-7.259519797158474,-12.048981191012802,,-6.499724449623291,-12.98817723602058,0.23917525773195877,-6.4527992787696835,-12.652772798046204,0.132890365448505,-7.5986861816986675,-12.64211318469515,0.07754442649434572,-7.660029747482416,-13.905865682638325,0.39807897545357523,-7.244836098441203,-13.130317662890164
60,0.1608695652173913,-8.244623998108574,-13.96896329711154,,-7.243969551529798,-12.697972532183524,0.23917525773195877,-7.0452235149531965,-11.87795916313904,0.132890365448505,-7.508215628652424,-14.561630475401019,0.07754442649434572,-7.061289414183306,-14.75507614393109,0.2533920058672534,-10.010302140751701,-15.252098565900738
61,0.1608695652173913,-7.539860832769959,-13.586632632024395,,-7.9456918422790395,-13.078433410696803,0.23917525773195877,-6.462806908193361,-12.855961811174039,0.132890365448505,-7.520810291212823,-14.175930986173721,0.07754442649434572,-8.371844318276375,-15.270940753109052,0.29127811300054857,-7.283375754424313,-15.59394380140851
62,0.1608695652173913,-9.743042853908122,-14.385160611775902,,-7.591862016912644,-12.300981811731198,0.23917525773195877,-7.807790775633773,-14.240242709217267,0.132890365448505,-8.581257296801127,-13.984110140753309,0.07754442649434572,-8.644863347777163,-15.799984855120194,0.22224165063822346,-8.347738016498958,-16.719301977641045
63,0.1608695652173913,-11.002093387051348,-18.229595579090425,,-8.042674080220491,-15.917706472811709,0.23917525773195877,-7.451477886401938,-13.92965486454151,0.132890365448505,-8.069675175057567,-14.387654999562923,0.07754442649434572,-9.074687119471319,-16.344466655711617,0.1694219227124355,-8.226398155159591,-16.062301423174954
64,0.1608695652173913,-8.530700072227894,-14.099112688434905,,-6.130669408375691,-12.962881633719674,0.23917525773195877,-7.384675993828706,-13.258270881924666,0.132890365448505,-6.947672329304353,-12.903758423600667,0.07754442649434572,-7.177746025678321,-14.439905641559488,0.27335499593826157,-7.374349177684849,-15.265228632342495
65,0.1608695652173913,-10.00265260087042,-16.33644309888448,,-6.858015399533014,-15.371946411770598,0.23917525773195877,-7.486356707050499,-14.180652566741633,0.132890365448505,-8.52299512754817,-14.224728154171471,0.07754442649434572,-9.342683254575164,-16.96718482668628,0.22667757774140754,-9.584361799520245,-16.266878101037573
66,0.1608695652173913,-9.813127220122631,-17.189272854572863,,-8.098659953720254,-14.562931438738664,0.23917525773195877,-7.542635741671386,-14.602303026250121,0.132890365448505,-8.918817408333712,-16.12706966830933,0.07754442649434572,-9.166968403919785,-16.467894275255862,0.16869788325849905,-9.28020613250308,-16.88207181362235
67,0.1608695652173913,-2.8198529312669325,-9.516873268438712,,-3.6632877098975545,-10.027522202026628,0.23917525773195877,-2.7528133885736588,-11.253902758617333,0.132890365448505,-4.443544035479018,-11.696171958008188,0.07754442649434572,-5.607847054893723,-13.331385807070863,0.18210862619808307,-7.716088509857343,-14.830354114117306
68,0.1608695652173913,-7.753898224546952,-14.426807299001212,,-6.394803463128889,-13.338248075880879,0.23917525773195877,-5.197515560026083,-12.870283647229876,0.132890365448505,-7.418994237892758,-13.480470281520544,0.07754442649434572,-8.148551962736086,-14.426569563547682,0.36310884473360294,-7.708006116223405,-14.535583757668446
69,0.1608695652173913,-6.1767951353092885,-12.427678141055129,,-5.221146428117561,-12.105781124132998,0.23917525773195877,-5.366102869769385,-11.871065222445367,0.132890365448505,-6.654585816835694,-14.083722731160995,0.07754442649434572,-8.161097823818787,-15.927974650768133,0.3058124174372523,-7.467044814041835,-14.296919745752009
70,0.1608695652173913,-7.76566861699611,-13.668752943813997,,-6.540740276174586,-12.432320887548178,0.23917525773195877,-6.3408584355058375,-10.429448862179214,0.132890365448505,-7.601013386850543,-14.609298292840576,0.07754442649434572,-9.340070066704879,-17.06247187202126,0.3154823206316512,-7.5154248010821965,-15.868771329719426
71,0.1608695652173913,-8.833725852586866,-15.293530605346433,,-6.02503255808722,-13.339250040831917,0.23917525773195877,-7.132130978490759,-15.019484788645855,0.132890365448505,-8.407345243820934,-16.791842472853297,0.07754442649434572,-8.829817434347296,-16.438177897151903,0.4225670869705787,-7.801759483205304,-14.294034371660143
72,0.1608695652173913,-9.027992554723582,-14.585357131854588,,-7.311179172504728,-13.16491877141756,0.23917525773195877,-8.585212420107247,-15.797453242812036,0.132890365448505,-8.961495404687035,-14.347829845644934,0.07754442649434572,-9.050012315071788,-15.581272043197805,0.36902133922001473,-9.224342176377222,-16.106369213479876
73,0.1608695652173913,-9.28260831975109,-14.095679920996854,,-7.085017488592504,-12.906148392214597,0.23917525773195877,-7.960932948525638,-13.475680387111083,0.132890365448505,-9.768229598558714,-16.460061554266915,0.07754442649434572,-9.451768826337233,-16.217904646069428,0.2905506938919827,-7.886184799834949,-15.08042496796419
74,0.1608695652173913,-4.564973291320607,-11.993886868959208,,-4.058240524680063,-10.719696903138562,0.23917525773195877,-2.756109296964656,-10.83437758061474,0.132890365448505,-3.326040801480756,-10.960107697891196,0.07754442649434572,-3.3218016775680126,-11.564126714084539,0.52761842320931,-3.4996499056543593,-11.93805444775833
75,0.1608695652173913,-8.650750637757485,-14.807407770645744,,-7.124426748816478,-12.663793686909779,0.23917525773195877,-8.760367480199967,-15.077853059696778,0.132890365448505,-8.410625288233668,-14.582773501196701,0.07754442649434572,-8.461318056607237,-15.141322469436528,0.35026523067031023,-7.447191366855742,-14.419332205882274
76,0.1608695652173913,-7.7472887101363295,-14.986055963844437,,-6.0330747879448445,-13.236067257908374,0.23917525773195877,-6.720310756544562,-14.382670429731713,0.132890365448505,-8.725838015599424,-14.825490547259308,0.07754442649434572,-7.05238721751318,-14.734476620793837,0.40717227179135207,-6.699346292853368,-14.129168699334471
77,0.1608695652173913,-9.110263094768527,-14.223045259067025,,-7.951323844461977,-13.036169403974485,0.23917525773195877,-6.181734443037091,-15.938429249501198,0.132890365448505,-7.652583110878172,-18.042958666410502,0.07754442649434572,-6.319526816318702,-18.03474739173221,0.22312987608994952,-5.960231091445273,-16.376423880984202
78,0.1608695652173913,-8.732452995584023,-14.731482927484006,,-8.124853118126895,-14.019300891769053,0.23917525773195877,-6.586905051907774,-15.112091007634746,0.132890365448505,-9.286879923632878,-15.551499202097112,0.07754442649434572,-6.501592203205663,-15.259223203766272,0.5093199734767553,-5.347819211217407,-12.510186700518544
79,0.1608695652173913,-7.483173868049864,-15.991701336695709,,-6.919501704443858,-14.51367093636754,0.23917525773195877,-9.679317571529074,-17.010263782451457,0.132890365448505,-8.661840718498564,-15.88031729942937,0.07754442649434572,-8.149315333906358,-16.424093461472147,0.2968868640850418,-7.925106039121761,-13.869518276054645
80,0.1608695652173913,-8.714704456771443,-17.698315610349308,,-6.647332986869676,-14.639574048470994,0.23917525773195877,-11.48626395994268,-18.00120346385487,0.132890365448505,-9.905871243490713,-17.7138009974794,0.07754442649434572,-9.60789831414015,-17.463737258541457,0.2381321449331525,-8.440445238976784,-16.45572134513408
81,0.1608695652173913,-9.925281096126689,-15.890408210114694,,-8.229776980984576,-15.265653116442454,0.23917525773195877,-8.768353138486392,-12.992026010694499,0.132890365448505,-9.273974007391171,-15.180490171625236,0.07754442649434572,-10.170347869739714,-17.4542443763951,0.22556684910086006,-8.963915494066082,-16.111433150677467
82,0.1608695652173913,-9.503699268583109,-15.371768337558017,,-7.851334114088298,-13.67497193375627,0.23917525773195877,-8.284640855069963,-14.394953990099587,0.132890365448505,-10.670681621657167,-16.175442380335532,0.07754442649434572,-10.414515295684534,-16.598172973262987,0.3910171730515192,-10.440777783219716,-17.434742585589305
83,0.1608695652173913,-8.625645257663212,-15.266625561677024,,-6.675406740871994,-13.03712503719491,0.23917525773195877,-5.728949475707422,-14.767956277996943,0.132890365448505,-8.874718429667613,-15.16244021933371,0.07754442649434572,-8.62064133809141,-15.120379232611443,0.36909722222222224,-7.466829202276236,-16.32719085655601
84,0.1608695652173913,-8.561757421947465,-15.970858249872254,,-6.612959786114435,-14.963710352698612,0.23917525773195877,-7.396520703897076,-13.363939646865212,0.132890365448505,-9.396272548643626,-13.018475900338215,0.07754442649434572,-7.061155450290137,-14.494306916222834,0.25,-8.110361857589464,-14.789441889939354
85,0.1608695652173913,-4.652320847369032,-11.978571287687307,,-3.8966655618473593,-10.476560746374965,0.23917525773195877,-4.210908378109718,-11.394478746451245,0.132890365448505,-3.4897641430609623,-11.12112883783027,0.07754442649434572,-3.5575094515554735,-10.626219006886615,0.5176805765041059,-3.7404288145150213,-12.124907004701024
86,0.1608695652173913,-3.4379572978546746,-10.030649065894428,,-3.5160643279322112,-9.999302687997321,0.23917525773195877,-2.653633011423096,-10.079846030690149,0.132890365448505,-2.30665599559123,-9.703623629161914,0.07754442649434572,-1.8351814490796772,-9.802730962709044,0.6036655211912944,-2.392217489673631,-10.04707441697213
87,0.1608695652173913,-8.111760984246317,-14.603215691657002,,-7.097485807410439,-12.676949513421206,0.23917525773195877,-6.570331747523732,-14.234129352752731,0.132890365448505,-9.70065221918945,-16.071286045359813,0.07754442649434572,-8.075844543781907,-14.661477126576923,0.48606811145510836,-7.034789410997229,-13.61546833750323
88,0.1608695652173913,-8.120343160608192,-15.630011876040781,,-6.233138606271006,-14.347329498023331,0.23917525773195877,-8.867949912123844,-15.145801499962054,0.132890365448505,-9.455193017789352,-15.895982749537772,0.07754442649434572,-8.236185149414688,-14.625084592829754,0.2910746812386157,-8.764446603769064,-14.94233548868351
