village_id,farm_id,crop_type,health_index,yield_estimate_to_date,shapefile_village_id,area_ha,crop_confidence,flood_excess_db,health_raw_z,source,p_Rice,p_Cotton,p_Maize,p_Bajra,p_Groundnut
1,13,Rice,41.38,1.439,22,0.4815186925147954,0.289,2.22,-0.2867,measured,0.289,0.1126,0.0778,0.2685,0.2522
1,14,Cotton,83.7,0.49,22,0.2896841758437599,0.9004,0.28,1.6796,measured,0.0028,0.9004,0.0917,0.0003,0.0048
1,15,Cotton,21.98,0.232,22,2.257871362413479e-07,0.381,0.74,0.0423,measured,0.1394,0.381,0.1456,0.0992,0.2348
1,16,Groundnut,3.48,0.833,22,1.198032268621871e-07,0.7324,-1.13,-1.1129,measured,0.0715,0.0609,0.0366,0.0986,0.7324
1,17,Cotton,16.79,0.21,22,8.170756718469804e-09,0.461,-2.63,-0.0369,measured,0.0722,0.461,0.0643,0.1633,0.2392
1,18,Cotton,7.41,0.171,22,5.084064626714735e-09,0.4087,2.42,-0.2861,measured,0.1758,0.4087,0.108,0.0474,0.2602
1,19,Bajra,87.86,3.75,22,4.845720711671931e-09,0.3369,1.72,-0.0844,measured,0.2161,0.0915,0.0675,0.3369,0.288
1,20,Rice,93.1,2.436,22,0.3876135438595965,0.3518,4.79,0.4439,measured,0.3518,0.3142,0.1158,0.0426,0.1756
1,21,Rice,87.36,2.325,22,0.5725174781550666,0.4661,4.54,0.3361,measured,0.4661,0.1209,0.1028,0.136,0.1743
1,22,Cotton,30.62,0.268,22,0.3980899814218664,0.6256,3.43,0.1619,measured,0.1819,0.6256,0.0817,0.0266,0.0841
1,23,Bajra,0.71,1.053,22,1.1280382993849755e-09,0.7825,1.75,-2.159,measured,0.1469,0.0005,0.0044,0.7825,0.0656
1,24,Rice,43.68,1.484,22,0.256617417728398,0.4785,3.9,-0.2203,measured,0.4785,0.1718,0.1081,0.1152,0.1264
1,25,Cotton,47.65,0.339,22,0.1020199392891068,0.4544,2.26,0.4662,measured,0.1323,0.4544,0.1111,0.0519,0.2503
1,26,Rice,85.06,2.281,22,0.4838093252761882,0.3048,3.1,0.2733,measured,0.3048,0.1909,0.1267,0.1844,0.1932
1,27,Rice,68.97,1.971,22,0.5415105264041837,0.2849,2.64,0.0656,measured,0.2849,0.1713,0.1838,0.1909,0.169
1,28,Cotton,49.88,0.349,22,0.259927890220491,0.2761,3.3,0.5017,measured,0.2634,0.2761,0.1313,0.1239,0.2052
1,29,Rice,79.31,2.17,22,0.5681262967499147,0.3508,3.57,0.2403,measured,0.3508,0.121,0.1929,0.1833,0.152
1,30,Cotton,96.79,0.545,22,0.3338709047267693,0.9686,1.98,2.4808,measured,0.0009,0.9686,0.0237,0.0001,0.0068
1,31,Maize,80.77,3.007,22,0.5907185134228785,0.4629,2.37,1.2242,measured,0.0808,0.3301,0.4629,0.0413,0.0849
1,32,Rice,9.2,0.819,22,0.1085043476881907,0.3565,1.54,-0.7545,measured,0.3565,0.0988,0.0882,0.3029,0.1535
1,33,Cotton,43.95,0.324,22,0.6522243259691243,0.4804,3.78,0.3823,measured,0.2131,0.4804,0.1653,0.0304,0.1108
1,34,Rice,83.91,2.259,22,0.4679714340427883,0.4026,4.5,0.2572,measured,0.4026,0.1833,0.0846,0.0861,0.2433
1,35,Rice,55.17,1.705,22,0.992270754998336,0.3019,2.88,-0.0799,measured,0.3019,0.1033,0.2247,0.1963,0.1738
1,36,Maize,19.23,1.385,22,0.902129946251072,0.3262,2.64,0.1589,measured,0.2394,0.1328,0.3262,0.1567,0.1449
1,37,Rice,64.37,1.882,22,0.5266487272851875,0.3218,3.15,0.0054,measured,0.3218,0.2139,0.1036,0.1524,0.2084
1,38,Rice,42.53,1.462,22,0.492507854010358,0.3948,3.56,-0.2406,measured,0.3948,0.1132,0.0882,0.172,0.2318
1,39,Cotton,27.16,0.253,22,0.6675339882764417,0.3828,3.69,0.1065,measured,0.3008,0.3828,0.123,0.058,0.1355
1,40,Rice,96.55,2.502,22,0.5319990846374182,0.2825,3.75,0.6915,measured,0.2825,0.2441,0.2028,0.1116,0.159
1,41,Cotton,95.06,0.538,22,0.944772147474751,0.9815,1.47,2.403,measured,0.0007,0.9815,0.0127,0.0001,0.005
1,42,Cotton,98.77,0.554,22,1.3556459123480105,0.9658,0.87,2.6956,measured,0.0006,0.9658,0.0289,0.0001,0.0046
1,43,Cotton,46.17,0.333,22,0.6459871347636221,0.313,3.02,0.4357,measured,0.2227,0.313,0.1767,0.1022,0.1854
1,44,Cotton,56.05,0.375,22,0.3342891034507806,0.5261,1.57,0.611,measured,0.1035,0.5261,0.2,0.0524,0.118
1,45,Cotton,53.58,0.364,22,0.4164261151889281,0.5427,0.92,0.5809,measured,0.096,0.5427,0.1643,0.0604,0.1366
1,46,Cotton,66.67,0.419,22,2.8816279759477605e-12,0.5418,0.83,0.8763,measured,0.0642,0.5418,0.2568,0.0346,0.1026
1,47,Cotton,81.73,0.482,22,0.9941431838624308,0.7011,2.88,1.5437,measured,0.0384,0.7011,0.2102,0.0082,0.0421
1,48,Cotton,54.57,0.368,22,0.5443159741193601,0.4768,2.89,0.588,measured,0.1379,0.4768,0.2658,0.0372,0.0823
1,49,Rice,77.01,2.126,22,1.4403908240645713,0.331,4.05,0.1862,measured,0.331,0.2478,0.0735,0.0731,0.2746
1,50,Cotton,98.27,0.551,22,1.308755997789612e-07,0.7124,2.67,2.6207,measured,0.0088,0.7124,0.2661,0.0012,0.0115
1,51,Cotton,69.38,0.43,22,0.021906183441864,0.6186,0.39,0.9274,measured,0.079,0.6186,0.0196,0.0841,0.1986
1,52,Cotton,72.84,0.445,22,7.831776115873674e-09,0.6688,2.58,1.0242,measured,0.0412,0.6688,0.2296,0.006,0.0544
1,53,Cotton,74.57,0.452,22,0.2259368620071783,0.4253,2.8,1.1163,measured,0.1021,0.4253,0.3109,0.043,0.1188
1,54,Maize,55.77,2.348,22,0.1833500946954329,0.3618,0.43,0.6572,measured,0.1202,0.2584,0.3618,0.1511,0.1085
1,55,Maize,94.23,3.362,22,0.2351931151356756,0.546,-3.64,1.5672,measured,0.0065,0.4076,0.546,0.0135,0.0263
1,56,Rice,36.78,1.351,22,0.3370215314449604,0.3751,2.67,-0.3301,measured,0.3751,0.1278,0.0715,0.269,0.1566
1,57,Rice,98.85,2.547,22,8.545364638340783e-16,0.3986,5.06,0.9065,measured,0.3986,0.0711,0.3464,0.1076,0.0763
1,58,Cotton,77.78,0.466,22,0.096016580764782,0.5832,1.88,1.2318,measured,0.0763,0.5832,0.2538,0.0288,0.0578
1,59,Cotton,65.19,0.413,22,0.8144783422308708,0.7257,0.67,0.802,measured,0.0448,0.7257,0.1699,0.0177,0.042
1,60,Groundnut,71.3,2.368,22,0.2806386983997658,0.267,0.28,-0.1857,measured,0.1809,0.2454,0.1002,0.2065,0.267
1,61,Cotton,23.7,0.239,22,0.3749607207946541,0.567,1.15,0.0664,measured,0.1462,0.567,0.1072,0.0678,0.1118
1,62,Cotton,58.27,0.384,22,0.4876136060365847,0.5326,1.44,0.6692,measured,0.0445,0.5326,0.374,0.0117,0.0373
1,63,Rice,91.95,2.414,22,0.7577981760913929,0.3172,3.67,0.4407,measured,0.3172,0.2299,0.1687,0.1192,0.1649
1,64,Cotton,34.07,0.282,22,0.9613098902533448,0.5641,0.27,0.2228,measured,0.0779,0.5641,0.1839,0.0397,0.1343
1,65,Rice,90.8,2.392,22,1.1754314082487507,0.305,3.59,0.4256,measured,0.305,0.2064,0.1906,0.1201,0.1779
1,66,Rice,82.76,2.237,22,0.4845022201146881,0.4546,4.53,0.2536,measured,0.4546,0.0789,0.1205,0.1675,0.1785
1,67,Cotton,89.38,0.514,22,0.9000453815698743,0.9388,0.54,2.1593,measured,0.0027,0.9388,0.05,0.0005,0.008
1,68,Cotton,32.1,0.274,22,0.5116644737487964,0.2844,2.71,0.1949,measured,0.2613,0.2844,0.1785,0.134,0.1418
1,69,Cotton,92.84,0.529,22,1.0442634460811326,0.5939,0.39,2.3169,measured,0.0055,0.5939,0.396,0.0013,0.0032
1,70,Cotton,83.95,0.491,22,1.121296032217443,0.7768,1.1,1.6986,measured,0.0061,0.7768,0.2127,0.0008,0.0036
1,71,Groundnut,97.83,2.968,22,0.5035004939765695,0.2445,2.95,0.3076,measured,0.2389,0.1831,0.1886,0.1448,0.2445
1,72,Maize,50.0,2.196,22,0.3691253187355509,0.3286,1.33,0.5146,measured,0.1337,0.1917,0.3286,0.1344,0.2116
1,73,Maize,1.92,0.929,22,0.3509148390410827,0.3277,-0.01,-0.3445,measured,0.1554,0.3034,0.3277,0.1046,0.109
1,74,Cotton,90.12,0.517,22,0.9351467283416492,0.9845,0.07,2.1768,measured,0.0007,0.9845,0.0121,0.0001,0.0027
1,75,Cotton,12.1,0.19,22,1.1755913536809968,0.2295,1.82,-0.172,measured,0.2267,0.2295,0.1957,0.1337,0.2144
1,76,Cotton,17.04,0.211,22,1.311939657480852,0.3819,1.99,-0.0352,measured,0.1882,0.3819,0.1739,0.0755,0.1806
1,77,Cotton,4.94,0.16,22,0.9373809699681762,0.4095,0.65,-0.3438,measured,0.1364,0.4095,0.1038,0.0745,0.2759
1,78,Rice,40.23,1.417,22,0.4008839929677567,0.4342,4.01,-0.2968,measured,0.4342,0.112,0.0781,0.1365,0.2392
1,79,Rice,26.44,1.152,22,0.5705266848847619,0.3541,3.06,-0.4289,measured,0.3541,0.0884,0.0927,0.2232,0.2417
1,80,Rice,12.64,0.886,22,1.3581766549317962,0.323,3.09,-0.6516,measured,0.323,0.035,0.0622,0.2747,0.3051
1,81,Maize,92.31,3.311,22,1.496181459322255,0.5078,1.79,1.5476,measured,0.0348,0.3826,0.5078,0.0164,0.0584
1,82,Maize,26.92,1.588,22,1.064641333179936,0.2547,1.47,0.2046,measured,0.1784,0.1628,0.2547,0.1836,0.2205
1,83,Cotton,2.47,0.15,22,0.490880855487086,0.3593,0.32,-0.477,measured,0.1769,0.3593,0.1265,0.1204,0.2168
1,84,Cotton,83.46,0.489,22,0.16524761421084,0.72,2.05,1.6653,measured,0.0309,0.72,0.2075,0.011,0.0306
1,85,Cotton,94.81,0.537,22,1.280637977935705,0.9657,1.41,2.3986,measured,0.0011,0.9657,0.0225,0.0001,0.0105
1,86,Cotton,96.54,0.544,22,2.734616647205324,0.9722,1.2,2.4371,measured,0.0008,0.9722,0.0198,0.0001,0.007
1,87,Cotton,32.35,0.275,22,0.777248708882525,0.4203,1.31,0.1954,measured,0.1593,0.4203,0.2003,0.086,0.134
1,88,Bajra,45.0,2.424,22,0.260868006603177,0.2984,0.78,-0.5783,measured,0.2649,0.1353,0.0628,0.2984,0.2386
1,89,Rice,31.03,1.24,22,0.7261771928709487,0.2832,1.79,-0.3716,measured,0.2832,0.1828,0.1218,0.1856,0.2266
1,90,Cotton,52.84,0.361,22,0.3848799608978606,0.4901,1.37,0.5655,measured,0.0874,0.4901,0.1775,0.0448,0.2002
1,91,Cotton,73.09,0.446,22,0.2342812214481492,0.7071,3.77,1.0413,measured,0.0914,0.7071,0.093,0.0131,0.0954
1,92,Cotton,67.16,0.421,22,0.2264409709599675,0.6196,3.39,0.88,measured,0.089,0.6196,0.1145,0.016,0.161
1,93,Cotton,36.05,0.291,22,0.1393293747212762,0.4675,1.86,0.2501,measured,0.1243,0.4675,0.0621,0.0588,0.2873
1,94,Cotton,51.11,0.354,22,0.2785054924750704,0.6108,2.07,0.5289,measured,0.1262,0.6108,0.0825,0.0528,0.1277
1,95,Cotton,78.77,0.47,22,0.2840433751677662,0.6649,1.69,1.2992,measured,0.043,0.6649,0.237,0.0126,0.0424
1,96,Cotton,50.86,0.353,22,1.1554552082194167,0.3277,0.45,0.5226,measured,0.0984,0.3277,0.256,0.0953,0.2225
1,97,Cotton,6.91,0.169,22,0.5991694971966668,0.2589,1.75,-0.3119,measured,0.2553,0.2589,0.1547,0.1381,0.1931
1,98,Cotton,63.21,0.405,22,0.2332142299587677,0.7145,-0.71,0.7533,measured,0.0368,0.7145,0.1507,0.0256,0.0724
1,99,Cotton,71.11,0.438,22,0.0758460241113632,0.9023,-0.29,0.9809,measured,0.0161,0.9023,0.0563,0.0051,0.0203
1,100,Maize,48.08,2.146,22,1.038304978411163,0.3883,1.46,0.5116,measured,0.1534,0.2308,0.3883,0.1154,0.112
1,101,Cotton,56.54,0.377,22,0.863408252802758,0.5569,0.84,0.6146,measured,0.0584,0.5569,0.2125,0.0266,0.1456
1,102,Cotton,51.36,0.355,22,0.8774275405357334,0.5979,1.67,0.5385,measured,0.0922,0.5979,0.1301,0.0361,0.1437
1,103,Cotton,100.0,0.559,22,0.8204243197416506,0.9628,-0.72,2.8956,measured,0.0004,0.9628,0.0309,0.0001,0.0058
1,104,Groundnut,80.43,2.574,22,1.2056742022049345,0.3302,1.55,-0.0371,measured,0.1858,0.2392,0.1133,0.1315,0.3302
1,105,Cotton,90.37,0.518,22,0.8695715446656979,0.9778,0.64,2.1794,measured,0.0009,0.9778,0.0119,0.0001,0.0092
1,106,Cotton,97.78,0.549,22,1.232768008182174,0.9657,1.68,2.5896,measured,0.0009,0.9657,0.0235,0.0001,0.0098
1,107,Cotton,33.09,0.278,22,0.345415721487276,0.5085,1.87,0.2042,measured,0.1233,0.5085,0.25,0.0359,0.0822
1,108,Cotton,95.31,0.539,22,1.440513439912615,0.9774,0.99,2.4079,measured,0.0008,0.9774,0.014,0.0001,0.0077
1,109,Cotton,12.59,0.192,22,0.3839817922403229,0.4629,3.39,-0.1382,measured,0.2177,0.4629,0.0516,0.0394,0.2284
1,110,Cotton,94.32,0.535,22,0.902733476203221,0.9823,1.08,2.3837,measured,0.0007,0.9823,0.012,0.0001,0.0049
1,111,Groundnut,76.96,2.495,22,1.7360962439700336,0.408,2.99,-0.0771,measured,0.2009,0.2455,0.068,0.0776,0.408
1,112,Maize,75.0,2.855,22,0.4228356993263947,0.4902,3.0,1.0604,measured,0.1408,0.2074,0.4902,0.0796,0.082
1,113,Groundnut,90.87,2.81,22,0.4519441090941869,0.2914,3.35,0.0991,measured,0.2849,0.2355,0.0655,0.1227,0.2914
1,114,Groundnut,10.43,0.99,22,2.7160552186196507,0.3868,2.31,-0.8747,measured,0.2644,0.1495,0.1033,0.096,0.3868
1,115,Cotton,62.22,0.4,22,1.1777386518729067,0.5121,1.55,0.7461,measured,0.0793,0.5121,0.1475,0.0418,0.2192
1,116,Groundnut,83.04,2.633,22,1.4371211218304338,0.3029,3.45,-0.0013,measured,0.3011,0.1559,0.1132,0.1269,0.3029
1,117,Cotton,87.41,0.506,22,0.5394947723443138,0.8452,0.54,2.042,measured,0.0059,0.8452,0.1407,0.0013,0.0069
1,118,Rice,58.62,1.772,22,0.973816937519818,0.3008,3.05,-0.0494,measured,0.3008,0.1453,0.1616,0.1612,0.2312
1,119,Cotton,88.64,0.511,22,0.5508221864634812,0.7639,0.69,2.1053,measured,0.0058,0.7639,0.223,0.0012,0.006
1,120,Cotton,85.43,0.498,22,1.090826826352455,0.707,2.05,1.8447,measured,0.0163,0.707,0.252,0.0041,0.0205
1,121,Cotton,85.68,0.499,22,1.3062825103304567,0.9692,0.25,1.8463,measured,0.0016,0.9692,0.0227,0.0002,0.0063
1,122,Groundnut,65.22,2.23,22,0.8742570352409497,0.3905,0.33,-0.2291,measured,0.1412,0.1923,0.1045,0.1715,0.3905
1,123,Cotton,41.98,0.316,22,0.6430006209264557,0.4555,2.09,0.3535,measured,0.1267,0.4555,0.0794,0.061,0.2774
1,124,Groundnut,12.61,1.039,22,0.7598516798762366,0.2548,0.73,-0.8382,measured,0.2273,0.1593,0.2017,0.157,0.2548
1,125,Rice,59.77,1.794,22,1.0225539443500316,0.2759,2.82,-0.0379,measured,0.2759,0.1247,0.1547,0.189,0.2557
1,126,Groundnut,75.22,2.456,22,0.7150948808813716,0.3886,2.09,-0.1255,measured,0.184,0.2301,0.0882,0.1092,0.3886
1,127,Groundnut,73.91,2.427,22,0.5040409155123979,0.306,-0.31,-0.1513,measured,0.1421,0.2088,0.1063,0.2369,0.306
1,128,Groundnut,78.7,2.535,22,0.2558524131024084,0.2603,1.35,-0.0466,measured,0.2124,0.1916,0.1162,0.2195,0.2603
1,129,Groundnut,95.65,2.918,22,0.2873982682578124,0.3319,0.02,0.2539,measured,0.109,0.1777,0.19,0.1913,0.3319
1,130,Cotton,55.8,0.374,22,1.129894981372383,0.362,1.89,0.6026,measured,0.1264,0.362,0.2528,0.0695,0.1893
1,131,Groundnut,44.35,1.758,22,0.3506813898908201,0.3509,-0.61,-0.4294,measured,0.1416,0.0982,0.1257,0.2835,0.3509
1,132,Bajra,72.14,3.263,22,0.2254981623826314,0.3292,0.25,-0.2843,measured,0.2007,0.1756,0.0658,0.3292,0.2285
1,133,Groundnut,98.7,2.987,22,0.2754255023970374,0.2614,1.0,0.321,measured,0.15,0.2255,0.181,0.1821,0.2614
1,134,Groundnut,46.09,1.797,22,0.5424562315593663,0.3062,0.98,-0.4061,measured,0.2074,0.2375,0.0793,0.1696,0.3062
1,135,Cotton,5.68,0.163,22,2.340303052373448,0.397,1.39,-0.3309,measured,0.1274,0.397,0.2377,0.0358,0.2021
1,136,Cotton,74.32,0.451,22,0.6784272025058703,0.5311,2.89,1.1017,measured,0.0906,0.5311,0.2889,0.0258,0.0636
1,137,Cotton,99.51,0.557,22,1.780815864649631,0.9409,2.27,2.7901,measured,0.0016,0.9409,0.051,0.0001,0.0065
1,138,Cotton,99.75,0.558,22,0.8420534802994826,0.9622,2.73,2.852,measured,0.0012,0.9622,0.0301,0.0001,0.0064
1,139,Groundnut,83.48,2.643,22,0.9984049705209734,0.3565,2.14,-0.0008,measured,0.1916,0.2472,0.0893,0.1154,0.3565
1,140,Cotton,44.44,0.326,22,0.2669220443432319,0.4675,1.62,0.4025,measured,0.0955,0.4675,0.0486,0.0544,0.3339
1,141,Maize,42.31,1.994,22,0.4840316854581701,0.3366,-0.11,0.4059,measured,0.0996,0.203,0.3366,0.1533,0.2075
1,142,Groundnut,89.13,2.771,22,1.945272622124535,0.2869,0.48,0.0673,measured,0.1276,0.1987,0.2505,0.1363,0.2869
1,143,Cotton,48.4,0.342,22,0.6452601611646481,0.3797,1.2,0.4801,measured,0.1224,0.3797,0.2356,0.0884,0.1739
1,144,Groundnut,92.17,2.84,22,2.464586531116192,0.4553,0.22,0.1173,measured,0.0656,0.3637,0.0649,0.0505,0.4553
1,145,Groundnut,76.09,2.476,22,1.280297201865029,0.2969,0.16,-0.1173,measured,0.1539,0.1978,0.1592,0.1922,0.2969
1,146,Cotton,27.41,0.255,22,0.6950063945810191,0.4809,1.61,0.1072,measured,0.1576,0.4809,0.0868,0.0798,0.1948
1,147,Cotton,99.26,0.556,22,0.6208175701277161,0.8969,2.39,2.7872,measured,0.0029,0.8969,0.0925,0.0004,0.0074
1,148,Cotton,40.25,0.308,22,0.2687311528820438,0.4484,2.28,0.318,measured,0.1713,0.4484,0.0637,0.0887,0.2279
1,149,Maize,46.15,2.095,22,1.1391172504945166,0.2638,3.17,0.4762,measured,0.2278,0.2068,0.2638,0.1099,0.1916
1,150,Cotton,27.65,0.256,22,0.7710070888383248,0.353,2.57,0.1084,measured,0.2208,0.353,0.1855,0.0835,0.1571
1,151,Cotton,82.72,0.486,22,0.4696501216122695,0.5555,1.54,1.5916,measured,0.0431,0.5555,0.3127,0.0226,0.066
1,152,Groundnut,81.74,2.604,22,0.3038206362764897,0.2694,2.55,-0.0303,measured,0.2572,0.2141,0.1167,0.1426,0.2694
1,153,Cotton,30.86,0.269,22,0.2807673441173454,0.3248,2.52,0.1658,measured,0.2242,0.3248,0.0908,0.1195,0.2408
1,154,Cotton,99.01,0.555,22,0.723847460353637,0.9679,1.44,2.7651,measured,0.0007,0.9679,0.0228,0.0001,0.0085
1,155,Groundnut,40.0,1.659,22,0.4358413456392997,0.2835,0.88,-0.4806,measured,0.2309,0.1081,0.097,0.2806,0.2835
1,156,Groundnut,94.35,2.889,22,0.8466172172870067,0.3036,1.8,0.2024,measured,0.1872,0.1857,0.1656,0.158,0.3036
1,157,Groundnut,84.35,2.663,22,0.4224371561524075,0.3337,0.54,0.0151,measured,0.1311,0.2655,0.1285,0.1412,0.3337
1,158,Maize,57.69,2.399,22,0.4537630693477505,0.363,3.55,0.6864,measured,0.1769,0.3312,0.363,0.0403,0.0887
1,159,Cotton,70.86,0.437,22,0.6722226892039258,0.5192,3.13,0.9804,measured,0.0935,0.5192,0.2985,0.0202,0.0687
1,160,Cotton,5.93,0.165,22,0.702019525588388,0.6133,1.59,-0.3275,measured,0.1277,0.6133,0.086,0.0299,0.143
1,161,Cotton,9.63,0.18,22,0.5002484352402639,0.2715,0.98,-0.2431,measured,0.2079,0.2715,0.1132,0.171,0.2364
1,162,Cotton,25.19,0.245,22,0.3072359700729527,0.2832,1.84,0.0801,measured,0.2221,0.2832,0.145,0.142,0.2077
1,163,Cotton,91.85,0.525,22,0.980347962241822,0.9825,0.67,2.291,measured,0.0007,0.9825,0.0115,0.0001,0.0052
1,164,Cotton,41.48,0.314,22,0.906192737167293,0.7059,1.68,0.3394,measured,0.0545,0.7059,0.1734,0.0093,0.057
1,165,Groundnut,90.0,2.791,22,0.7514389364106688,0.2695,1.83,0.0852,measured,0.1757,0.259,0.1892,0.1066,0.2695
1,166,Groundnut,86.09,2.702,22,1.1973765742523796,0.2971,2.17,0.0515,measured,0.2023,0.2113,0.1631,0.1263,0.2971
1,167,Groundnut,61.3,2.141,22,0.7704174140296096,0.3201,2.24,-0.2768,measured,0.2528,0.1782,0.0761,0.1728,0.3201
1,168,Groundnut,72.17,2.387,22,0.7724193757020149,0.2378,0.48,-0.1777,measured,0.178,0.2355,0.1667,0.1821,0.2378
1,169,Maize,96.15,3.413,22,1.2283106611993748,0.604,0.04,1.5931,measured,0.022,0.3562,0.604,0.0106,0.0071
1,170,Groundnut,42.17,1.708,22,0.5500544157715738,0.3658,1.21,-0.4552,measured,0.2059,0.1786,0.0616,0.1881,0.3658
1,171,Cotton,28.64,0.26,22,0.3239565531048635,0.5479,0.85,0.1337,measured,0.1114,0.5479,0.0821,0.0684,0.1903
1,172,Groundnut,65.65,2.24,22,0.7412361949080405,0.4764,3.08,-0.2229,measured,0.1849,0.2491,0.018,0.0716,0.4764
1,173,Cotton,84.94,0.496,22,1.0505682467249404,0.9787,0.33,1.8345,measured,0.0012,0.9787,0.0157,0.0001,0.0043
1,174,Cotton,70.37,0.435,22,0.9525668214601076,0.6996,0.19,0.9714,measured,0.0215,0.6996,0.2471,0.0071,0.0247
1,175,Cotton,46.42,0.334,22,0.1686314783880216,0.3955,-0.6,0.4365,measured,0.0892,0.3955,0.1485,0.1477,0.2191
1,176,Cotton,0.25,0.141,22,0.1731525057273974,0.3184,0.03,-0.7606,measured,0.1923,0.3184,0.0659,0.153,0.2703
1,177,Cotton,18.77,0.218,22,0.417016906292713,0.3282,0.69,-0.0104,measured,0.1648,0.3282,0.1399,0.1558,0.2113
1,178,Cotton,55.56,0.372,22,0.2664482686812132,0.6532,0.18,0.5972,measured,0.0511,0.6532,0.1569,0.0269,0.1119
1,179,Cotton,1.98,0.148,22,0.2934827487748793,0.4857,-0.63,-0.5118,measured,0.118,0.4857,0.1319,0.078,0.1865
1,180,Bajra,27.14,1.871,22,0.5213027996045472,0.3976,-1.5,-0.7569,measured,0.1676,0.1272,0.0833,0.3976,0.2243
1,181,Rice,20.69,1.041,22,0.3170852062888362,0.2998,2.25,-0.4952,measured,0.2998,0.0862,0.0679,0.2916,0.2545
1,182,Rice,28.74,1.196,22,0.4785180004657791,0.3475,3.5,-0.4157,measured,0.3475,0.1004,0.0632,0.16,0.3288
1,183,Rice,65.52,1.904,22,0.3600646109439386,0.3579,3.66,0.0288,measured,0.3579,0.2752,0.1082,0.1066,0.1522
1,184,Rice,75.86,2.104,22,0.8761300156238778,0.3521,4.04,0.1617,measured,0.3521,0.2082,0.0658,0.1032,0.2706
1,185,Cotton,59.26,0.388,22,0.4617213093585915,0.3815,3.07,0.6936,measured,0.1971,0.3815,0.1676,0.0899,0.164
1,186,Cotton,1.73,0.147,22,0.7721688846969385,0.4383,0.88,-0.5459,measured,0.1547,0.4383,0.1509,0.0589,0.1971
1,187,Cotton,59.51,0.389,22,0.2648420259177794,0.439,0.37,0.6957,measured,0.0791,0.439,0.2489,0.0699,0.1632
1,188,Cotton,6.17,0.166,22,0.7572062780518057,0.3437,0.34,-0.3263,measured,0.1474,0.3437,0.1366,0.1084,0.264
1,189,Cotton,45.68,0.331,22,0.4966935727849175,0.2965,0.45,0.4241,measured,0.1256,0.2965,0.1846,0.1469,0.2464
1,190,Groundnut,85.65,2.692,22,0.6007625556064117,0.2548,2.2,0.0479,measured,0.2498,0.1774,0.1028,0.2151,0.2548
1,191,Cotton,53.33,0.363,22,0.181773638670406,0.3039,0.12,0.5754,measured,0.1202,0.3039,0.2959,0.15,0.1299
1,192,Bajra,71.43,3.241,22,0.5115188564422274,0.3063,2.05,-0.2908,measured,0.2708,0.0756,0.0996,0.3063,0.2478
1,193,Groundnut,96.96,2.948,22,1.1708722939039171,0.2823,2.67,0.2767,measured,0.2152,0.2384,0.1392,0.1248,0.2823
1,194,Rice,78.16,2.148,22,0.5905895150811981,0.3081,3.23,0.2068,measured,0.3081,0.2037,0.1484,0.1514,0.1883
1,195,Groundnut,70.43,2.348,22,0.2704750222983429,0.3406,1.21,-0.1918,measured,0.1709,0.3188,0.0308,0.1389,0.3406
1,196,Groundnut,59.13,2.092,22,0.2478605627610821,0.3543,-0.69,-0.2963,measured,0.131,0.1791,0.0985,0.2371,0.3543
1,197,Groundnut,90.43,2.8,22,0.2251970800390402,0.2445,1.37,0.0984,measured,0.1998,0.1253,0.1867,0.2437,0.2445
1,198,Groundnut,45.22,1.777,22,0.1275051537003932,0.2798,0.53,-0.4205,measured,0.2079,0.1253,0.1137,0.2733,0.2798
