farm_id,crop_type_ours,crop_type_theirs,area_ha
92,Cotton,Cotton,0.2264409709599675
93,Cotton,Groundnut,0.1393293747212762
94,Cotton,Groundnut,0.2785054924750704
95,Cotton,Rice,0.2840433751677662
96,Cotton,Cotton,1.1554552082194167
97,Cotton,Groundnut,0.5991694971966668
98,Cotton,Rice,0.2332142299587677
99,Cotton,Rice,0.0758460241113632
100,Maize,Groundnut,1.038304978411163
101,Cotton,Maize,0.863408252802758
102,Cotton,Groundnut,0.8774275405357334
103,Cotton,Groundnut,0.8204243197416506
104,Groundnut,Groundnut,1.2056742022049345
105,Cotton,Rice,0.8695715446656979
106,Cotton,Maize,1.232768008182174
107,Cotton,Groundnut,0.345415721487276
108,Cotton,Rice,1.440513439912615
109,Cotton,Groundnut,0.3839817922403229
110,Cotton,Maize,0.902733476203221
111,Groundnut,Cotton,1.7360962439700336
112,Maize,Cotton,0.4228356993263947
113,Rice,Groundnut,0.4519441090941869
114,Groundnut,Cotton,2.7160552186196507
115,Cotton,Bajra,1.1777386518729067
116,Groundnut,Cotton,1.4371211218304338
117,Cotton,Rice,0.5394947723443138
118,Rice,Groundnut,0.973816937519818
119,Cotton,Maize,0.5508221864634812
120,Cotton,Cotton,1.090826826352455
121,Cotton,Rice,1.3062825103304567
122,Groundnut,Cotton,0.8742570352409497
123,Cotton,Cotton,0.6430006209264557
124,Groundnut,Cotton,0.7598516798762366
125,Groundnut,Cotton,1.0225539443500316
126,Groundnut,Groundnut,0.7150948808813716
127,Groundnut,Bajra,0.5040409155123979
128,Groundnut,Cotton,0.2558524131024084
129,Groundnut,Cotton,0.2873982682578124
130,Cotton,Cotton,1.129894981372383
131,Groundnut,Groundnut,0.3506813898908201
132,Bajra,Groundnut,0.2254981623826314
133,Groundnut,Cotton,0.2754255023970374
134,Groundnut,Bajra,0.5424562315593663
135,Cotton,Groundnut,2.340303052373448
136,Cotton,Cotton,0.6784272025058703
137,Cotton,Cotton,1.780815864649631
138,Cotton,Cotton,0.8420534802994826
139,Groundnut,Cotton,0.9984049705209734
140,Cotton,Cotton,0.2669220443432319
141,Maize,Cotton,0.4840316854581701
142,Groundnut,Cotton,1.945272622124535
143,Cotton,Groundnut,0.6452601611646481
144,Groundnut,Cotton,2.464586531116192
145,Groundnut,Groundnut,1.280297201865029
146,Cotton,Groundnut,0.6950063945810191
147,Cotton,Cotton,0.6208175701277161
148,Cotton,Groundnut,0.2687311528820438
149,Maize,Cotton,1.1391172504945166
150,Cotton,Groundnut,0.7710070888383248
151,Cotton,Cotton,0.4696501216122695
152,Groundnut,Cotton,0.3038206362764897
153,Cotton,Cotton,0.2807673441173454
154,Cotton,Maize,0.723847460353637
155,Bajra,Groundnut,0.4358413456392997
156,Groundnut,Groundnut,0.8466172172870067
157,Groundnut,Cotton,0.4224371561524075
158,Maize,Groundnut,0.4537630693477505
159,Cotton,Groundnut,0.6722226892039258
160,Cotton,Groundnut,0.702019525588388
161,Cotton,Groundnut,0.5002484352402639
162,Cotton,Groundnut,0.3072359700729527
163,Cotton,Rice,0.980347962241822
164,Cotton,Groundnut,0.906192737167293
165,Groundnut,Groundnut,0.7514389364106688
166,Groundnut,Groundnut,1.1973765742523796
167,Groundnut,Cotton,0.7704174140296096
168,Groundnut,Groundnut,0.7724193757020149
169,Maize,Rice,1.2283106611993748
170,Groundnut,Cotton,0.5500544157715738
171,Cotton,Cotton,0.3239565531048635
172,Groundnut,Cotton,0.7412361949080405
173,Cotton,Rice,1.0505682467249404
174,Cotton,Groundnut,0.9525668214601076
175,Cotton,Bajra,0.1686314783880216
176,Cotton,Rice,0.1731525057273974
177,Cotton,Bajra,0.417016906292713
178,Cotton,Rice,0.2664482686812132
179,Cotton,Rice,0.2934827487748793
180,Bajra,Rice,0.5213027996045472
181,Rice,Cotton,0.3170852062888362
182,Rice,Cotton,0.4785180004657791
183,Rice,Groundnut,0.3600646109439386
184,Rice,Groundnut,0.8761300156238778
185,Cotton,Cotton,0.4617213093585915
186,Cotton,Groundnut,0.7721688846969385
187,Cotton,Groundnut,0.2648420259177794
188,Cotton,Cotton,0.7572062780518057
189,Cotton,Groundnut,0.4966935727849175
190,Groundnut,Cotton,0.6007625556064117
191,Cotton,Rice,0.181773638670406
192,Bajra,Cotton,0.5115188564422274
193,Groundnut,Groundnut,1.1708722939039171
194,Rice,Cotton,0.5905895150811981
195,Groundnut,Groundnut,0.2704750222983429
196,Groundnut,Cotton,0.2478605627610821
197,Bajra,Cotton,0.2251970800390402
198,Groundnut,Groundnut,0.1275051537003932
199,Cotton,Groundnut,2.2064500138134653
200,Cotton,Maize,0.9396453164725428
201,Groundnut,Groundnut,1.0044624331766328
202,Rice,Groundnut,0.7478270702787766
203,Rice,Cotton,0.6296053964305492
204,Groundnut,Groundnut,1.0112498838353696
205,Cotton,Rice,0.6349802383745021
206,Cotton,Cotton,0.784311710682565
207,Cotton,Rice,0.6967410053794851
208,Groundnut,Groundnut,0.4266130349569345
209,Cotton,Bajra,0.1582519835685695
210,Cotton,Rice,0.3129597991705544
211,Cotton,Rice,0.1802465149020178
212,Rice,Groundnut,0.4319206022836689
213,Cotton,Rice,0.3845928018852836
214,Groundnut,Groundnut,0.5767319613707624
215,Groundnut,Maize,0.368371320561087
216,Cotton,Rice,2.257866105104644
217,Cotton,Groundnut,1.618538722957794
218,Cotton,Rice,0.5209821847620844
219,Cotton,Rice,0.4809575378341605
220,Rice,Maize,0.6791941181350513
221,Rice,Cotton,0.4398077316451554
222,Rice,Cotton,0.31199362653037
223,Rice,Cotton,0.7449046251333464
224,Rice,Cotton,0.4594212551855331
225,Rice,Cotton,0.4347827927627647
226,Rice,Cotton,0.980848019215926
227,Rice,Groundnut,1.6989458802815125
228,Maize,Groundnut,0.4754910576842381
229,Groundnut,Groundnut,0.7804683459311321
230,Cotton,Rice,1.6167286085644208
231,Groundnut,Groundnut,0.9411568183957834
232,Cotton,Bajra,0.2671883684737131
233,Rice,Cotton,1.4462685345625117
234,Groundnut,Groundnut,0.7494096865565114
235,Cotton,Rice,0.988305653914853
236,Groundnut,Groundnut,0.9385149634883032
237,Cotton,Groundnut,0.5468197505470982
238,Cotton,Groundnut,0.2241986851892471
239,Groundnut,Maize,0.6230334578875042
240,Cotton,Groundnut,0.647745570913258
241,Groundnut,Cotton,1.2201418833926574
242,Bajra,Groundnut,0.2829378630772339
243,Maize,Cotton,0.3109161381294359
244,Cotton,Groundnut,0.8506963185502399
245,Rice,Cotton,0.3606361674570256
246,Cotton,Rice,1.3289544930386472
247,Cotton,Cotton,0.3614106724607678
248,Cotton,Rice,0.5567778905520895
249,Groundnut,Groundnut,0.3292725539449389
250,Cotton,Cotton,0.511454514602527
251,Groundnut,Groundnut,0.5215320846717192
252,Groundnut,Groundnut,1.0573110816609477
253,Cotton,Rice,0.7286031622944441
254,Groundnut,Cotton,2.1852211968278685
255,Bajra,Cotton,0.3891005307635708
256,Cotton,Groundnut,0.3326938893618243
257,Cotton,Groundnut,0.2645702222467116
258,Groundnut,Groundnut,0.6946125446866311
259,Rice,Cotton,0.7847632123812942
260,Groundnut,Cotton,1.8687723631176507
261,Groundnut,Cotton,0.8134373561379661
262,Groundnut,Cotton,1.2893564361958316
263,Maize,Cotton,0.828263028546942
264,Cotton,Groundnut,0.6158419783830043
265,Cotton,Groundnut,0.2161711378282018
266,Groundnut,Cotton,0.60773561308754
267,Cotton,Maize,2.1551723531181226
268,Cotton,Rice,0.6035998364536282
269,Cotton,Maize,0.6948285958534068
270,Maize,Cotton,1.471214069823128
271,Groundnut,Cotton,0.5089799478166456
272,Groundnut,Groundnut,0.9326545888768212
273,Rice,Cotton,1.1231173649206252
274,Maize,Groundnut,1.126366025944325
275,Cotton,Bajra,0.352751469778999
276,Bajra,Groundnut,1.6402277577174762
277,Groundnut,Groundnut,0.4988411236106482
278,Cotton,Cotton,0.4856704379137245
279,Groundnut,Cotton,1.4053171179877608
280,Groundnut,Cotton,1.4554634121873091
281,Groundnut,Groundnut,0.6996678405121893
282,Groundnut,Groundnut,0.5657004419728286
283,Groundnut,Cotton,0.3010912574216349
284,Groundnut,Groundnut,0.435011895227568
285,Groundnut,Groundnut,0.858566318658825
286,Cotton,Cotton,1.626564128640391
287,Cotton,Rice,1.5955433868042292
288,Cotton,Groundnut,0.4017942140985259
289,Cotton,Rice,0.443959441511126
290,Cotton,Rice,1.3059679812627736
291,Cotton,Bajra,1.1546305771591698
292,Cotton,Maize,1.230624620457207
293,Groundnut,Groundnut,0.5258274788244242
294,Cotton,Maize,0.6740944677624838
295,Groundnut,Groundnut,1.5282217972556655
296,Cotton,Groundnut,0.8112287225926186
297,Groundnut,Groundnut,0.9764188898337998
298,Rice,Groundnut,0.4933137875261112
299,Cotton,Maize,0.8369142643465202
300,Cotton,Groundnut,0.8367580792825227
301,Rice,Cotton,0.5822234450337958
302,Bajra,Groundnut,0.5615611998131312
303,Cotton,Bajra,0.1821619080194837
304,Cotton,Maize,0.8909633496069183
305,Rice,Groundnut,0.5634341572768592
306,Cotton,Groundnut,0.4512150156524247
307,Groundnut,Cotton,0.4510876346187722
308,Groundnut,Bajra,0.5172944069572172
309,Groundnut,Cotton,0.6354701603562977
310,Rice,Groundnut,0.6493259123802336
311,Cotton,Cotton,0.3711406347239452
312,Bajra,Cotton,0.8207014904318839
313,Cotton,Groundnut,0.6891098008111272
314,Cotton,Groundnut,1.414908514548959
315,Groundnut,Cotton,0.8642603734586705
316,Cotton,Bajra,0.3335159108252412
317,Groundnut,Cotton,0.5913584048082562
318,Maize,Groundnut,0.8234512741447568
319,Cotton,Cotton,0.6058604186114857
320,Cotton,Rice,0.9906345080041588
321,Cotton,Bajra,0.3564729567549488
322,Cotton,Groundnut,0.3236797028551916
323,Bajra,Cotton,1.5116467373384224
324,Maize,Cotton,1.7102559925899008
325,Cotton,Cotton,0.8448201543654581
326,Maize,Cotton,0.8775631379416673
327,Groundnut,Cotton,1.2682139293909993
328,Rice,Cotton,0.7612845343969405
329,Bajra,Cotton,0.8387973812945769
330,Groundnut,Cotton,2.2141617505692937
331,Groundnut,Cotton,0.9905587198819932
332,Bajra,Cotton,0.6593476155756809
333,Bajra,Cotton,0.8405281011079051
334,Cotton,Cotton,0.5230689440835916
335,Rice,Groundnut,0.8936061282675993
336,Groundnut,Cotton,0.5467712647381995
337,Groundnut,Cotton,0.4080617585056155
338,Groundnut,Cotton,0.8287246764590369
339,Groundnut,Groundnut,1.5960100105300083
340,Rice,Groundnut,0.8538129886400763
341,Groundnut,Groundnut,1.4042032565193134
342,Cotton,Groundnut,0.3523437320829827
343,Groundnut,Maize,0.4519907706112032
344,Cotton,Maize,0.765893171710428
345,Bajra,Cotton,1.068248846807722
346,Bajra,Cotton,0.9825367848894824
347,Groundnut,Cotton,1.2277659917656358
348,Bajra,Cotton,0.5345383746943924
349,Rice,Cotton,1.1666711468102835
350,Groundnut,Bajra,0.4777295948184044
351,Cotton,Groundnut,1.390780801866487
352,Groundnut,Groundnut,0.3683717190155463
353,Groundnut,Groundnut,0.7154449728476883
354,Bajra,Cotton,0.1942681709057613
355,Groundnut,Cotton,0.6405699028036437
356,Groundnut,Groundnut,3.4870211523025763
357,Groundnut,Bajra,1.773973407142243
358,Groundnut,Bajra,1.0030560652810323
359,Groundnut,Cotton,1.1243145242197328
360,Cotton,Cotton,0.3577856720256962
361,Groundnut,Cotton,1.0700679113211724
362,Groundnut,Groundnut,0.8972080155162842
363,Cotton,Cotton,0.5148690725528019
364,Groundnut,Bajra,0.3985669466216266
365,Bajra,Groundnut,0.4625124653439409
366,Groundnut,Cotton,0.6305903969406799
367,Bajra,Groundnut,0.2021444470803958
368,Groundnut,Groundnut,0.968417767219628
369,Cotton,Rice,0.2506905736298268
370,Cotton,Cotton,0.2355886103566377
371,Cotton,Rice,0.7369441444436556
372,Cotton,Bajra,0.4214209698728999
373,Groundnut,Cotton,1.7138235892495668
374,Groundnut,Cotton,2.819943391078925
375,Rice,Groundnut,0.7496783738599766
376,Cotton,Groundnut,0.4036799134390735
377,Rice,Groundnut,0.5670231911252412
378,Cotton,Cotton,0.9978975444577148
379,Cotton,Rice,0.1725464974076412
380,Cotton,Groundnut,0.2385056719887044
381,Groundnut,Groundnut,0.4308311902793345
382,Cotton,Maize,0.1987242048391292
383,Cotton,Cotton,0.1022631011815819
384,Cotton,Rice,0.1395918366313292
385,Cotton,Rice,0.0677907865748431
386,Rice,Cotton,0.2192110577475543
387,Rice,Maize,0.2020509404142093
388,Cotton,Cotton,0.0909549608202883
389,Cotton,Cotton,0.1741471641977431
390,Cotton,Cotton,0.2231943275792059
391,Cotton,Cotton,0.2027115518899628
392,Cotton,Groundnut,0.1358435637914478
393,Cotton,Groundnut,0.1270314314274379
394,Cotton,Bajra,0.0578884432963519
395,Cotton,Bajra,0.0748161587044376
396,Cotton,Bajra,0.1352313505241906
397,Cotton,Bajra,0.1874663135430153
398,Cotton,Groundnut,0.0895022850057635
399,Cotton,Bajra,0.0663007984793627
400,Cotton,Bajra,0.0665568876974908
401,Cotton,Groundnut,0.075503484120892
402,Cotton,Groundnut,0.1147239548183838
403,Cotton,Cotton,0.1138478329458833
404,Cotton,Bajra,0.139267666591027
405,Cotton,Groundnut,0.0494787589120025
406,Cotton,Cotton,0.1228598942750505
407,Cotton,Cotton,0.1773483031430975
408,Cotton,Bajra,0.1758786606699972
409,Cotton,Rice,0.0896289367019814
410,Cotton,Cotton,0.1209058739095106
411,Cotton,Rice,0.0998596373453189
412,Cotton,Cotton,0.1512283896605371
413,Cotton,Bajra,0.1146565708858193
414,Cotton,Cotton,0.0840443904075514
415,Maize,Bajra,0.0900858260800494
416,Cotton,Maize,0.1069232413880061
417,Cotton,Cotton,0.0933179088006988
418,Rice,Groundnut,0.0780034485237215
419,Cotton,Groundnut,0.187999441704919
420,Maize,Maize,0.1190419878866117
421,Groundnut,Groundnut,0.1307876963301807
422,Bajra,Groundnut,0.2617540848663456
423,Maize,Bajra,0.1273410501554589
424,Groundnut,Cotton,0.1231783903473832
425,Cotton,Rice,0.1831811562379054
426,Groundnut,Rice,0.0972574889193448
427,Groundnut,Cotton,0.1821130129321728
428,Groundnut,Maize,0.1724722811208963
429,Cotton,Cotton,0.1065567867081176
430,Cotton,Cotton,0.0989364261380969
431,Cotton,Cotton,0.1410992926610027
432,Bajra,Rice,0.1131706324664488
433,Groundnut,Bajra,0.1352923248489435
434,Cotton,Bajra,0.1227351169267869
435,Bajra,Bajra,0.0741918320125327
436,Cotton,Rice,0.1186127164251362
437,Cotton,Bajra,0.1306669443564322
438,Cotton,Bajra,0.1448332909927037
439,Maize,Maize,0.1010327358234228
440,Cotton,Bajra,0.1513593903421214
441,Groundnut,Groundnut,0.0752466385374019
442,Groundnut,Cotton,0.145268003031462
443,Bajra,Rice,0.2685436355180668
444,Rice,Cotton,0.4904839466247684
445,Rice,Maize,0.3252314726123673
446,Cotton,Maize,0.3153823649757301
447,Cotton,Bajra,0.1706812611493622
448,Cotton,Rice,0.121957644637218
449,Cotton,Bajra,0.0889376568097096
450,Cotton,Bajra,0.1030874091253543
451,Cotton,Groundnut,0.1712863025543503
452,Rice,Cotton,0.1099288989404731
453,Cotton,Groundnut,0.1167168704508762
454,Bajra,Groundnut,0.3054868557778105
455,Bajra,Maize,0.1099937996052906
456,Cotton,Bajra,0.1227482566561767
457,Cotton,Bajra,0.1016183650017705
458,Cotton,Rice,0.1062084710291445
459,Rice,Groundnut,0.1706364841076529
460,Groundnut,Cotton,0.0800586046246009
461,Rice,Cotton,0.1745334382426218
462,Maize,Cotton,0.177026733048418
463,Rice,Bajra,0.0913840449500568
464,Cotton,Maize,0.256712414809108
465,Cotton,Groundnut,0.2917391167715356
466,Bajra,Rice,0.2698876320493243
467,Groundnut,Cotton,0.2922226121952749
468,Rice,Groundnut,0.0911195235807055
469,Cotton,Bajra,0.2402989172515131
470,Cotton,Rice,0.1606899894870283
471,Cotton,Rice,0.1856188783839298
472,Cotton,Bajra,0.18878809722125
473,Bajra,Bajra,0.1430337150801233
474,Cotton,Rice,0.0963185488537208
475,Rice,Bajra,0.0917433134354056
476,Groundnut,Bajra,0.0867593207062643
477,Bajra,Bajra,0.0795514990984142
478,Bajra,Bajra,0.0839916335803564
479,Bajra,Bajra,0.1380084472045846
480,Groundnut,Bajra,0.1001175208381452
481,Bajra,Groundnut,0.2403069130365946
482,Cotton,Bajra,0.044650843468584
483,Maize,Bajra,0.0432005622432614
484,Cotton,Groundnut,0.1930456949426987
485,Cotton,Bajra,0.2791231881668802
486,Rice,Cotton,0.1676648984824417
487,Bajra,Cotton,0.1412971222008638
488,Groundnut,Bajra,0.096307335907597
489,Bajra,Bajra,0.0804609686412166
490,Groundnut,Bajra,0.0923559261789525
491,Bajra,Bajra,0.1762386218897898
492,Cotton,Bajra,0.1181822677593686
493,Cotton,Rice,0.1160567113296273
494,Cotton,Rice,0.1644427004074185
495,Bajra,Rice,0.1089236851216604
496,Cotton,Bajra,0.1629603049676952
497,Cotton,Bajra,0.1806301414067923
498,Bajra,Rice,0.1602551624910886
499,Bajra,Groundnut,0.1336757797223952
500,Groundnut,Rice,0.1377554802401774
501,Cotton,Groundnut,0.1471149749475219
502,Cotton,Groundnut,0.1344802344217112
503,Bajra,Groundnut,0.2026347051363618
504,Cotton,Cotton,0.1511967240891229
505,Bajra,Groundnut,0.1015830987330794
506,Bajra,Cotton,0.1007333501969106
507,Bajra,Groundnut,0.1492172537858076
508,Bajra,Cotton,0.2176167412887505
509,Bajra,Cotton,0.1657768055223072
510,Cotton,Groundnut,0.1223672355262345
511,Maize,Cotton,0.3306555545046636
512,Cotton,Bajra,0.2586701865126444
513,Bajra,Cotton,0.195207576854954
514,Groundnut,Rice,0.1849479099757573
515,Cotton,Groundnut,0.1123791051336908
516,Bajra,Groundnut,0.2840670729549926
517,Cotton,Groundnut,0.0792446906230123
518,Bajra,Groundnut,0.0656999065572408
519,Cotton,Groundnut,0.5447215477813234
520,Cotton,Cotton,0.8513127096240398
521,Cotton,Bajra,0.2473291007450734
522,Cotton,Groundnut,0.2516121697178553
523,Cotton,Bajra,0.1652413273952201
524,Groundnut,Cotton,0.8612989626456616
525,Bajra,Cotton,0.2599311903897489
526,Groundnut,Cotton,0.2431002338182946
527,Groundnut,Cotton,2.500848576841335
528,Groundnut,Cotton,0.9825433740373588
529,Cotton,Rice,0.4940634585001887
530,Groundnut,Cotton,0.3696380340553226
531,Groundnut,Bajra,0.1038161631747896
532,Maize,Bajra,0.1329832284225276
533,Cotton,Bajra,0.2415115627003901
534,Bajra,Groundnut,0.1886608496676608
535,Cotton,Bajra,0.1765557253714162
536,Groundnut,Bajra,0.0404355468667854
537,Groundnut,Bajra,0.0439521715472426
538,Bajra,Bajra,0.0413056002289738
539,Cotton,Rice,0.0563783451973083
540,Cotton,Groundnut,0.0841851915694515
541,Cotton,Rice,0.0900955213287215
542,Cotton,Cotton,0.0975509091155648
543,Cotton,Bajra,0.1044356316650902
544,Groundnut,Groundnut,1.0644223343721928
545,Maize,Groundnut,1.2379552197366972
546,Cotton,Maize,1.2141040129704344
547,Groundnut,Cotton,0.6823035464666509
548,Groundnut,Cotton,0.7533470024140454
549,Cotton,Rice,0.3137235905644036
550,Rice,Cotton,0.4606338196593138
551,Bajra,Groundnut,0.1696009172845742
552,Bajra,Cotton,0.2494268841373508
553,Bajra,Groundnut,0.1284406975733947
554,Bajra,Groundnut,0.4613383867075512
555,Groundnut,Cotton,1.1271496322792165
556,Cotton,Maize,0.4233013390986516
557,Cotton,Maize,0.2987337725504171
558,Bajra,Rice,0.9442326829983092
559,Maize,Rice,0.4174512297340512
560,Bajra,Groundnut,0.6725763753459075
561,Cotton,Rice,0.4397974925726421
562,Cotton,Cotton,0.2438421813596782
563,Cotton,Groundnut,0.2196439918163695
564,Cotton,Bajra,0.4751739944836876
565,Cotton,Rice,0.1140550917385265
566,Cotton,Groundnut,0.2808860739766131
567,Cotton,Groundnut,0.4230612460997342
568,Cotton,Bajra,0.1505242195589567
569,Groundnut,Groundnut,0.5757768329702583
570,Cotton,Maize,1.6120899250143288
571,Groundnut,Cotton,0.6626345621976223
572,Cotton,Rice,0.6223063217066931
573,Groundnut,Cotton,1.273891552877008
574,Cotton,Bajra,0.7135218324367294
575,Groundnut,Groundnut,0.7889566409347055
576,Groundnut,Bajra,0.1748646271367337
577,Cotton,Bajra,0.1507729260125211
578,Cotton,Rice,0.282146896543282
579,Cotton,Rice,0.4596120191386753
580,Cotton,Rice,0.1585226202588837
581,Cotton,Rice,0.3381779372622051
582,Cotton,Rice,0.3330963064426387
583,Groundnut,Cotton,0.7334427895405267
584,Maize,Rice,0.8413062359421699
585,Cotton,Rice,0.3410882309356329
586,Bajra,Groundnut,0.1400604314572162
587,Cotton,Rice,0.1656896793481617
588,Bajra,Bajra,0.1688590269462622
589,Bajra,Cotton,0.0352974566787609
590,Cotton,Bajra,0.1412877818025019
591,Cotton,Groundnut,0.1776757317516739
592,Cotton,Cotton,0.6900126625425295
593,Groundnut,Cotton,1.0611812859193357
594,Cotton,Rice,1.4630833591899588
595,Cotton,Rice,1.0994954291794508
596,Groundnut,Groundnut,0.5211644070332737
597,Cotton,Groundnut,0.5359766470809272
598,Cotton,Cotton,0.1790612843389417
599,Cotton,Cotton,0.5188792626184952
600,Cotton,Maize,0.2615006475105891
601,Bajra,Cotton,0.136808104476643
602,Cotton,Bajra,0.0649705906902342
603,Cotton,Groundnut,0.1271090851437495
604,Cotton,Bajra,0.2496248677190488
605,Cotton,Rice,0.2729362031979411
606,Bajra,Rice,0.3093999391629928
607,Groundnut,Bajra,0.1635198306333619
608,Cotton,Bajra,0.1847434776541969
609,Groundnut,Maize,0.0977520205102335
610,Cotton,Rice,0.0761286606322558
611,Maize,Groundnut,0.0381415659647135
612,Cotton,Bajra,0.1296107003729204
613,Cotton,Bajra,0.3561961983703638
614,Cotton,Bajra,0.3176998439686013
615,Cotton,Maize,0.9694127001378698
616,Groundnut,Cotton,2.0207724197379453
617,Cotton,Bajra,0.4148327578341932
618,Groundnut,Groundnut,0.5883358547679751
619,Cotton,Rice,0.2525174549179244
620,Bajra,Cotton,0.2314803634074955
621,Cotton,Rice,0.314551513871161
622,Groundnut,Groundnut,0.4141647075943391
623,Bajra,Groundnut,0.3914576054397236
624,Groundnut,Groundnut,1.2622739737476427
625,Cotton,Rice,0.1818096702632076
626,Cotton,Bajra,0.21123205847329
627,Groundnut,Maize,0.3735009143820065
628,Cotton,Maize,0.2715327049878658
629,Maize,Maize,0.3564377251458184
630,Cotton,Cotton,0.2108067180698888
631,Cotton,Bajra,0.7572088323478815
632,Bajra,Cotton,0.3033733211523419
633,Bajra,Cotton,0.4459277197697974
634,Bajra,Maize,0.2654615691753482
635,Bajra,Groundnut,0.0617118900058861
636,Cotton,Bajra,0.0627127265695569
637,Bajra,Cotton,0.0767571898437906
638,Bajra,Rice,0.1231491296264476
639,Groundnut,Rice,0.1661254008683303
640,Bajra,Groundnut,0.2640639096629293
641,Groundnut,Groundnut,0.3451692209353151
642,Groundnut,Rice,0.0715947223737647
643,Rice,Cotton,0.2309750544674736
644,Bajra,Groundnut,0.1829256187328611
645,Cotton,Rice,0.8413529327727436
646,Bajra,Groundnut,0.1542534907138744
647,Cotton,Groundnut,0.1495128193345922
648,Cotton,Rice,0.1165808565481153
649,Cotton,Bajra,0.1497805394511784
650,Groundnut,Maize,0.1832858234389917
651,Bajra,Rice,0.2722980272380524
652,Cotton,Groundnut,0.1275554934542464
653,Cotton,Cotton,0.430364101659034
654,Bajra,Groundnut,0.3507205833227034
655,Groundnut,Maize,0.8153355646759126
656,Bajra,Cotton,0.2308187273673437
657,Bajra,Cotton,0.2684605996387411
658,Bajra,Groundnut,0.496982340961713
659,Cotton,Groundnut,0.5056482184126999
660,Maize,Bajra,0.2245651541189817
661,Cotton,Bajra,0.3331439861912955
662,Cotton,Rice,0.8278971292041478
