farm_id,crop_type,health_index,pred_se,health_sd_pts
122,Groundnut,64.46,0.035566987881177126,3.8616366436787635
123,Cotton,37.56,0.031243624895442693,3.3922334716864557
124,Groundnut,0.74,0.03288673415962581,3.570631793336166
125,Groundnut,43.71,0.028038786182655966,3.0442725295981568
126,Groundnut,44.21,0.02919210901519234,3.1694929651040504
127,Groundnut,85.6,0.03386124529530949,3.676437995531339
128,Groundnut,71.95,0.06317055838056143,6.858656230856261
129,Groundnut,96.68,0.05368844451292804,5.8291487984833905
130,Cotton,49.24,0.025768835906084548,2.7978158097707246
131,Groundnut,80.56,0.03986751206829867,4.3285601246183525
132,Bajra,72.45,0.05768319501055225,6.262873322908007
133,Groundnut,93.17,0.056220624697785625,6.104076768850492
134,Groundnut,37.96,0.03311193193834378,3.5950823314946865
135,Cotton,4.12,0.06971887927001298,7.569631137861411
136,Cotton,53.87,0.04280386044301168,4.647370098639213
137,Cotton,99.14,0.020144786635568904,2.187192418736487
138,Cotton,99.69,0.02679130164723144,2.908828617099528
139,Groundnut,66.58,0.03529467343440321,3.8320704782846513
140,Cotton,52.91,0.04716172198785425,5.12051890409509
141,Maize,63.76,0.03596063856935834,3.9043767240973937
142,Groundnut,78.73,0.019253104620177517,2.090379274012274
143,Cotton,43.63,0.028828550017950788,3.1300200485169793
144,Groundnut,93.1,0.01693048049195194,1.8382035634063445
145,Groundnut,82.68,0.023018787897144902,2.499233140957847
146,Cotton,25.85,0.038649781467713286,4.196346704548611
147,Cotton,99.0,0.03934751383625859,4.272102033924739
148,Cotton,39.26,0.05145616449978927,5.5867820755411195
149,Maize,35.87,0.05186819047110555,5.6315172269769915
150,Cotton,14.45,0.0319925976138479,3.4735521513613206
151,Cotton,90.9,0.03459407098747288,3.7560035341072116
152,Groundnut,54.3,0.04500331704222441,4.886173064695157
153,Cotton,28.41,0.059897449005263205,6.503282895766807
154,Cotton,99.87,0.0337396001687448,3.663230543726972
155,Bajra,40.1,0.04045914674343174,4.392796043296581
156,Groundnut,90.12,0.027216226783582396,2.95496427758433
157,Groundnut,72.65,0.03977647799027828,4.318676225181001
158,Maize,26.01,0.03521664440362409,3.823598583910744
159,Cotton,42.42,0.0442188057196795,4.800995830102188
160,Cotton,4.61,0.0385740643299689,4.188125820771636
161,Cotton,17.66,0.040604600156488944,4.408588446962765
162,Cotton,28.26,0.05645784042185712,6.129832138846726
163,Cotton,97.9,0.027257021210265023,2.959393476184498
164,Cotton,12.71,0.06017038230142667,6.532916251879671
165,Groundnut,58.09,0.033679395578341154,3.6566939133775853
166,Groundnut,59.18,0.023373562214660575,2.5377522730623587
167,Groundnut,32.05,0.030235543770173453,3.282782454182643
168,Groundnut,57.13,0.03356011334866184,3.643743009842874
169,Maize,93.79,0.02397280154619077,2.6028138568180985
170,Groundnut,32.23,0.03600843037506555,3.9095656534721015
171,Cotton,27.88,0.05733150017997777,6.224688541849908
172,Groundnut,46.87,0.10160437227865829,11.031554554466254
173,Cotton,90.55,0.03515371613605538,3.816766234070538
174,Cotton,47.23,0.04633668234838444,5.030941363401793
175,Cotton,63.38,0.06925028116564268,7.518753745121824
176,Cotton,6.6,0.07207424154967368,7.825361348096338
177,Cotton,23.39,0.046652735870782065,5.065256438592637
178,Cotton,54.97,0.10475312672980712,11.373426225216814
179,Cotton,8.81,0.0661393699121439,7.180990847350515
180,Bajra,49.84,0.04114066427470884,4.466790869085074
181,Rice,38.38,0.06706801535112858,7.281817244799431
182,Rice,27.82,0.05176614105701448,5.620437352621687
183,Rice,38.74,0.043431705507471684,4.715537510385505
184,Rice,82.46,0.029159055097597655,3.1659041815998865
185,Cotton,47.18,0.0433768138958746,4.7095777293806576
186,Cotton,2.68,0.055329592683944766,6.0073341971479355
187,Cotton,65.58,0.05465502150479612,5.934093561959129
188,Cotton,12.13,0.033551569059634745,3.6428153254488107
189,Cotton,65.28,0.03394064480287614,3.6850586875318467
190,Groundnut,72.49,0.03538449383965837,3.841822604875808
191,Cotton,63.11,0.06418137309000647,6.968404043490917
192,Bajra,38.29,0.03501813635984563,3.802045846904145
193,Groundnut,81.94,0.025132468653571473,2.7287231132131344
194,Rice,83.66,0.03310052652716319,3.593844004709795
195,Groundnut,75.29,0.04609974487921331,5.005216204547507
196,Groundnut,84.17,0.0694670333043489,7.542287309567036
197,Bajra,88.02,0.04665432797149281,5.065429298730964
198,Groundnut,53.59,0.08809558395953415,9.564856498417575
199,Cotton,45.95,0.016959804391363048,1.841387365331877
200,Cotton,94.25,0.03224437993767807,3.5008890698313753
201,Groundnut,57.97,0.02769752130473644,3.0072201662611975
202,Rice,0.33,0.03604265168381007,3.9132811848599154
203,Rice,13.45,0.04234269626591906,4.597299834298518
204,Groundnut,76.91,0.025519030439451793,2.770693525843757
205,Cotton,98.27,0.03615353211633467,3.9253198748590354
206,Cotton,73.91,0.03266472236147583,3.546527168622677
207,Cotton,10.47,0.03880182311040775,4.212854416159038
208,Groundnut,53.26,0.047818879309791784,5.191868853760037
209,Cotton,84.3,0.06711591867686321,7.2870182823072716
210,Cotton,3.6,0.05855999184763208,6.358070329931505
211,Cotton,79.44,0.06817115066489186,7.401588639689432
212,Rice,74.9,0.03772041561462831,4.095442089132582
213,Cotton,98.76,0.055086113027862246,5.98089872937485
214,Groundnut,9.25,0.034359977837335305,3.7305871932681876
215,Groundnut,60.35,0.04917972012989399,5.339620268489807
216,Cotton,97.84,0.019203830872456966,2.085029444827842
217,Cotton,18.99,0.022682365214982247,2.462706512345264
218,Cotton,97.32,0.04054164584107785,4.401753269014006
219,Cotton,98.64,0.04246074082028138,4.610116358943088
220,Rice,81.4,0.03353368249765044,3.6408733166563096
221,Rice,79.04,0.04127207022760987,4.4810580891436125
222,Rice,8.87,0.05761866374331338,6.25586692958999
223,Rice,63.92,0.027194759971687084,2.9526335480967827
224,Rice,45.17,0.04307917531816844,4.677262031405828
225,Rice,7.3,0.0420668833438209,4.567353826772307
226,Rice,49.26,0.025555452530766125,2.7746480041630543
227,Rice,56.36,0.019525632266513306,2.1199685872547027
228,Maize,17.22,0.04784595655251327,5.194808728034811
229,Groundnut,54.28,0.029743015700958938,3.2293068985220605
230,Cotton,98.05,0.024224884804915147,2.6301834488791447
231,Groundnut,55.25,0.02761360117438911,2.9981086538785857
232,Cotton,19.92,0.06872453898949266,7.461672013620384
233,Rice,9.37,0.02265101564971366,2.4593027765437108
234,Groundnut,46.62,0.03314201058438388,3.598348078994271
235,Cotton,96.19,0.030857632479942335,3.3503248776593777
236,Groundnut,37.51,0.025220880324812203,2.7383222884520575
237,Cotton,7.41,0.03989504147138704,4.331549091581195
238,Cotton,24.44,0.08125955015795785,8.822643558885401
239,Groundnut,45.26,0.030419124783911528,3.302714509494806
240,Cotton,52.35,0.04014344524657717,4.358519188793446
241,Groundnut,22.32,0.022935782687597904,2.4902209648389757
242,Bajra,31.33,0.05255577953265414,5.706171260788888
243,Maize,8.59,0.05256867853817601,5.707571752518935
244,Cotton,25.63,0.02749407901154986,2.9851316999320288
245,Rice,50.74,0.04073444272882957,4.422685925133679
246,Cotton,95.12,0.08085819427556305,8.779066897634532
247,Cotton,13.39,0.05265856275971392,5.717330807874956
248,Cotton,99.28,0.03976943485211645,4.317911526171259
249,Groundnut,26.79,0.054103017941028224,5.874160536525297
250,Cotton,56.54,0.03809198050299676,4.135784234304436
251,Groundnut,42.02,0.03825086541495032,4.153034944434215
252,Groundnut,23.65,0.024350040004148976,2.643772001981333
253,Cotton,99.32,0.03156990814774721,3.4276592256897804
254,Groundnut,15.42,0.016833382381626738,1.8276612700269776
255,Bajra,43.2,0.07561514299216103,8.209809837455218
256,Cotton,20.23,0.07225969855118224,7.84549708619271
257,Cotton,20.02,0.047944571181545326,5.2055156753407
258,Groundnut,13.79,0.044827284718430296,4.86706059798006
259,Rice,38.27,0.03347438855903765,3.6344355590688484
260,Groundnut,18.68,0.019200860106946757,2.0847068980608143
261,Groundnut,94.99,0.027265486235314905,2.960312554601582
262,Groundnut,65.37,0.024107519494035404,2.617440672158662
263,Maize,58.64,0.03241901833482255,3.5198501928834447
264,Cotton,14.39,0.03563454869213618,3.8689719655268697
265,Cotton,27.82,0.06492481084233627,7.049121771859763
266,Groundnut,53.92,0.03949522957059175,4.288140066002533
267,Cotton,92.89,0.01801287168352968,1.955722693847069
268,Cotton,98.6,0.04072606856171628,4.42177671149172
269,Cotton,23.08,0.031879989023467566,3.4613258290070497
270,Maize,21.88,0.02473081443312909,2.6851140603203145
271,Groundnut,74.55,0.03758408003798193,4.080639641976427
272,Groundnut,21.57,0.02892751165656269,3.140764671909292
273,Rice,70.98,0.023601395627945387,2.5624889716080532
274,Maize,57.41,0.022926511541701975,2.489214362963095
275,Cotton,45.51,0.04859839590860831,5.276503793114539
276,Bajra,15.7,0.018689575191161954,2.0291948436593867
277,Groundnut,60.61,0.04324052422482277,4.694780266361103
278,Cotton,31.4,0.03553738298643778,3.858422333073107
279,Groundnut,37.2,0.022199134221309265,2.4102403738360634
280,Groundnut,18.16,0.028052323493815236,3.045742324482226
281,Groundnut,35.78,0.027918734256118793,3.0312380572889195
282,Groundnut,64.07,0.03324804511045875,3.6098606313856565
283,Groundnut,93.4,0.05205982158872728,5.652323311213009
284,Groundnut,13.39,0.0468489358756661,5.086558583460269
285,Groundnut,18.11,0.0328100801449918,3.5623091894433454
286,Cotton,15.19,0.022800899469821036,2.4755762055435135
287,Cotton,98.61,0.01836381146193285,1.993825496157281
288,Cotton,30.83,0.0531879086897211,5.774803811979972
289,Cotton,62.86,0.05560180439081464,6.036889207698699
290,Cotton,98.64,0.026399820020082423,2.866324039490197
291,Cotton,35.37,0.023690868450677728,2.572203359906294
292,Cotton,99.33,0.023778670798941453,2.581736378743565
293,Groundnut,87.75,0.03290940995882121,3.5730937869519925
294,Cotton,97.27,0.03663006896809799,3.977059206145124
295,Groundnut,77.13,0.020881044767779935,2.267130629755398
296,Cotton,34.77,0.03179977284561808,3.452616468157199
297,Groundnut,60.81,0.026312576245391236,2.856851667007999
298,Rice,65.44,0.039769790855774305,4.317950178777295
299,Cotton,1.9,0.036802034781715315,3.9957301571276256
300,Cotton,20.71,0.08540176494983938,9.272378815628445
301,Rice,43.87,0.03944562368705191,4.2827541756297105
302,Bajra,44.32,0.03672324998941254,3.987176206988878
303,Cotton,57.21,0.07624746030777517,8.278462817700992
304,Cotton,8.21,0.03154684890584043,3.425155600310534
305,Rice,7.95,0.04467682066309015,4.850724170740308
306,Cotton,50.23,0.035998423874991255,3.908479211530744
307,Groundnut,2.23,0.036962632894055096,4.013166875625937
308,Groundnut,52.77,0.033623777536949694,3.6506552612599408
309,Groundnut,43.65,0.033719538231117854,3.6610523465250546
310,Rice,50.91,0.03632885422060282,3.9443552304688656
311,Cotton,63.2,0.057724483242743985,6.267356135760109
312,Bajra,80.43,0.028395232912859305,3.0829732416030984
313,Cotton,10.63,0.032268694538884,3.503528994114729
314,Cotton,23.83,0.05867670729684664,6.370742548818191
315,Groundnut,18.25,0.036342939539274,3.945884524512551
316,Cotton,73.04,0.05400892685718329,5.863944726897759
317,Groundnut,61.51,0.032083751037718156,3.4834490086096808
318,Maize,62.35,0.028298866994628816,3.072510444970338
319,Cotton,12.83,0.03234267972506184,3.511561833639634
320,Cotton,98.88,0.028507160372787894,3.095125611158207
321,Cotton,48.53,0.05191083124902786,5.636146890615922
322,Cotton,6.06,0.04930710651034803,5.353451069015012
323,Bajra,42.77,0.01912971586896065,2.0769825105666695
324,Maize,83.69,0.03501779092621896,3.8020083419246635
325,Cotton,66.93,0.030667660049060644,3.329698883047961
326,Maize,76.5,0.031033473875968172,3.3694166146554236
327,Groundnut,28.67,0.0228697701909148,2.4830537490774436
328,Rice,73.38,0.028855417468632873,3.1329371449104886
329,Bajra,42.9,0.029089454705121125,3.1583474150021718
330,Groundnut,53.25,0.016028069713668953,1.7402255580517647
331,Groundnut,51.78,0.025234731915428223,2.739826205794588
332,Bajra,42.4,0.048331684308485535,5.247545949066312
333,Bajra,45.87,0.026250588995911563,2.8501214869086535
334,Cotton,14.63,0.03640160075877119,3.9522535854948875
335,Rice,52.74,0.030182204026335292,3.276991165078881
336,Groundnut,0.06,0.052804747825898314,5.733202649770091
337,Groundnut,41.89,0.044552131949299106,4.837186265651542
338,Groundnut,33.32,0.030390704769922686,3.2996288456820637
339,Groundnut,0.58,0.01957275763253282,2.1250851588596893
340,Rice,69.99,0.026433666013112075,2.869998821492026
341,Groundnut,20.78,0.026786729748951313,2.908332229550808
342,Cotton,14.65,0.06168147718428757,6.696981294194354
343,Groundnut,21.38,0.039233550844531284,4.25972865931265
344,Cotton,97.41,0.034590696298215526,3.7556371318765605
345,Bajra,2.28,0.02597563783223427,2.820269043614172
346,Bajra,39.53,0.028280880553011794,3.0705575918845014
347,Groundnut,6.0,0.025256415388963286,2.7421804590207812
348,Bajra,9.09,0.05284852062919181,5.737955221502043
349,Rice,39.42,0.023084218367266162,2.5063371639883463
350,Groundnut,79.86,0.041004464512122314,4.452003167753108
351,Cotton,4.59,0.024338857299675252,2.64255785526991
352,Groundnut,19.42,0.03375310880661418,3.6646972254481476
353,Groundnut,45.36,0.030661511299115936,3.3290312910050632
354,Bajra,9.69,0.08177735835865875,8.878863869947564
355,Groundnut,31.08,0.03712516566531332,4.03081364704741
356,Groundnut,73.53,0.02215815033616625,2.405790605044921
357,Groundnut,59.26,0.018464725408680802,2.004782088712209
358,Groundnut,65.96,0.029119715002384635,3.1616328850327453
359,Groundnut,73.15,0.02166773583458122,2.3525445270739933
360,Cotton,2.74,0.04800934752611947,5.212548677592304
361,Groundnut,32.34,0.022765411217097988,2.471723117461012
362,Groundnut,23.21,0.03148262144738201,3.418182192611743
363,Cotton,32.95,0.0363931594667951,3.9513370838635495
364,Groundnut,91.04,0.04441385044748857,4.822172542355139
365,Bajra,31.63,0.04657220120845042,5.056512498729492
366,Groundnut,24.66,0.03569341612841241,3.8753634162115094
367,Bajra,40.03,0.07433984287842775,8.07134588691398
368,Groundnut,38.93,0.027713436178813115,3.0089481017591186
369,Cotton,21.63,0.09827389321628661,10.66995238474567
370,Cotton,16.29,0.05608415199057857,6.089259432932886
371,Cotton,34.34,0.03519613491432492,3.8213717944034227
372,Cotton,7.61,0.04930857854171458,5.353610892789932
373,Groundnut,39.68,0.020142493000823426,2.1869433905081213
374,Groundnut,44.03,0.01653766645800451,1.7955543215669632
375,Rice,22.79,0.04094595558720415,4.445650641944596
376,Cotton,3.1,0.045464403703070234,4.936234912816292
377,Rice,5.41,0.038076313398070875,4.1340832000002585
378,Cotton,80.38,0.023968922430375798,2.6023926871698215
379,Cotton,34.22,0.06396867340052066,6.94531046812936
380,Cotton,78.94,0.04731140137134304,5.136770136671055
381,Groundnut,19.37,0.042023111325337946,4.562601340250079
382,Cotton,12.19,0.06823526005062311,7.408549227804754
386,Rice,0.73,0.10089128688875919,10.954132291976503
387,Rice,0.03,0.14557721255589443,15.80584502597043
388,Cotton,51.92,0.14766129632929204,16.032121546623106
410,Cotton,8.81,0.27183401338208724,29.514003001363793
418,Rice,96.3,0.2325939636658186,25.253568736017613
419,Cotton,51.92,0.06826635386363289,7.4119251956576235
420,Maize,23.54,0.08874775490371001,9.635665058995876
421,Groundnut,17.4,0.07940693981854743,8.621498947004687
422,Bajra,75.0,0.05092831606040892,5.529471659415087
423,Maize,40.23,0.07357360665901447,7.98815284643258
424,Groundnut,53.27,0.07972186139002059,8.65569112218546
425,Cotton,85.47,0.07367011941740231,7.998631586032856
426,Groundnut,94.74,0.14288155890326307,15.513168149355394
427,Groundnut,64.22,0.06231084132815929,6.765313637892166
428,Groundnut,50.18,0.07428005880971791,8.064854914127379
429,Cotton,83.62,0.09030585373196492,9.804833489838636
430,Cotton,76.49,0.10028375261210015,10.888170095996475
431,Cotton,21.8,0.12047654415525234,13.080574581349888
432,Bajra,98.05,0.11357483141181231,12.331230641310547
433,Groundnut,18.48,0.08230037474803577,8.935649652910413
434,Cotton,77.19,0.1037831642501453,11.268113887074234
435,Bajra,99.92,0.14062832082712182,15.268525933634786
436,Cotton,25.3,0.1153264742297036,12.52141284382946
437,Cotton,56.73,0.07778935941207338,8.445872385863062
438,Cotton,69.53,0.08015937752615025,8.703193833101647
439,Maize,73.33,0.09738643375171964,10.573597697652108
440,Cotton,18.16,0.06919783355193011,7.513059317815735
441,Groundnut,99.85,0.07986762932976807,8.671517675153144
442,Groundnut,32.79,0.08604924612712302,9.34267819123607
443,Bajra,79.08,0.05537337584264698,6.012087893204102
444,Rice,0.81,0.1520261348028518,16.50602786248961
445,Rice,33.32,0.05055400031268197,5.488830843483261
446,Cotton,8.81,0.14454913739726885,15.694223183877206
452,Rice,0.65,0.16095472239577677,17.475436943188896
453,Cotton,5.9,0.3036463665823907,32.96798536417606
454,Bajra,54.77,0.051117276702853084,5.549987800492685
455,Bajra,43.65,0.08298546516247773,9.010032399559654
456,Cotton,43.37,0.0746525059983526,8.105292853833484
457,Cotton,22.24,0.12274040923457939,13.326370609281188
458,Cotton,31.79,0.10302017000585532,11.185272839569462
459,Rice,70.72,0.07947637848607836,8.629038154539536
460,Groundnut,97.36,0.07213260427288345,7.831698000256051
461,Rice,75.1,0.09152953183642279,9.937692651936606
463,Rice,0.45,0.18595809338888783,20.190143456010887
466,Bajra,87.98,0.050163098444969245,5.446389212454933
467,Groundnut,36.29,0.04991136902719131,5.419058038186514
468,Rice,79.62,0.162952627130711,17.692356693626472
469,Cotton,73.08,0.07589046128426624,8.239702141212298
470,Cotton,58.31,0.07666371342842154,8.323656926043926
471,Cotton,72.73,0.06107999279437113,6.631675956321439
472,Cotton,36.38,0.07572624416275411,8.221872493785611
473,Bajra,94.07,0.08324340631401866,9.038038004252153
474,Cotton,14.9,0.14797477701351813,16.066157279458764
475,Rice,0.94,0.11845963660024865,12.861591625938114
476,Groundnut,40.54,0.10544863085423427,11.44893962606173
477,Bajra,0.03,0.10370406581081089,11.259525883141709
478,Bajra,40.79,0.16727413589680767,18.161558546279554
479,Bajra,83.16,0.12272143300844823,13.324310291707162
480,Groundnut,78.36,0.11813079521307461,12.82588812597034
481,Bajra,50.0,0.05316130809590884,5.771915689202968
484,Cotton,25.98,0.0844549929505624,9.169584351901818
485,Cotton,26.49,0.07156636313399607,7.7702191497447
486,Rice,90.81,0.06165348426577843,6.693942001684132
487,Bajra,11.66,0.09838657691923089,10.682186862342952
488,Groundnut,26.67,0.07404042178867597,8.038836655152815
489,Bajra,76.95,0.1405791470988015,15.263186963918754
490,Groundnut,91.99,0.09215948845920104,10.006089323214356
491,Bajra,92.35,0.071029550014931,7.711935405888891
492,Cotton,39.12,0.10862410837597632,11.793712717336826
493,Cotton,64.59,0.09006851603346142,9.779064876636712
494,Cotton,45.06,0.0877942308468037,9.532137499926774
495,Bajra,14.42,0.07789194848082011,8.457010852478136
496,Cotton,25.84,0.09163287115377598,9.94891257575914
497,Cotton,60.04,0.06009987247790085,6.525260745060361
498,Bajra,96.71,0.06388781139076657,6.936530986971409
499,Bajra,0.75,0.06750679066806935,7.329456669535111
500,Groundnut,98.73,0.07297477641891391,7.923135679214462
501,Cotton,48.48,0.07164619842183363,7.778887155986952
502,Cotton,16.59,0.08148493258318401,8.847114144783824
503,Bajra,26.2,0.07327195622235706,7.955401566406575
504,Cotton,29.27,0.08710703200574582,9.457525833766338
505,Bajra,94.51,0.07063974526734397,7.6696128931647065
506,Bajra,27.45,0.13966612273681678,15.164056603355453
507,Bajra,28.16,0.0634475659656708,6.8887319472708475
508,Bajra,62.78,0.060977521213942364,6.620550245838411
509,Bajra,45.96,0.07463357964344687,8.10323795095896
510,Cotton,70.65,0.08982399754507354,9.752516619079168
511,Maize,70.3,0.0471516382002851,5.119424070770597
512,Cotton,24.09,0.0700043439801003,7.600625074953671
513,Bajra,4.28,0.09063859157138703,9.840960041733993
514,Groundnut,17.09,0.0684236109446073,7.428999166284473
515,Cotton,16.81,0.10462913346105773,11.359963827114063
516,Bajra,55.47,0.05352415683798583,5.811311490815362
517,Cotton,95.47,0.0968853729664832,10.519195714120533
518,Bajra,93.38,0.16728479808502458,18.162716178656456
519,Cotton,42.32,0.035278093222953756,3.83027030469933
520,Cotton,52.18,0.025448692787953968,2.7630567123648717
521,Cotton,38.58,0.05253442636275641,5.703852869824456
522,Cotton,21.75,0.05374023449137035,5.834771823947237
523,Cotton,68.33,0.10928161660060938,11.86510076577786
524,Groundnut,37.28,0.02932509190042502,3.1839313984150825
525,Bajra,69.79,0.05404113194732897,5.8674413501326255
526,Groundnut,79.89,0.05087818178940034,5.524028400101769
527,Groundnut,49.32,0.016740621436843406,1.8175898784130944
528,Groundnut,9.33,0.02657491740634417,2.885334996652487
529,Cotton,44.26,0.035522059609363325,3.8567586185462175
530,Groundnut,0.04,0.04680629910378626,5.081929354771873
531,Groundnut,89.97,0.12477710237599925,13.547501757443397
532,Maize,47.96,0.06962301268247419,7.559222555369663
533,Cotton,86.28,0.051702277882798915,5.613503496582027
534,Bajra,34.08,0.07065752867743773,7.671543702382992
535,Cotton,38.64,0.10330664780473121,11.21637677137936
540,Cotton,74.99,0.14313922974005794,15.541144404997247
541,Cotton,31.93,0.12755473675585552,13.849079578422485
542,Cotton,53.09,0.0805721818567754,8.748013493825713
543,Cotton,52.74,0.08260069386457035,8.96825638669067
544,Groundnut,86.84,0.024476503350532777,2.6575025853557097
545,Maize,35.44,0.02346979445745098,2.5482005560686205
546,Cotton,99.15,0.022445648683885523,2.437005341537617
547,Groundnut,70.37,0.030498273206865857,3.311307940329908
548,Groundnut,30.51,0.026757190142380094,2.9051250075179396
549,Cotton,41.84,0.06435976185131492,6.98777235715837
