farm_id,crop_type,pred_se,r_health,r_wit,disagree
89,Rice,0.032545452801738456,0.5813953488372093,0.4418604651162791,0.13953488372093026
90,Cotton,0.05469471212227269,0.4796954314720812,0.5913705583756346,0.11167512690355336
91,Cotton,0.06378725281645553,0.4873096446700508,0.9467005076142132,0.4593908629441624
92,Cotton,0.05881972301337605,0.4847715736040609,0.9390862944162437,0.45431472081218277
93,Cotton,0.1289495968306333,0.39593908629441626,0.8451776649746193,0.44923857868020306
94,Cotton,0.0561314701685314,0.4517766497461929,0.6954314720812182,0.24365482233502533
95,Cotton,0.056905411964562454,0.7474619289340102,0.2131979695431472,0.534263959390863
96,Cotton,0.021495695590869023,0.6243654822335025,0.4517766497461929,0.1725888324873096
97,Cotton,0.033338321340498286,0.05583756345177665,0.25888324873096447,0.20304568527918782
98,Cotton,0.05137389557120496,0.6878172588832487,0.15228426395939088,0.5355329949238579
99,Cotton,0.13113931328660297,0.7233502538071066,0.20050761421319796,0.5228426395939086
100,Maize,0.02292539657995955,0.5208333333333334,0.20833333333333334,0.3125
101,Cotton,0.029608182979498982,0.47715736040609136,0.5025380710659898,0.025380710659898442
102,Cotton,0.03459916427841964,0.42385786802030456,0.43908629441624364,0.015228426395939076
103,Cotton,0.027813295634573604,1.0,0.9974619289340102,0.0025380710659898
104,Groundnut,0.02440503307640236,0.7546296296296297,0.8935185185185185,0.13888888888888884
105,Cotton,0.0278501908073315,0.9416243654822335,0.7614213197969543,0.18020304568527923
106,Cotton,0.0206283386814495,0.9670050761421319,0.9644670050761421,0.0025380710659898
107,Cotton,0.05219677915131582,0.09390862944162437,0.3477157360406091,0.25380710659898476
108,Cotton,0.0222665458174299,0.9619289340101523,0.8324873096446701,0.12944162436548223
109,Cotton,0.04437246914936396,0.048223350253807105,0.733502538071066,0.6852791878172589
110,Cotton,0.03394368280832696,0.9187817258883249,0.6294416243654822,0.2893401015228426
111,Groundnut,0.019812573953209775,0.4675925925925926,0.8518518518518519,0.38425925925925924
112,Maize,0.037526829970119344,0.6875,0.16666666666666666,0.5208333333333334
113,Rice,0.049984055283570396,0.8837209302325582,0.5581395348837209,0.32558139534883723
114,Groundnut,0.017191195844104036,0.018518518518518517,0.25925925925925924,0.24074074074074073
115,Cotton,0.022077842597548098,0.616751269035533,0.9365482233502538,0.31979695431472077
116,Groundnut,0.02002547330029572,0.42592592592592593,0.4583333333333333,0.032407407407407385
117,Cotton,0.030651251972485864,0.8857868020304569,0.017766497461928935,0.868020304568528
118,Rice,0.02584698341773894,0.6162790697674418,0.27906976744186046,0.3372093023255814
119,Cotton,0.03679303412845116,0.8604060913705583,0.06345177664974619,0.7969543147208121
120,Cotton,0.02533231533653262,0.7639593908629442,0.10152284263959391,0.6624365482233503
121,Cotton,0.024568075244375303,0.8629441624365483,0.7157360406091371,0.14720812182741116
122,Groundnut,0.035566987881177126,0.6620370370370371,0.13425925925925927,0.5277777777777778
123,Cotton,0.031243624895442693,0.38071065989847713,0.868020304568528,0.48730964467005083
124,Groundnut,0.03288673415962581,0.027777777777777776,0.027777777777777776,0.0
125,Groundnut,0.028038786182655966,0.44907407407407407,0.004629629629629629,0.4444444444444444
126,Groundnut,0.02919210901519234,0.46296296296296297,0.8425925925925926,0.3796296296296296
127,Groundnut,0.03386124529530949,0.8379629629629629,0.8842592592592593,0.04629629629629639
128,Groundnut,0.06317055838056143,0.7083333333333334,0.1388888888888889,0.5694444444444444
129,Groundnut,0.05368844451292804,0.9583333333333334,0.06944444444444445,0.888888888888889
130,Cotton,0.025768835906084548,0.5,0.41624365482233505,0.08375634517766495
131,Groundnut,0.03986751206829867,0.8055555555555556,0.9629629629629629,0.15740740740740733
132,Bajra,0.05768319501055225,0.7092198581560284,0.7163120567375887,0.007092198581560294
133,Groundnut,0.056220624697785625,0.9074074074074074,0.3055555555555556,0.6018518518518519
134,Groundnut,0.03311193193834378,0.37962962962962965,0.9537037037037037,0.5740740740740741
135,Cotton,0.06971887927001298,0.017766497461928935,0.2436548223350254,0.22588832487309646
136,Cotton,0.04280386044301168,0.550761421319797,0.24111675126903553,0.30964467005076146
137,Cotton,0.020144786635568904,0.9771573604060914,0.8857868020304569,0.09137055837563446
138,Cotton,0.02679130164723144,0.9949238578680203,0.7055837563451777,0.2893401015228426
139,Groundnut,0.03529467343440321,0.6805555555555556,0.6898148148148148,0.00925925925925919
140,Cotton,0.04716172198785425,0.5380710659898477,0.8045685279187818,0.2664974619289341
141,Maize,0.03596063856935834,0.6458333333333334,0.22916666666666666,0.41666666666666674
142,Groundnut,0.019253104620177517,0.7870370370370371,0.009259259259259259,0.7777777777777778
143,Cotton,0.028828550017950788,0.4365482233502538,0.02030456852791878,0.416243654822335
144,Groundnut,0.01693048049195194,0.9027777777777778,0.9120370370370371,0.0092592592592593
145,Groundnut,0.023018787897144902,0.8240740740740741,0.07407407407407407,0.75
146,Cotton,0.038649781467713286,0.24111675126903553,0.11928934010152284,0.1218274111675127
147,Cotton,0.03934751383625859,0.9720812182741116,0.1065989847715736,0.8654822335025381
148,Cotton,0.05145616449978927,0.39847715736040606,0.7385786802030457,0.34010152284263967
149,Maize,0.05186819047110555,0.3541666666666667,0.3333333333333333,0.02083333333333337
150,Cotton,0.0319925976138479,0.11928934010152284,0.07868020304568528,0.04060913705583756
151,Cotton,0.03459407098747288,0.850253807106599,0.35786802030456855,0.4923857868020305
152,Groundnut,0.04500331704222441,0.5648148148148148,0.6712962962962963,0.10648148148148151
153,Cotton,0.059897449005263205,0.28426395939086296,0.350253807106599,0.06598984771573602
154,Cotton,0.0337396001687448,0.9974619289340102,0.9873096446700508,0.010152284263959421
155,Bajra,0.04045914674343174,0.375886524822695,0.12056737588652482,0.2553191489361702
156,Groundnut,0.027216226783582396,0.8796296296296297,0.6018518518518519,0.2777777777777778
157,Groundnut,0.03977647799027828,0.7222222222222222,0.24537037037037038,0.47685185185185186
158,Maize,0.03521664440362409,0.2708333333333333,0.7916666666666666,0.5208333333333333
159,Cotton,0.0442188057196795,0.4263959390862944,0.19543147208121828,0.23096446700507614
160,Cotton,0.0385740643299689,0.02284263959390863,0.0583756345177665,0.03553299492385787
161,Cotton,0.040604600156488944,0.15736040609137056,0.1446700507614213,0.012690355329949249
162,Cotton,0.05645784042185712,0.27918781725888325,0.1218274111675127,0.15736040609137056
163,Cotton,0.027257021210265023,0.9289340101522843,0.8020304568527918,0.12690355329949243
164,Cotton,0.06017038230142667,0.10406091370558376,0.015228426395939087,0.08883248730964467
165,Groundnut,0.033679395578341154,0.5879629629629629,0.16666666666666666,0.4212962962962963
166,Groundnut,0.023373562214660575,0.5972222222222222,0.14814814814814814,0.44907407407407407
167,Groundnut,0.030235543770173453,0.30092592592592593,0.4212962962962963,0.12037037037037035
168,Groundnut,0.03356011334866184,0.5787037037037037,0.38425925925925924,0.19444444444444448
169,Maize,0.02397280154619077,0.9791666666666666,0.0625,0.9166666666666666
170,Groundnut,0.03600843037506555,0.3055555555555556,0.10185185185185185,0.20370370370370372
171,Cotton,0.05733150017997777,0.2715736040609137,0.1116751269035533,0.15989847715736039
172,Groundnut,0.10160437227865829,0.49537037037037035,0.1527777777777778,0.34259259259259256
173,Cotton,0.03515371613605538,0.8477157360406091,0.6573604060913706,0.19035532994923854
174,Cotton,0.04633668234838444,0.4746192893401015,0.07106598984771574,0.4035532994923858
175,Cotton,0.06925028116564268,0.6421319796954315,0.6142131979695431,0.027918781725888353
176,Cotton,0.07207424154967368,0.03299492385786802,0.33756345177664976,0.30456852791878175
177,Cotton,0.046652735870782065,0.21573604060913706,0.30710659898477155,0.09137055837563449
178,Cotton,0.10475312672980712,0.5609137055837563,0.16243654822335024,0.39847715736040606
179,Cotton,0.0661393699121439,0.06472081218274112,0.41878172588832485,0.35406091370558374
180,Bajra,0.04114066427470884,0.49645390070921985,0.723404255319149,0.22695035460992913
181,Rice,0.06706801535112858,0.4069767441860465,0.313953488372093,0.09302325581395349
182,Rice,0.05176614105701448,0.27906976744186046,0.8488372093023255,0.569767441860465
183,Rice,0.043431705507471684,0.4186046511627907,0.6395348837209303,0.22093023255813954
184,Rice,0.029159055097597655,0.8604651162790697,0.7325581395348837,0.12790697674418605
185,Cotton,0.0433768138958746,0.4720812182741117,0.233502538071066,0.2385786802030457
186,Cotton,0.055329592683944766,0.005076142131979695,0.26903553299492383,0.2639593908629441
187,Cotton,0.05465502150479612,0.6598984771573604,0.1548223350253807,0.5050761421319797
188,Cotton,0.033551569059634745,0.09898477157360407,0.16751269035532995,0.06852791878172589
189,Cotton,0.03394064480287614,0.6522842639593909,0.3197969543147208,0.33248730964467005
190,Groundnut,0.03538449383965837,0.7175925925925926,0.013888888888888888,0.7037037037037037
191,Cotton,0.06418137309000647,0.6370558375634517,0.28426395939086296,0.3527918781725888
192,Bajra,0.03501813635984563,0.3475177304964539,0.23404255319148937,0.11347517730496454
193,Groundnut,0.025132468653571473,0.8148148148148148,0.10648148148148148,0.7083333333333333
194,Rice,0.03310052652716319,0.872093023255814,0.29069767441860467,0.5813953488372092
195,Groundnut,0.04609974487921331,0.75,0.12037037037037036,0.6296296296296297
196,Groundnut,0.0694670333043489,0.8333333333333334,0.3425925925925926,0.49074074074074076
197,Bajra,0.04665432797149281,0.8794326241134752,0.1276595744680851,0.7517730496453902
198,Groundnut,0.08809558395953415,0.5509259259259259,0.11574074074074074,0.4351851851851852
199,Cotton,0.016959804391363048,0.46446700507614214,0.17766497461928935,0.2868020304568528
200,Cotton,0.03224437993767807,0.868020304568528,0.8604060913705583,0.0076142131979696215
201,Groundnut,0.02769752130473644,0.5833333333333334,0.3287037037037037,0.25462962962962965
202,Rice,0.03604265168381007,0.023255813953488372,0.3372093023255814,0.313953488372093
203,Rice,0.04234269626591906,0.19767441860465115,0.11627906976744186,0.0813953488372093
204,Groundnut,0.025519030439451793,0.7638888888888888,0.3888888888888889,0.37499999999999994
205,Cotton,0.03615353211633467,0.9390862944162437,0.8578680203045685,0.08121827411167515
206,Cotton,0.03266472236147583,0.7157360406091371,0.6522842639593909,0.06345177664974622
207,Cotton,0.03880182311040775,0.08121827411167512,0.4365482233502538,0.35532994923857864
208,Groundnut,0.047818879309791784,0.5416666666666666,0.44907407407407407,0.09259259259259256
209,Cotton,0.06711591867686321,0.817258883248731,0.3934010152284264,0.42385786802030456
210,Cotton,0.05855999184763208,0.015228426395939087,0.4213197969543147,0.40609137055837563
211,Cotton,0.06817115066489186,0.7791878172588832,0.3604060913705584,0.4187817258883248
212,Rice,0.03772041561462831,0.7441860465116279,0.5930232558139535,0.15116279069767435
213,Cotton,0.055086113027862246,0.9644670050761421,0.7741116751269036,0.19035532994923854
214,Groundnut,0.034359977837335305,0.08333333333333333,0.5787037037037037,0.4953703703703704
215,Groundnut,0.04917972012989399,0.6157407407407407,0.4537037037037037,0.16203703703703698
216,Cotton,0.019203830872456966,0.9238578680203046,0.700507614213198,0.2233502538071066
217,Cotton,0.022682365214982247,0.1700507614213198,0.5253807106598984,0.35532994923857864
218,Cotton,0.04054164584107785,0.9137055837563451,0.44416243654822335,0.4695431472081218
219,Cotton,0.04246074082028138,0.9581218274111675,0.5177664974619289,0.44035532994923854
220,Rice,0.03353368249765044,0.8372093023255814,0.37209302325581395,0.4651162790697675
221,Rice,0.04127207022760987,0.7906976744186046,0.7209302325581395,0.06976744186046513
222,Rice,0.05761866374331338,0.16279069767441862,0.686046511627907,0.5232558139534884
223,Rice,0.027194759971687084,0.627906976744186,0.3953488372093023,0.23255813953488375
224,Rice,0.04307917531816844,0.46511627906976744,0.26744186046511625,0.19767441860465118
225,Rice,0.0420668833438209,0.13953488372093023,0.13953488372093023,0.0
226,Rice,0.025555452530766125,0.5,0.05813953488372093,0.4418604651162791
227,Rice,0.019525632266513306,0.6046511627906976,0.5697674418604651,0.03488372093023251
228,Maize,0.04784595655251327,0.14583333333333334,0.4583333333333333,0.3125
229,Groundnut,0.029743015700958938,0.5601851851851852,0.9074074074074074,0.3472222222222222
230,Cotton,0.024224884804915147,0.9365482233502538,0.5989847715736041,0.3375634517766497
231,Groundnut,0.02761360117438911,0.5694444444444444,0.35185185185185186,0.21759259259259256
232,Cotton,0.06872453898949266,0.17766497461928935,0.8147208121827412,0.6370558375634519
233,Rice,0.02265101564971366,0.1744186046511628,0.6162790697674418,0.4418604651162791
234,Groundnut,0.03314201058438388,0.49074074074074076,0.5416666666666666,0.050925925925925875
235,Cotton,0.030857632479942335,0.8934010152284264,0.027918781725888325,0.8654822335025381
236,Groundnut,0.025220880324812203,0.37037037037037035,0.5694444444444444,0.19907407407407407
237,Cotton,0.03989504147138704,0.03553299492385787,0.2233502538071066,0.18781725888324874
238,Cotton,0.08125955015795785,0.22588832487309646,0.5126903553299492,0.28680203045685276
239,Groundnut,0.030419124783911528,0.47685185185185186,0.5833333333333334,0.10648148148148151
240,Cotton,0.04014344524657717,0.5304568527918782,0.4035532994923858,0.12690355329949238
241,Groundnut,0.022935782687597904,0.2175925925925926,0.2777777777777778,0.0601851851851852
242,Bajra,0.05255577953265414,0.2978723404255319,0.574468085106383,0.27659574468085113
243,Maize,0.05256867853817601,0.041666666666666664,0.5625,0.5208333333333334
244,Cotton,0.02749407901154986,0.23604060913705585,0.5532994923857868,0.31725888324873097
245,Rice,0.04073444272882957,0.5116279069767442,0.3488372093023256,0.16279069767441862
246,Cotton,0.08085819427556305,0.883248730964467,0.9619289340101523,0.07868020304568535
247,Cotton,0.05265856275971392,0.10913705583756345,0.26649746192893403,0.15736040609137059
248,Cotton,0.03976943485211645,0.9873096446700508,0.5406091370558376,0.4467005076142132
249,Groundnut,0.054103017941028224,0.25462962962962965,0.3472222222222222,0.09259259259259256
250,Cotton,0.03809198050299676,0.5710659898477157,0.2868020304568528,0.2842639593908629
251,Groundnut,0.03825086541495032,0.4212962962962963,0.5185185185185185,0.09722222222222221
252,Groundnut,0.024350040004148976,0.23148148148148148,0.4398148148148148,0.20833333333333334
253,Cotton,0.03156990814774721,0.9898477157360406,0.9898477157360406,0.0
254,Groundnut,0.016833382381626738,0.12962962962962962,0.7685185185185185,0.6388888888888888
255,Bajra,0.07561514299216103,0.425531914893617,0.09929078014184398,0.3262411347517731
256,Cotton,0.07225969855118224,0.18274111675126903,0.1751269035532995,0.007614213197969538
257,Cotton,0.047944571181545326,0.1802030456852792,0.5685279187817259,0.3883248730964467
258,Groundnut,0.044827284718430296,0.12037037037037036,0.1111111111111111,0.009259259259259259
259,Rice,0.03347438855903765,0.3953488372093023,0.45348837209302323,0.05813953488372092
260,Groundnut,0.019200860106946757,0.16666666666666666,0.4027777777777778,0.23611111111111113
261,Groundnut,0.027265486235314905,0.9351851851851852,0.2824074074074074,0.6527777777777779
262,Groundnut,0.024107519494035404,0.6712962962962963,0.018518518518518517,0.6527777777777778
263,Maize,0.03241901833482255,0.5833333333333334,0.2708333333333333,0.31250000000000006
264,Cotton,0.03563454869213618,0.11548223350253807,0.7918781725888325,0.6763959390862945
265,Cotton,0.06492481084233627,0.26903553299492383,0.3401015228426396,0.07106598984771578
266,Groundnut,0.03949522957059175,0.5555555555555556,0.16203703703703703,0.39351851851851855
267,Cotton,0.01801287168352968,0.8578680203045685,0.9847715736040609,0.12690355329949232
268,Cotton,0.04072606856171628,0.9479695431472082,0.4720812182741117,0.47588832487309646
269,Cotton,0.031879989023467566,0.2131979695431472,0.4263959390862944,0.2131979695431472
270,Maize,0.02473081443312909,0.1875,0.6458333333333334,0.45833333333333337
271,Groundnut,0.03758408003798193,0.7453703703703703,0.5509259259259259,0.19444444444444442
272,Groundnut,0.02892751165656269,0.21296296296296297,0.032407407407407406,0.18055555555555555
273,Rice,0.023601395627945387,0.7209302325581395,0.2558139534883721,0.4651162790697674
274,Maize,0.022926511541701975,0.5625,0.020833333333333332,0.5416666666666666
275,Cotton,0.04859839590860831,0.4593908629441624,0.6218274111675127,0.1624365482233503
276,Bajra,0.018689575191161954,0.1702127659574468,0.14184397163120568,0.02836879432624112
277,Groundnut,0.04324052422482277,0.6203703703703703,0.5925925925925926,0.02777777777777779
278,Cotton,0.03553738298643778,0.3223350253807107,0.44923857868020306,0.12690355329949238
279,Groundnut,0.022199134221309265,0.3611111111111111,0.26851851851851855,0.09259259259259256
280,Groundnut,0.028052323493815236,0.1527777777777778,0.2037037037037037,0.0509259259259259
281,Groundnut,0.027918734256118793,0.35185185185185186,1.0,0.6481481481481481
282,Groundnut,0.03324804511045875,0.6527777777777778,0.9953703703703703,0.34259259259259256
283,Groundnut,0.05205982158872728,0.9120370370370371,0.5046296296296297,0.40740740740740744
284,Groundnut,0.0468489358756661,0.11574074074074074,0.49074074074074076,0.375
285,Groundnut,0.0328100801449918,0.14814814814814814,0.24074074074074073,0.09259259259259259
286,Cotton,0.022800899469821036,0.13705583756345177,0.4873096446700508,0.35025380710659904
287,Cotton,0.01836381146193285,0.9517766497461929,0.050761421319796954,0.9010152284263959
288,Cotton,0.0531879086897211,0.31218274111675126,0.116751269035533,0.19543147208121825
289,Cotton,0.05560180439081464,0.631979695431472,0.43147208121827413,0.2005076142131979
290,Cotton,0.026399820020082423,0.9581218274111675,0.6269035532994924,0.33121827411167504
291,Cotton,0.023690868450677728,0.3604060913705584,0.7868020304568528,0.4263959390862944
292,Cotton,0.023778670798941453,0.9923857868020305,0.9796954314720813,0.012690355329949221
293,Groundnut,0.03290940995882121,0.8518518518518519,0.0787037037037037,0.7731481481481481
294,Cotton,0.03663006896809799,0.9111675126903553,0.8908629441624365,0.020304568527918843
295,Groundnut,0.020881044767779935,0.7685185185185185,0.7314814814814815,0.03703703703703698
296,Cotton,0.03179977284561808,0.35786802030456855,0.39593908629441626,0.03807106598984772
297,Groundnut,0.026312576245391236,0.625,0.2962962962962963,0.3287037037037037
298,Rice,0.039769790855774305,0.6511627906976745,0.6046511627906976,0.04651162790697683
299,Cotton,0.036802034781715315,0.0025380710659898475,0.08375634517766498,0.08121827411167513
300,Cotton,0.08540176494983938,0.18527918781725888,0.012690355329949238,0.17258883248730963
301,Rice,0.03944562368705191,0.45348837209302323,0.18604651162790697,0.26744186046511625
302,Bajra,0.03672324998941254,0.46099290780141844,0.0851063829787234,0.375886524822695
303,Cotton,0.07624746030777517,0.5812182741116751,0.5228426395939086,0.058375634517766506
304,Cotton,0.03154684890584043,0.0532994923857868,0.22588832487309646,0.17258883248730966
305,Rice,0.04467682066309015,0.1511627906976744,0.4186046511627907,0.2674418604651163
306,Cotton,0.035998423874991255,0.5101522842639594,0.19035532994923857,0.3197969543147209
307,Groundnut,0.036962632894055096,0.037037037037037035,0.4444444444444444,0.4074074074074074
308,Groundnut,0.033623777536949694,0.5324074074074074,0.7453703703703703,0.2129629629629629
309,Groundnut,0.033719538231117854,0.4444444444444444,0.06481481481481481,0.3796296296296296
310,Rice,0.03632885422060282,0.5232558139534884,0.5,0.023255813953488413
311,Cotton,0.057724483242743985,0.6395939086294417,0.25380710659898476,0.3857868020304569
312,Bajra,0.028395232912859305,0.7801418439716312,0.014184397163120567,0.7659574468085106
313,Cotton,0.032268694538884,0.08375634517766498,0.08121827411167512,0.0025380710659898553
314,Cotton,0.05867670729684664,0.2182741116751269,0.0532994923857868,0.1649746192893401
315,Groundnut,0.036342939539274,0.1574074074074074,0.47685185185185186,0.3194444444444444
316,Cotton,0.05400892685718329,0.7055837563451777,0.42385786802030456,0.2817258883248731
317,Groundnut,0.032083751037718156,0.6342592592592593,0.046296296296296294,0.587962962962963
318,Maize,0.028298866994628816,0.625,0.5208333333333334,0.10416666666666663
319,Cotton,0.03234267972506184,0.1065989847715736,0.27918781725888325,0.17258883248730966
320,Cotton,0.028507160372787894,0.9695431472081218,0.7639593908629442,0.20558375634517767
321,Cotton,0.05191083124902786,0.4949238578680203,0.4010152284263959,0.09390862944162437
322,Cotton,0.04930710651034803,0.030456852791878174,0.33248730964467005,0.3020304568527919
323,Bajra,0.01912971586896065,0.40070921985815605,0.0070921985815602835,0.39361702127659576
324,Maize,0.03501779092621896,0.8541666666666666,0.1875,0.6666666666666666
325,Cotton,0.030667660049060644,0.6624365482233503,0.7538071065989848,0.09137055837563446
326,Maize,0.031033473875968172,0.7916666666666666,0.375,0.41666666666666663
327,Groundnut,0.0228697701909148,0.27314814814814814,0.35648148148148145,0.08333333333333331
328,Rice,0.028855417468632873,0.7325581395348837,0.6744186046511628,0.05813953488372092
329,Bajra,0.029089454705121125,0.41843971631205673,0.2624113475177305,0.15602836879432624
330,Groundnut,0.016028069713668953,0.5370370370370371,0.14351851851851852,0.3935185185185186
331,Groundnut,0.025234731915428223,0.5231481481481481,0.4166666666666667,0.10648148148148145
332,Bajra,0.048331684308485535,0.3900709219858156,0.07092198581560284,0.3191489361702128
333,Bajra,0.026250588995911563,0.475177304964539,0.028368794326241134,0.4468085106382979
334,Cotton,0.03640160075877119,0.1218274111675127,0.682741116751269,0.5609137055837563
335,Rice,0.030182204026335292,0.5581395348837209,0.09302325581395349,0.46511627906976744
336,Groundnut,0.052804747825898314,0.013888888888888888,0.09259259259259259,0.07870370370370369
337,Groundnut,0.044552131949299106,0.4166666666666667,0.8472222222222222,0.4305555555555555
338,Groundnut,0.030390704769922686,0.3287037037037037,0.3148148148148148,0.013888888888888895
339,Groundnut,0.01957275763253282,0.023148148148148147,0.5092592592592593,0.48611111111111116
340,Rice,0.026433666013112075,0.686046511627907,0.8372093023255814,0.15116279069767447
