farm_id,crop_type,s1_pred,pred_embed,s1_ok,emb_ok
124,Groundnut,Groundnut,Groundnut,True,True
125,Groundnut,Groundnut,Groundnut,True,True
126,Groundnut,Cotton,Cotton,False,False
127,Groundnut,Cotton,Cotton,False,False
128,Groundnut,Cotton,Groundnut,False,True
129,Groundnut,Cotton,Groundnut,False,True
130,Cotton,Cotton,Rice,True,False
131,Groundnut,Cotton,Cotton,False,False
132,Bajra,Cotton,Cotton,False,False
133,Groundnut,Rice,Cotton,False,False
134,Groundnut,Cotton,Cotton,False,False
135,Cotton,Cotton,Cotton,True,True
136,Cotton,Cotton,Cotton,True,True
137,Cotton,Cotton,Groundnut,True,False
138,Cotton,Cotton,Groundnut,True,False
139,Groundnut,Groundnut,Rice,True,False
140,Cotton,Cotton,Rice,True,False
141,Maize,Groundnut,Rice,False,False
142,Groundnut,Groundnut,Rice,True,False
143,Cotton,Cotton,Rice,True,False
144,Groundnut,Groundnut,Groundnut,True,True
145,Groundnut,Groundnut,Rice,True,False
146,Cotton,Cotton,Rice,True,False
147,Cotton,Cotton,Rice,True,False
148,Cotton,Cotton,Cotton,True,True
149,Maize,Cotton,Groundnut,False,False
150,Cotton,Groundnut,Cotton,False,True
151,Cotton,Cotton,Groundnut,True,False
152,Groundnut,Groundnut,Groundnut,True,True
153,Cotton,Groundnut,Groundnut,False,False
154,Cotton,Cotton,Cotton,True,True
155,Bajra,Groundnut,Rice,False,False
156,Groundnut,Groundnut,Rice,True,False
157,Groundnut,Groundnut,Rice,True,False
158,Maize,Cotton,Rice,False,False
159,Cotton,Cotton,Rice,True,False
160,Cotton,Cotton,Cotton,True,True
161,Cotton,Cotton,Cotton,True,True
162,Cotton,Cotton,Cotton,True,True
163,Cotton,Cotton,Cotton,True,True
164,Cotton,Cotton,Cotton,True,True
165,Groundnut,Cotton,Groundnut,False,True
166,Groundnut,Cotton,Groundnut,False,True
167,Groundnut,Rice,Groundnut,False,True
168,Groundnut,Cotton,Groundnut,False,True
169,Maize,Cotton,Cotton,False,False
170,Groundnut,Groundnut,Bajra,True,False
171,Cotton,Groundnut,Bajra,False,False
172,Groundnut,Cotton,Cotton,False,False
173,Cotton,Cotton,Cotton,True,True
174,Cotton,Cotton,Cotton,True,True
175,Cotton,Cotton,Cotton,True,True
176,Cotton,Cotton,Cotton,True,True
177,Cotton,Cotton,Cotton,True,True
178,Cotton,Cotton,Cotton,True,True
179,Cotton,Cotton,Cotton,True,True
180,Bajra,Groundnut,Bajra,False,True
181,Rice,Groundnut,Bajra,False,False
182,Rice,Cotton,Bajra,False,False
183,Rice,Cotton,Cotton,False,False
184,Rice,Groundnut,Groundnut,False,False
185,Cotton,Groundnut,Groundnut,False,False
186,Cotton,Cotton,Cotton,True,True
187,Cotton,Cotton,Cotton,True,True
188,Cotton,Groundnut,Groundnut,False,False
189,Cotton,Cotton,Groundnut,True,False
190,Groundnut,Cotton,Groundnut,False,True
191,Cotton,Cotton,Cotton,True,True
192,Bajra,Groundnut,Rice,False,False
193,Groundnut,Groundnut,Rice,True,False
194,Rice,Cotton,Rice,False,True
195,Groundnut,Rice,Rice,False,False
196,Groundnut,Groundnut,Rice,True,False
197,Bajra,Groundnut,Groundnut,False,False
198,Groundnut,Cotton,Cotton,False,False
199,Cotton,Groundnut,Groundnut,False,False
200,Cotton,Cotton,Cotton,True,True
201,Groundnut,Cotton,Groundnut,False,True
202,Rice,Groundnut,Groundnut,False,False
203,Rice,Groundnut,Groundnut,False,False
204,Groundnut,Groundnut,Groundnut,True,True
205,Cotton,Cotton,Cotton,True,True
206,Cotton,Cotton,Cotton,True,True
207,Cotton,Cotton,Cotton,True,True
208,Groundnut,Cotton,Cotton,False,False
209,Cotton,Cotton,Cotton,True,True
210,Cotton,Cotton,Cotton,True,True
211,Cotton,Cotton,Cotton,True,True
212,Rice,Cotton,Cotton,False,False
213,Cotton,Cotton,Cotton,True,True
214,Groundnut,Groundnut,Cotton,True,False
215,Groundnut,Groundnut,Groundnut,True,True
216,Cotton,Cotton,Cotton,True,True
217,Cotton,Cotton,Cotton,True,True
218,Cotton,Cotton,Cotton,True,True
219,Cotton,Cotton,Cotton,True,True
220,Rice,Cotton,Groundnut,False,False
221,Rice,Groundnut,Groundnut,False,False
222,Rice,Groundnut,Groundnut,False,False
223,Rice,Groundnut,Groundnut,False,False
224,Rice,Bajra,Groundnut,False,False
225,Rice,Groundnut,Groundnut,False,False
226,Rice,Cotton,Groundnut,False,False
227,Rice,Cotton,Cotton,False,False
228,Maize,Cotton,Cotton,False,False
229,Groundnut,Groundnut,Bajra,True,False
230,Cotton,Cotton,Cotton,True,True
231,Groundnut,Cotton,Cotton,False,False
232,Cotton,Cotton,Cotton,True,True
233,Rice,Groundnut,Groundnut,False,False
234,Groundnut,Cotton,Cotton,False,False
235,Cotton,Cotton,Cotton,True,True
236,Groundnut,Groundnut,Groundnut,True,True
237,Cotton,Groundnut,Groundnut,False,False
238,Cotton,Cotton,Cotton,True,True
239,Groundnut,Groundnut,Cotton,True,False
240,Cotton,Cotton,Cotton,True,True
241,Groundnut,Groundnut,Cotton,True,False
242,Bajra,Cotton,Cotton,False,False
243,Maize,Cotton,Cotton,False,False
244,Cotton,Groundnut,Cotton,False,True
245,Rice,Groundnut,Cotton,False,False
246,Cotton,Cotton,Cotton,True,True
247,Cotton,Cotton,Cotton,True,True
248,Cotton,Cotton,Cotton,True,True
249,Groundnut,Groundnut,Groundnut,True,True
250,Cotton,Groundnut,Groundnut,False,False
251,Groundnut,Groundnut,Groundnut,True,True
252,Groundnut,Groundnut,Groundnut,True,True
253,Cotton,Cotton,Cotton,True,True
254,Groundnut,Groundnut,Groundnut,True,True
255,Bajra,Groundnut,Groundnut,False,False
256,Cotton,Groundnut,Cotton,False,True
257,Cotton,Cotton,Cotton,True,True
258,Groundnut,Bajra,Groundnut,False,True
259,Rice,Groundnut,Groundnut,False,False
260,Groundnut,Rice,Groundnut,False,True
261,Groundnut,Groundnut,Groundnut,True,True
262,Groundnut,Cotton,Rice,False,False
263,Maize,Maize,Groundnut,True,False
264,Cotton,Cotton,Cotton,True,True
265,Cotton,Cotton,Cotton,True,True
266,Groundnut,Groundnut,Cotton,True,False
267,Cotton,Cotton,Cotton,True,True
268,Cotton,Cotton,Cotton,True,True
269,Cotton,Cotton,Cotton,True,True
270,Maize,Maize,Groundnut,True,False
271,Groundnut,Groundnut,Rice,True,False
272,Groundnut,Groundnut,Rice,True,False
273,Rice,Groundnut,Rice,False,True
274,Maize,Cotton,Groundnut,False,False
275,Cotton,Cotton,Cotton,True,True
276,Bajra,Cotton,Groundnut,False,False
277,Groundnut,Groundnut,Cotton,True,False
278,Cotton,Cotton,Cotton,True,True
279,Groundnut,Groundnut,Rice,True,False
280,Groundnut,Rice,Groundnut,False,True
281,Groundnut,Cotton,Rice,False,False
282,Groundnut,Groundnut,Rice,True,False
283,Groundnut,Cotton,Cotton,False,False
284,Groundnut,Groundnut,Rice,True,False
285,Groundnut,Cotton,Bajra,False,False
286,Cotton,Groundnut,Groundnut,False,False
287,Cotton,Cotton,Cotton,True,True
288,Cotton,Cotton,Cotton,True,True
289,Cotton,Cotton,Cotton,True,True
290,Cotton,Cotton,Cotton,True,True
291,Cotton,Cotton,Cotton,True,True
292,Cotton,Cotton,Cotton,True,True
293,Groundnut,Cotton,Groundnut,False,True
294,Cotton,Cotton,Cotton,True,True
295,Groundnut,Groundnut,Cotton,True,False
296,Cotton,Cotton,Cotton,True,True
297,Groundnut,Cotton,Rice,False,False
298,Rice,Groundnut,Cotton,False,False
299,Cotton,Groundnut,Groundnut,False,False
300,Cotton,Cotton,Cotton,True,True
301,Rice,Groundnut,Groundnut,False,False
302,Bajra,Groundnut,Cotton,False,False
303,Cotton,Cotton,Cotton,True,True
304,Cotton,Groundnut,Groundnut,False,False
305,Rice,Groundnut,Cotton,False,False
306,Cotton,Cotton,Cotton,True,True
307,Groundnut,Cotton,Cotton,False,False
308,Groundnut,Cotton,Cotton,False,False
309,Groundnut,Groundnut,Groundnut,True,True
310,Rice,Cotton,Cotton,False,False
311,Cotton,Cotton,Cotton,True,True
312,Bajra,Cotton,Cotton,False,False
313,Cotton,Cotton,Cotton,True,True
314,Cotton,Cotton,Cotton,True,True
315,Groundnut,Cotton,Cotton,False,False
316,Cotton,Cotton,Cotton,True,True
317,Groundnut,Groundnut,Rice,True,False
318,Maize,Groundnut,Groundnut,False,False
319,Cotton,Cotton,Cotton,True,True
320,Cotton,Cotton,Cotton,True,True
321,Cotton,Cotton,Cotton,True,True
322,Cotton,Cotton,Cotton,True,True
323,Bajra,Groundnut,Groundnut,False,False
324,Maize,Cotton,Groundnut,False,False
325,Cotton,Groundnut,Groundnut,False,False
326,Maize,Groundnut,Rice,False,False
327,Groundnut,Groundnut,Groundnut,True,True
328,Rice,Groundnut,Groundnut,False,False
329,Bajra,Groundnut,Groundnut,False,False
330,Groundnut,Rice,Groundnut,False,True
331,Groundnut,Cotton,Groundnut,False,True
332,Bajra,Groundnut,Cotton,False,False
333,Bajra,Cotton,Cotton,False,False
334,Cotton,Groundnut,Groundnut,False,False
335,Rice,Cotton,Cotton,False,False
336,Groundnut,Cotton,Cotton,False,False
337,Groundnut,Groundnut,Rice,True,False
338,Groundnut,Groundnut,Groundnut,True,True
339,Groundnut,Cotton,Groundnut,False,True
340,Rice,Groundnut,Groundnut,False,False
341,Groundnut,Groundnut,Rice,True,False
342,Cotton,Cotton,Groundnut,True,False
343,Groundnut,Cotton,Cotton,False,False
344,Cotton,Cotton,Cotton,True,True
345,Bajra,Cotton,Cotton,False,False
346,Bajra,Rice,Cotton,False,False
347,Groundnut,Groundnut,Groundnut,True,True
348,Bajra,Rice,Groundnut,False,False
349,Rice,Groundnut,Groundnut,False,False
350,Groundnut,Cotton,Cotton,False,False
351,Cotton,Cotton,Groundnut,True,False
352,Groundnut,Cotton,Cotton,False,False
353,Groundnut,Cotton,Cotton,False,False
354,Bajra,Groundnut,Bajra,False,True
355,Groundnut,Cotton,Groundnut,False,True
356,Groundnut,Cotton,Cotton,False,False
357,Groundnut,Cotton,Cotton,False,False
358,Groundnut,Cotton,Cotton,False,False
359,Groundnut,Cotton,Groundnut,False,True
360,Cotton,Cotton,Cotton,True,True
361,Groundnut,Cotton,Groundnut,False,True
362,Groundnut,Groundnut,Cotton,True,False
363,Cotton,Cotton,Cotton,True,True
364,Groundnut,Cotton,Cotton,False,False
365,Bajra,Cotton,Cotton,False,False
366,Groundnut,Cotton,Cotton,False,False
367,Bajra,Cotton,Bajra,False,True
368,Groundnut,Cotton,Cotton,False,False
369,Cotton,Cotton,Cotton,True,True
370,Cotton,Cotton,Cotton,True,True
371,Cotton,Cotton,Cotton,True,True
372,Cotton,Cotton,Cotton,True,True
373,Groundnut,Groundnut,Groundnut,True,True
374,Groundnut,Groundnut,Groundnut,True,True
375,Rice,Groundnut,Groundnut,False,False
376,Cotton,Groundnut,Groundnut,False,False
377,Rice,Groundnut,Cotton,False,False
378,Cotton,Cotton,Cotton,True,True
379,Cotton,Cotton,Cotton,True,True
380,Cotton,Cotton,Cotton,True,True
381,Groundnut,Cotton,Cotton,False,False
382,Cotton,Cotton,Cotton,True,True
383,Cotton,Cotton,Bajra,True,False
384,Cotton,Groundnut,Bajra,False,False
385,Cotton,Groundnut,Bajra,False,False
386,Rice,Cotton,Cotton,False,False
387,Rice,Cotton,Bajra,False,False
388,Cotton,Cotton,Bajra,True,False
389,Cotton,Cotton,Cotton,True,True
390,Cotton,Cotton,Cotton,True,True
391,Cotton,Groundnut,Cotton,False,True
392,Cotton,Cotton,Cotton,True,True
393,Cotton,Cotton,Cotton,True,True
394,Cotton,Cotton,Cotton,True,True
395,Cotton,Cotton,Cotton,True,True
396,Cotton,Cotton,Cotton,True,True
397,Cotton,Cotton,Cotton,True,True
398,Cotton,Cotton,Cotton,True,True
399,Cotton,Cotton,Cotton,True,True
400,Cotton,Cotton,Cotton,True,True
401,Cotton,Cotton,Cotton,True,True
402,Cotton,Cotton,Groundnut,True,False
403,Cotton,Cotton,Groundnut,True,False
404,Cotton,Cotton,Cotton,True,True
405,Cotton,Cotton,Cotton,True,True
406,Cotton,Cotton,Groundnut,True,False
407,Cotton,Cotton,Groundnut,True,False
408,Cotton,Cotton,Cotton,True,True
409,Cotton,Cotton,Cotton,True,True
410,Cotton,Cotton,Cotton,True,True
411,Cotton,Cotton,Cotton,True,True
412,Cotton,Groundnut,Bajra,False,False
413,Cotton,Groundnut,Cotton,False,True
414,Cotton,Cotton,Cotton,True,True
415,Maize,Cotton,Cotton,False,False
416,Cotton,Cotton,Cotton,True,True
417,Cotton,Cotton,Cotton,True,True
418,Rice,Cotton,Cotton,False,False
419,Cotton,Groundnut,Groundnut,False,False
420,Maize,Cotton,Cotton,False,False
421,Groundnut,Cotton,Cotton,False,False
422,Bajra,Cotton,Cotton,False,False
423,Maize,Cotton,Cotton,False,False
424,Groundnut,Cotton,Cotton,False,False
425,Cotton,Cotton,Cotton,True,True
426,Groundnut,Cotton,Cotton,False,False
427,Groundnut,Cotton,Groundnut,False,True
428,Groundnut,Cotton,Bajra,False,False
429,Cotton,Groundnut,Cotton,False,True
430,Cotton,Rice,Cotton,False,True
431,Cotton,Cotton,Groundnut,True,False
432,Bajra,Cotton,Cotton,False,False
433,Groundnut,Cotton,Cotton,False,False
434,Cotton,Cotton,Cotton,True,True
435,Bajra,Cotton,Cotton,False,False
436,Cotton,Cotton,Cotton,True,True
437,Cotton,Cotton,Cotton,True,True
438,Cotton,Groundnut,Bajra,False,False
439,Maize,Cotton,Cotton,False,False
440,Cotton,Cotton,Cotton,True,True
441,Groundnut,Cotton,Cotton,False,False
442,Groundnut,Rice,Groundnut,False,True
443,Bajra,Cotton,Cotton,False,False
444,Rice,Cotton,Cotton,False,False
445,Rice,Cotton,Cotton,False,False
446,Cotton,Cotton,Cotton,True,True
447,Cotton,Cotton,Cotton,True,True
448,Cotton,Cotton,Cotton,True,True
449,Cotton,Cotton,Cotton,True,True
450,Cotton,Cotton,Cotton,True,True
451,Cotton,Cotton,Groundnut,True,False
452,Rice,Cotton,Cotton,False,False
453,Cotton,Cotton,Cotton,True,True
454,Bajra,Cotton,Cotton,False,False
455,Bajra,Cotton,Groundnut,False,False
456,Cotton,Cotton,Cotton,True,True
457,Cotton,Cotton,Cotton,True,True
458,Cotton,Cotton,Cotton,True,True
459,Rice,Cotton,Cotton,False,False
460,Groundnut,Bajra,Bajra,False,False
461,Rice,Cotton,Cotton,False,False
462,Maize,Cotton,Cotton,False,False
463,Rice,Cotton,Cotton,False,False
464,Cotton,Cotton,Cotton,True,True
465,Cotton,Cotton,Cotton,True,True
466,Bajra,Cotton,Cotton,False,False
467,Groundnut,Cotton,Cotton,False,False
468,Rice,Cotton,Cotton,False,False
469,Cotton,Cotton,Cotton,True,True
470,Cotton,Cotton,Cotton,True,True
471,Cotton,Cotton,Cotton,True,True
472,Cotton,Cotton,Cotton,True,True
473,Bajra,Cotton,Cotton,False,False
474,Cotton,Groundnut,Cotton,False,True
475,Rice,Groundnut,Cotton,False,False
476,Groundnut,Cotton,Bajra,False,False
477,Bajra,Cotton,Bajra,False,True
478,Bajra,Cotton,Cotton,False,False
479,Bajra,Cotton,Cotton,False,False
480,Groundnut,Cotton,Cotton,False,False
481,Bajra,Groundnut,Bajra,False,True
482,Cotton,Cotton,Cotton,True,True
483,Maize,Cotton,Cotton,False,False
484,Cotton,Cotton,Cotton,True,True
485,Cotton,Cotton,Cotton,True,True
486,Rice,Cotton,Cotton,False,False
487,Bajra,Cotton,Groundnut,False,False
488,Groundnut,Cotton,Groundnut,False,True
489,Bajra,Cotton,Cotton,False,False
490,Groundnut,Cotton,Cotton,False,False
491,Bajra,Cotton,Cotton,False,False
492,Cotton,Cotton,Cotton,True,True
493,Cotton,Cotton,Cotton,True,True
494,Cotton,Cotton,Cotton,True,True
495,Bajra,Cotton,Cotton,False,False
496,Cotton,Cotton,Cotton,True,True
497,Cotton,Cotton,Cotton,True,True
498,Bajra,Cotton,Cotton,False,False
499,Bajra,Cotton,Cotton,False,False
500,Groundnut,Cotton,Cotton,False,False
501,Cotton,Cotton,Cotton,True,True
502,Cotton,Cotton,Cotton,True,True
503,Bajra,Groundnut,Cotton,False,False
504,Cotton,Groundnut,Cotton,False,True
505,Bajra,Cotton,Bajra,False,True
506,Bajra,Cotton,Bajra,False,True
507,Bajra,Bajra,Cotton,True,False
508,Bajra,Cotton,Cotton,False,False
509,Bajra,Cotton,Cotton,False,False
510,Cotton,Cotton,Cotton,True,True
511,Maize,Cotton,Cotton,False,False
512,Cotton,Cotton,Cotton,True,True
513,Bajra,Cotton,Bajra,False,True
514,Groundnut,Cotton,Cotton,False,False
515,Cotton,Cotton,Cotton,True,True
516,Bajra,Groundnut,Cotton,False,False
517,Cotton,Cotton,Cotton,True,True
518,Bajra,Cotton,Cotton,False,False
519,Cotton,Cotton,Groundnut,True,False
520,Cotton,Groundnut,Groundnut,False,False
521,Cotton,Cotton,Cotton,True,True
522,Cotton,Cotton,Cotton,True,True
523,Cotton,Cotton,Cotton,True,True
524,Groundnut,Groundnut,Cotton,True,False
525,Bajra,Groundnut,Cotton,False,False
526,Groundnut,Cotton,Cotton,False,False
527,Groundnut,Groundnut,Groundnut,True,True
528,Groundnut,Groundnut,Cotton,True,False
529,Cotton,Cotton,Cotton,True,True
530,Groundnut,Cotton,Cotton,False,False
531,Groundnut,Cotton,Cotton,False,False
532,Maize,Cotton,Cotton,False,False
533,Cotton,Cotton,Cotton,True,True
534,Bajra,Cotton,Cotton,False,False
535,Cotton,Cotton,Cotton,True,True
536,Groundnut,Cotton,Cotton,False,False
537,Groundnut,Cotton,Cotton,False,False
538,Bajra,Cotton,Cotton,False,False
539,Cotton,Cotton,Cotton,True,True
540,Cotton,Cotton,Cotton,True,True
541,Cotton,Cotton,Cotton,True,True
542,Cotton,Cotton,Cotton,True,True
543,Cotton,Cotton,Cotton,True,True
544,Groundnut,Groundnut,Cotton,True,False
545,Maize,Cotton,Groundnut,False,False
546,Cotton,Cotton,Cotton,True,True
547,Groundnut,Groundnut,Groundnut,True,True
548,Groundnut,Groundnut,Groundnut,True,True
549,Cotton,Cotton,Cotton,True,True
550,Rice,Groundnut,Groundnut,False,False
551,Bajra,Groundnut,Cotton,False,False
552,Bajra,Cotton,Groundnut,False,False
553,Bajra,Groundnut,Groundnut,False,False
554,Bajra,Groundnut,Groundnut,False,False
555,Groundnut,Groundnut,Groundnut,True,True
556,Cotton,Cotton,Cotton,True,True
557,Cotton,Cotton,Cotton,True,True
558,Bajra,Groundnut,Groundnut,False,False
559,Maize,Maize,Cotton,True,False
560,Bajra,Groundnut,Groundnut,False,False
561,Cotton,Cotton,Cotton,True,True
562,Cotton,Groundnut,Cotton,False,True
563,Cotton,Cotton,Cotton,True,True
564,Cotton,Cotton,Cotton,True,True
565,Cotton,Cotton,Cotton,True,True
566,Cotton,Groundnut,Bajra,False,False
567,Cotton,Groundnut,Cotton,False,True
568,Cotton,Cotton,Cotton,True,True
569,Groundnut,Groundnut,Cotton,True,False
570,Cotton,Cotton,Cotton,True,True
571,Groundnut,Cotton,Groundnut,False,True
572,Cotton,Cotton,Cotton,True,True
573,Groundnut,Groundnut,Groundnut,True,True
574,Cotton,Cotton,Cotton,True,True
575,Groundnut,Cotton,Cotton,False,False
576,Groundnut,Cotton,Cotton,False,False
577,Cotton,Cotton,Cotton,True,True
578,Cotton,Cotton,Cotton,True,True
579,Cotton,Cotton,Cotton,True,True
580,Cotton,Cotton,Cotton,True,True
581,Cotton,Cotton,Cotton,True,True
582,Cotton,Groundnut,Cotton,False,True
583,Groundnut,Cotton,Groundnut,False,True
584,Maize,Cotton,Cotton,False,False
585,Cotton,Cotton,Cotton,True,True
586,Bajra,Cotton,Cotton,False,False
587,Cotton,Bajra,Cotton,False,True
588,Bajra,Cotton,Cotton,False,False
589,Bajra,Cotton,Cotton,False,False
590,Cotton,Cotton,Cotton,True,True
591,Cotton,Cotton,Cotton,True,True
592,Cotton,Cotton,Cotton,True,True
593,Groundnut,Cotton,Groundnut,False,True
594,Cotton,Cotton,Cotton,True,True
595,Cotton,Cotton,Cotton,True,True
596,Groundnut,Cotton,Cotton,False,False
597,Cotton,Cotton,Cotton,True,True
598,Cotton,Cotton,Cotton,True,True
599,Cotton,Cotton,Cotton,True,True
600,Cotton,Cotton,Bajra,True,False
601,Bajra,Cotton,Cotton,False,False
602,Cotton,Cotton,Cotton,True,True
603,Cotton,Cotton,Cotton,True,True
604,Cotton,Cotton,Cotton,True,True
605,Cotton,Cotton,Cotton,True,True
606,Bajra,Cotton,Bajra,False,True
607,Groundnut,Cotton,Cotton,False,False
608,Cotton,Cotton,Bajra,True,False
609,Groundnut,Cotton,Cotton,False,False
610,Cotton,Cotton,Cotton,True,True
611,Maize,Cotton,Cotton,False,False
612,Cotton,Cotton,Cotton,True,True
613,Cotton,Cotton,Cotton,True,True
614,Cotton,Cotton,Cotton,True,True
615,Cotton,Cotton,Cotton,True,True
616,Groundnut,Groundnut,Cotton,True,False
617,Cotton,Cotton,Bajra,True,False
618,Groundnut,Cotton,Groundnut,False,True
619,Cotton,Cotton,Cotton,True,True
620,Bajra,Cotton,Cotton,False,False
621,Cotton,Cotton,Cotton,True,True
622,Groundnut,Cotton,Cotton,False,False
623,Bajra,Cotton,Groundnut,False,False
624,Groundnut,Cotton,Bajra,False,False
625,Cotton,Cotton,Cotton,True,True
626,Cotton,Cotton,Cotton,True,True
627,Groundnut,Cotton,Groundnut,False,True
628,Cotton,Cotton,Cotton,True,True
629,Maize,Cotton,Cotton,False,False
630,Cotton,Cotton,Bajra,True,False
631,Cotton,Cotton,Cotton,True,True
632,Bajra,Cotton,Cotton,False,False
633,Bajra,Groundnut,Cotton,False,False
634,Bajra,Cotton,Cotton,False,False
635,Bajra,Cotton,Cotton,False,False
636,Cotton,Cotton,Cotton,True,True
637,Bajra,Cotton,Cotton,False,False
638,Bajra,Cotton,Cotton,False,False
639,Groundnut,Cotton,Cotton,False,False
640,Bajra,Cotton,Cotton,False,False
641,Groundnut,Groundnut,Cotton,True,False
642,Groundnut,Cotton,Cotton,False,False
643,Rice,Cotton,Cotton,False,False
644,Bajra,Cotton,Cotton,False,False
645,Cotton,Cotton,Cotton,True,True
646,Bajra,Cotton,Cotton,False,False
647,Cotton,Cotton,Cotton,True,True
648,Cotton,Cotton,Cotton,True,True
649,Cotton,Cotton,Cotton,True,True
650,Groundnut,Cotton,Bajra,False,False
651,Bajra,Cotton,Cotton,False,False
652,Cotton,Cotton,Cotton,True,True
653,Cotton,Cotton,Cotton,True,True
654,Bajra,Cotton,Bajra,False,True
655,Groundnut,Cotton,Cotton,False,False
656,Bajra,Cotton,Bajra,False,True
657,Bajra,Cotton,Groundnut,False,False
658,Bajra,Cotton,Cotton,False,False
659,Cotton,Cotton,Cotton,True,True
