farm_id,crop_type,health_index,dw_mode,dw_crops,dw_built,dw_water,dw_trees,wc_crop,wc_maize,wc_irrig
23,Bajra,0.0,4.0,0.5289874509520208,0.0912352988185982,0.04176623376163965,0.08627106744097546,100.0,0.0,0.0
24,Rice,24.84,4.0,0.4656975097893938,0.11630173878035181,0.042040514486954804,0.06207361568117272,100.0,0.0,0.0
25,Cotton,50.0,4.0,0.5383448583823939,0.08985703915454271,0.03829419457141716,0.05191917914347133,100.0,0.0,0.0
26,Rice,94.16,4.0,0.4869942064869119,0.13280388739665297,0.036229597230423655,0.050966656292912284,94.850361967311,0.0,8.003617454216597
27,Rice,70.67,4.0,0.5085148330573886,0.15154069909558365,0.03663113293390435,0.04337515527950807,100.0,0.0,0.0
28,Cotton,41.89,4.0,0.4960417260377705,0.14862189494516448,0.04112817427056747,0.06592698716229599,100.0,0.0,92.47117655229893
29,Rice,79.4,4.0,0.49827303649163734,0.16778527389388775,0.036654760299299004,0.0375285268823715,100.0,0.0,83.21473951715375
30,Cotton,96.39,2.444192083062946,0.38565255907504226,0.06052754890641827,0.04234006251320417,0.26142408095990355,45.74951330304997,0.0,1.5663069961712504
31,Maize,77.0,4.013690257914681,0.4641360968156934,0.19404041255417687,0.0415158513952097,0.05163797550670389,97.20694291651391,0.0,89.11502261337246
32,Rice,25.51,4.0,0.41659822986146744,0.1830762174433357,0.0418980019237179,0.10342709277758458,100.0,0.0,100.0
33,Cotton,14.39,4.103713542531407,0.47044517409223524,0.16698082221380564,0.041408040992486364,0.06346343760161213,66.97658973933255,0.0,0.0
34,Rice,85.36,4.0,0.5217104640576922,0.10945457284264448,0.043207337045094094,0.057273900157429,75.40692740877881,0.0,4.636313159355914
35,Rice,55.59,4.06591727600131,0.4784145052519933,0.201278775178912,0.035263184401279235,0.04256094682652059,66.49932700352868,0.0,0.0
36,Maize,15.61,4.0,0.5119478900209283,0.16664660412323096,0.03577179532286535,0.039199051323455636,100.0,35.25482038563085,75.33002640211217
37,Rice,69.59,4.0,0.47471879231658526,0.16235967130735235,0.04183462587117598,0.05561856703718526,100.0,80.34281796366129,74.26808364758314
38,Rice,46.15,4.0,0.4644764995955896,0.1642979790727176,0.03930262619600031,0.04913945252027182,98.87797007920211,74.36030556997702,72.9099442651804
39,Cotton,9.64,4.0,0.49345048054247614,0.1259831258293453,0.03474845566652955,0.06166071845511721,85.74058033780864,11.114513165952232,12.100947839739492
40,Cotton,41.51,3.983916938110749,0.47365819282083244,0.12149289421632184,0.03497853136365327,0.07604148575629194,47.02090119435396,0.0,75.28762080073632
41,Cotton,97.01,2.0411953531030265,0.2906116911685061,0.15111431389716412,0.04593279383276281,0.278438818711531,91.40171201467437,0.0,55.77698695136417
42,Cotton,99.12,2.706468191622505,0.3993463072616046,0.07381294900807962,0.03814072909996137,0.22805935022859644,99.52866615183869,0.0,83.97251518056885
43,Cotton,31.73,3.986757557132481,0.48394213490979343,0.10625958273892278,0.04033380109381193,0.09714114629060629,100.0,0.0,3.8665698161703084
44,Cotton,40.55,4.0,0.5228722207268177,0.10976531488143708,0.03864912938416057,0.05791950440929492,89.07162951742049,0.0,0.0
45,Cotton,54.51,4.0,0.5435411343871329,0.06483927152006745,0.043274385541561,0.07322330497825992,99.9306578833319,0.0,32.92883765276935
46,Cotton,58.15,4.0,0.3770107461266205,0.19720257573778613,0.03472149585382572,0.11585385048475724,0.0,0.0,95.14925373134328
47,Cotton,72.99,4.0,0.5090169400173535,0.07763505864432108,0.04204868136541612,0.07451600807994199,98.7730506751851,0.0,40.44141748916487
48,Cotton,23.02,4.0,0.4933687211765742,0.12789380128851074,0.03901386365094357,0.08136120909719509,85.66310621641345,0.0,87.4565695242147
49,Rice,86.31,4.040147357341553,0.4447408350534623,0.22312257478119807,0.03698983337286324,0.047077030141265463,98.41615918602614,0.0,0.6691226223592213
50,Cotton,93.23,,,,,,,,
51,Cotton,96.17,4.0,0.4557364251340493,0.18294132787855497,0.042979438977954865,0.07125281130669886,98.18181818181819,0.0,0.0
52,Cotton,32.61,4.0,0.3443056549230177,0.26722339703054687,0.03751693045746328,0.09198505936526796,0.0,33.333333333333336,100.0
53,Cotton,62.8,3.973145780051151,0.45915256392981046,0.06491723775951219,0.03405658237156472,0.1497458937037175,77.0140664961637,0.0,0.0
54,Maize,75.68,4.0,0.4329701431636287,0.17636068192091112,0.03940570480778259,0.0568442335069064,99.92116673236106,0.0,0.0
55,Maize,99.29,4.0,0.4351037252525089,0.19391749365442745,0.043571715970470534,0.049497877031510804,48.203868590727666,0.0,21.584460934089915
56,Rice,51.79,4.0,0.5031777770090963,0.10673134005690867,0.044446828048556306,0.08070623894973085,100.0,0.0,0.0
57,Maize,10.04,,,,,,,,
58,Cotton,81.62,4.0,0.4337890063579251,0.1318747469596539,0.044319909150388005,0.11800621731946387,2.16984661429106,0.0,0.0
59,Cotton,48.56,3.4236394256337532,0.403947009746839,0.12003055805052736,0.04177260573959552,0.16565115788191784,88.48165218932816,0.0,26.08011841983532
60,Groundnut,82.86,4.0,0.5017935954674987,0.15600867706947913,0.038572178969299833,0.054306212506719354,100.0,0.0,100.0
61,Cotton,21.59,3.972837603544596,0.4446763520566585,0.15582306530817,0.03654281032133356,0.09756639758805923,99.89404738971294,0.0,58.35099210171448
62,Cotton,16.19,4.0,0.4457986803612566,0.19685459047867884,0.03673693735306093,0.05430633966905048,94.81673454276194,0.06824385805277525,18.327267212617528
63,Rice,91.23,4.202000952834682,0.37453170633917165,0.26857828795766236,0.040716789552895115,0.05545867766398019,100.0,0.0,5.531205335874226
64,Cotton,30.89,3.488621000450654,0.3574931992754322,0.14970925438357116,0.04146710305941231,0.1404618615865497,94.74237644584643,16.465783045689342,76.52264646776935
65,Rice,92.2,4.0,0.45775296415065947,0.16235400804435826,0.038627708742154994,0.04858023682903615,94.49560999570207,3.2714986517657,42.620671817917305
66,Rice,82.3,4.0,0.451220909329575,0.17512099859381874,0.038509629412953744,0.05049169767676027,86.63536076326776,0.0,3.813811263059543
67,Cotton,97.57,4.162422297974734,0.4230850649599767,0.1866584075582456,0.03822459502320539,0.0688060391646313,100.0,0.0,4.327250852215762
68,Cotton,17.92,4.0,0.397087853661207,0.22662885822392878,0.04166805975271288,0.07345078603484502,61.541175640392346,0.0,87.54655715786458
69,Cotton,94.71,4.0,0.39505637392548637,0.20589529891765826,0.03981830662152475,0.09946069313511255,97.91889929823347,0.0,98.20914170686841
70,Cotton,58.94,4.0,0.445444010035639,0.15245309301825002,0.04251653247551252,0.08178347029575801,6.859810075647835,0.0,66.52558676414006
71,Groundnut,77.16,4.028403385454024,0.3975940689583836,0.22951532278160225,0.037816826869472304,0.058887919552353084,91.03428489456317,0.0,35.071020647239706
72,Maize,59.89,4.495359062042013,0.3531848350385511,0.30121719525212154,0.039749946832109986,0.05023915073435123,99.78505129457743,0.0,97.59130519925586
73,Maize,6.21,4.091426207467163,0.36514437553310736,0.2637612968113508,0.045981533749942446,0.05342221475364497,93.31885406970729,0.0,100.0
74,Cotton,95.87,1.0199104800123477,0.32579895570265366,0.04715400436677274,0.0390923492275655,0.34578744725215843,76.87914801666923,8.198980294887695,87.6009252389473
75,Cotton,11.01,3.3865646885366756,0.4679566591650081,0.09980834258291404,0.03779684209165885,0.11147016645850856,77.85661629192774,0.0,6.235709831635834
76,Cotton,11.82,3.6556808803301237,0.455982138407777,0.09135219239109221,0.03936983525218023,0.1458113820471594,99.474552957359,0.0,25.72764786795048
77,Cotton,10.74,3.7402767605905236,0.4051987492707928,0.1326267503339221,0.042858357968645046,0.12473035925080164,94.63439077978649,0.0,4.374340330714202
78,Rice,26.67,4.0,0.4332802456545533,0.1288990321166034,0.035403814977416175,0.10271415627317382,100.0,0.0,0.0
79,Rice,32.18,4.0,0.5009665130319472,0.09276088801984195,0.04350461510291853,0.06162159222320106,21.937808115282508,0.0,0.0
80,Rice,30.49,4.0,0.4670634372735419,0.11933647451580812,0.04238100508241371,0.05748138788515082,7.445988679546119,0.0,0.0
81,Maize,88.03,4.0,0.4767735151058463,0.16156405627130677,0.03968387154239819,0.04125398041208814,97.05924925214713,0.0,0.0
82,Maize,34.86,4.0,0.4497164401282012,0.07779174594860112,0.03212995607281389,0.08596219699304762,89.67142518056356,0.0,0.0
83,Cotton,8.67,4.0,0.43466876152523204,0.11426915916076202,0.03286548512117683,0.08272224613372223,98.70206489675516,8.097345132743364,44.66076696165194
84,Cotton,78.77,4.0,0.4539615658173675,0.10548335761463358,0.041938247759822925,0.09584572513496604,91.15527407730946,0.0,64.8921200750469
85,Cotton,98.47,1.480520944917404,0.3484524647074374,0.06231084551964896,0.03918308692434216,0.3167754969993868,98.55668940632579,0.0,5.641069251920515
86,Cotton,98.03,1.292496535339536,0.32710512864711494,0.04649733551406979,0.041520262405740985,0.34409889460176046,99.30442816603966,0.0,94.29683890978679
87,Cotton,27.35,3.4476433712560968,0.42949902096373843,0.10964687188649885,0.038043009746785796,0.135159532054316,99.39168794984916,0.0,9.802646853958674
88,Rice,76.6,4.0,0.556566066845403,0.06708619609540045,0.032473176802542775,0.053383044529032635,51.553398058252434,0.0,0.0
89,Rice,55.26,4.0,0.5307314199717893,0.11620931393322213,0.03619647204455196,0.06068893804240384,99.54158154367438,0.0,0.0
90,Cotton,47.34,4.0,0.5133317696363475,0.054428611993524244,0.03770802675761134,0.10272452273681366,92.04087372269615,0.0,2.743724460011675
91,Cotton,48.28,4.0,0.5280691497848523,0.05175173804424193,0.03265365713215169,0.07966206044699271,84.95670995670996,0.0,50.28622540250447
92,Cotton,48.21,4.0,0.49648572845048383,0.07652452089286046,0.03452119043659361,0.08642431387514213,95.43253712072305,0.0,96.25
93,Cotton,39.19,4.0,0.42683431037292935,0.10262540484605276,0.03637843965791139,0.17442664761356866,0.0,0.0,100.0
94,Cotton,44.29,4.0,0.4664276944863572,0.07989907460555667,0.041575937640274375,0.11831792844516974,0.0,,
95,Cotton,77.19,4.0,0.4822378882227939,0.10200807240709814,0.034521278640944765,0.1134689828589273,58.15106815869785,0.0,76.88617531617967
96,Cotton,62.32,4.0,0.5331085629641844,0.06147580379135205,0.03151962423132391,0.07509014164273307,99.4907682214377,34.065417632683754,100.0
97,Cotton,8.59,4.0,0.5294986412234148,0.12955871365326033,0.03534453603710425,0.048956823980206024,100.0,0.0,18.598626340522955
98,Cotton,71.32,4.0,0.536080383749777,0.13059996547486022,0.040278047672292594,0.05560581970632343,100.0,0.0,0.0
99,Cotton,74.7,4.0,0.5229567682793006,0.10824657881659143,0.04228666869065145,0.07955649242962694,77.87821122740247,0.0,0.0
100,Maize,53.94,4.0,0.5282684276164066,0.1418820068010897,0.037898402394258845,0.04617328497632833,75.49374130737132,0.0,7.355856767145458
101,Cotton,47.26,4.0,0.5252182879548366,0.05019874366807721,0.03690430719129371,0.10432208707071827,84.95068538950183,0.0,21.547954523369945
102,Cotton,42.37,4.0,0.4786667889181528,0.09524684947023145,0.03847635427564578,0.11981345771762315,40.6242279502594,12.923170484492191,54.26471874726619
103,Cotton,99.98,4.0,0.4408527645755917,0.05708248256968386,0.03673470588872305,0.2085709533473475,81.90895095667473,0.0,0.9245639840302585
104,Groundnut,75.36,4.0,0.47389639789327465,0.09212591215292781,0.04368623955797833,0.08785299762605214,84.07124681933843,0.0,23.803251412527306
105,Cotton,98.34,3.961508117759415,0.37974601813965736,0.07431331405171135,0.03946630211359181,0.2216591122314809,96.44977785159654,0.0,94.94249055350245
106,Cotton,98.77,3.8880007027406895,0.3891892514549702,0.05617000829544142,0.04294675822452022,0.25312322147917726,98.53302881236823,0.0,1.0833918950573904
107,Cotton,11.48,3.314053038212571,0.3524233643951039,0.11926565418286146,0.04881267823170925,0.20740678822145983,21.298809772395074,73.15152679085844,100.0
108,Cotton,98.72,2.5294279772493797,0.31484655386797433,0.04806052518597462,0.045284624097717524,0.27653980860152794,99.8972714289294,0.5137774142426258,78.32706295460245
109,Cotton,7.81,4.0,0.43689678062452286,0.07156034025534086,0.038366573380849076,0.16300911966470769,99.05039488529518,0.0,0.0
110,Cotton,97.54,3.480070363411026,0.4093709757843075,0.07072578931972656,0.04136570589451438,0.20989510539156186,98.35685443569342,0.0,0.0
111,Groundnut,44.88,3.898613193403299,0.46951180356399846,0.08426496663952171,0.03443411405930705,0.1254261699186053,100.0,0.02498750624687656,37.29593536565049
112,Maize,67.67,4.0,0.5120021124480608,0.10785577961936416,0.03905113207458006,0.04752015015096357,99.40227136879854,0.0,0.0
113,Rice,84.76,4.0,0.5034706566410517,0.07242742343475429,0.037047733056881596,0.11745393103490624,79.42774936061382,0.0,0.0
114,Groundnut,0.53,4.0272533900558365,0.5404884957674772,0.1166655082905257,0.04286834975517733,0.048011828219180604,97.83834086679076,0.0,94.46085968313395
115,Cotton,61.1,4.0,0.5152504409131714,0.0618740776166941,0.04027536760557906,0.11255513400771743,100.0,0.0,17.03372438508898
116,Groundnut,42.09,4.214822069866146,0.5412151976222235,0.13410102178928984,0.035576676594607615,0.05067743933352428,91.40360129586382,0.6870537518523508,85.69298773311019
117,Cotton,95.19,4.0,0.4783831921917041,0.17479319265076806,0.039161321649376774,0.059125083555893757,98.35922850254487,0.0,100.0
118,Rice,63.75,4.0771620921802185,0.440846045018605,0.24015158436822412,0.039861119958582554,0.04156722058606024,90.22342235703191,0.0,100.0
119,Cotton,93.27,3.916420845624385,0.4454573013919378,0.14771889450177492,0.04302698826581855,0.10334130021535444,19.84922976073417,15.428289311281166,76.63725034835109
120,Cotton,78.41,3.876215036699067,0.465784124887643,0.12506261958143347,0.050039814897444815,0.08819019954943934,100.0,0.0,16.891489783773054
121,Cotton,93.43,1.8173220507715284,0.36576321705501963,0.06509043531095084,0.04156165188220304,0.27075838406301184,99.83131463967699,29.234647239688655,98.60903711077925
122,Groundnut,64.46,4.0,0.5078705739938034,0.1548836775333835,0.043085567992539264,0.0406704236217488,15.960212967930989,0.0,39.2656425627576
123,Cotton,37.56,4.0,0.5199544509881093,0.08376839446938435,0.03633064195705049,0.09566364047901059,84.49185850645704,0.0,100.0
124,Groundnut,0.74,4.0,0.5491771441697096,0.08656521464521877,0.0483184735107368,0.07465778148462102,82.71898156944708,0.0,100.0
125,Groundnut,43.71,4.0845000881678715,0.522889194821529,0.15871362914473103,0.03505374777571604,0.0507167162544744,0.4619996473285135,0.0,62.48294679399728
126,Groundnut,44.21,4.21894566754191,0.3708007498592473,0.20671623572750084,0.04109198311316571,0.08678686530283668,30.539284992930714,0.0,100.0
127,Groundnut,85.6,3.0804268423691172,0.3547394563881331,0.08634925353930292,0.03930451534158212,0.24356802602289693,83.42763016543721,0.0,67.15517899396993
128,Groundnut,71.95,4.0,0.5638276629147139,0.06378695532334801,0.04296029054785908,0.059362931867476314,100.0,0.0,0.0
129,Groundnut,96.68,4.0,0.5368359490121191,0.08352048917230552,0.04874263806267549,0.05356802293645637,97.60825780463242,0.0,0.0
130,Cotton,49.24,4.0,0.5272662481003328,0.12949761492323703,0.040111488777773444,0.04717239674827799,82.90726656867133,0.0,3.2820296577412327
131,Groundnut,80.56,4.0,0.48712288190685543,0.05969650971788841,0.04017234266212346,0.1328675502682647,92.75123558484351,0.0,50.44331855604813
132,Bajra,72.45,4.0,0.5505553392574747,0.0689292835641417,0.04121390035015967,0.0899079068505093,46.108263933376044,0.0,0.0
133,Groundnut,93.17,4.0,0.5720341233341941,0.08751327012245942,0.03828484382041675,0.05671567726009273,3.71001573151547,0.0,0.057870370370370364
134,Groundnut,37.96,4.0,0.5053204720798534,0.07638990057057332,0.037753317389837206,0.12086757363353902,99.88684771033012,0.0,93.47637769041114
135,Cotton,4.12,4.0,0.5120943569154033,0.12740232066857604,0.045138794239326895,0.06849160193123371,45.96020360944007,0.0,13.313002169960706
136,Cotton,53.87,4.0,0.4649817709083673,0.07177813636070743,0.04682190396282804,0.14466597435842798,59.8328809409761,54.99360818152763,71.62264723740132
137,Cotton,99.14,1.6476429816383606,0.3759021988596952,0.05467673040635632,0.04356044150920269,0.26117928046456734,37.511653358193826,0.0,0.0
138,Cotton,99.69,1.1581991089787524,0.3852079769273522,0.04893720728454968,0.0414575881186565,0.26882198723786693,21.65438656614119,0.0,25.650170902065693
139,Groundnut,66.58,4.0,0.4673673596596054,0.09179133208643593,0.03959307519440583,0.06947280183158987,7.428840102716192,0.0,0.0
140,Cotton,52.91,4.0,0.46739888203072694,0.059001809390306914,0.03978301098531434,0.09083627112331509,44.72116946399567,0.0,0.0
141,Maize,63.76,4.0,0.4822506739893839,0.10409737515716173,0.04936414564483446,0.052775613882341324,98.26430274135876,0.0,0.0
142,Groundnut,78.73,4.0,0.46296098643397543,0.18106649253829088,0.045289739733348024,0.04562851202770278,99.61404290061607,0.0,51.45988797290509
143,Cotton,43.63,4.0,0.4270587007952548,0.20716901366134904,0.04060587823520231,0.04740448032914436,96.87308399754758,0.0,72.93901669439506
144,Groundnut,93.1,3.978472578165043,0.4177342584853979,0.07061754156571858,0.03667880484895158,0.13992088614630072,15.351834224207362,0.0,15.803464242839995
145,Groundnut,82.68,4.0,0.5104208004669389,0.13595391821657876,0.04265386887329987,0.05876508979376535,35.11555418269636,0.0,46.213613482162415
146,Cotton,25.85,4.0,0.46786285609156175,0.13336071591365734,0.04239061907405351,0.08217036502177158,83.97525858932377,0.0,99.6937386569873
147,Cotton,99.0,4.0,0.46536105947413753,0.13797943487418657,0.04127184188269778,0.07658597083601205,49.88355845365624,0.0,100.0
148,Cotton,39.26,4.0,0.40913835076186056,0.08952363655526063,0.03616807684481888,0.1673187838721799,82.41300550853153,0.0,99.5424649699743
149,Maize,35.87,4.454634764696562,0.39215969897033837,0.2823003893270061,0.03887658789828069,0.03676905902660042,0.0,,0.0
150,Cotton,14.45,5.337048136355124,0.20182788991588332,0.49597556806455484,0.0398052310336227,0.047481978061181665,60.86814010114253,0.0,100.0
151,Cotton,90.9,4.0,0.5047330339930166,0.07658550167817003,0.03560018647212808,0.08961895047478793,71.28308000925853,0.0,0.9981116806042621
152,Groundnut,54.3,4.0,0.500347655363071,0.07614910182761069,0.036924414582018124,0.07368885446620904,74.26741013168822,0.0,97.00067249495628
153,Cotton,28.41,4.0,0.5074213016118478,0.056157437136311994,0.03642428842184747,0.11804899275510625,100.0,0.0,81.51990662689663
154,Cotton,99.87,4.764975580584073,0.29025911519257885,0.25763014316228716,0.036342186889546824,0.15296795510208502,99.23751619655138,0.0,100.0
155,Bajra,40.1,4.0,0.43950352131652926,0.20153173248474182,0.03711358372246173,0.059785911144375696,100.0,0.0,100.0
156,Groundnut,90.12,4.007335693265662,0.41557578162712655,0.1881437757139722,0.03496229403381597,0.06239429054521953,100.0,0.0,90.60860664477332
157,Groundnut,72.65,4.0,0.477117198826636,0.11134222140980927,0.04078075776433574,0.061900404613268886,97.44357045143634,0.0,4.899110807113541
158,Maize,26.01,4.0,0.4507416050157069,0.16394987402132608,0.03551455192753545,0.04942339780692925,90.75616916607156,0.0,12.586263555701615
159,Cotton,42.42,4.0,0.43579060312719203,0.2041979047964899,0.038048141489277196,0.0428029722451136,43.75234924555659,0.0,3.47397039573054
160,Cotton,4.61,5.08016660667455,0.2734578778470243,0.3605800270445789,0.045327919053819915,0.06804918426720552,67.53740936905436,0.0,99.57719585379162
161,Cotton,17.66,6.0,0.07915347456394782,0.6421639633911902,0.03615029926553354,0.04787080260054867,69.18084799538504,0.0,0.0
162,Cotton,28.26,6.0,0.055144828009073395,0.6801136728921549,0.03638459212545014,0.04534592729331176,70.08375604577091,0.0,70.99404607817756
163,Cotton,97.9,3.072141410421653,0.24573488226344742,0.23353774879863237,0.04230403322797008,0.24305043671723814,74.3656785122445,83.28752331402768,100.0
164,Cotton,12.71,4.611566956106109,0.35098942942518485,0.32180964171341303,0.041570192821344394,0.0646177649879913,33.0080458854457,59.522700814901064,100.0
165,Groundnut,58.09,3.885136433512683,0.4757128322979617,0.08241543327992741,0.043488323203906484,0.14537403344061647,91.84281322059951,32.30463437598075,100.0
166,Groundnut,59.18,4.067624988699034,0.47300372871556096,0.1616734007679066,0.04246538861262257,0.07565629918708516,75.71648133080191,0.0,100.0
167,Groundnut,32.05,4.0,0.4896462290230422,0.12858684148186206,0.039108369249489114,0.06429528944816311,99.39928665290032,0.0,0.0
168,Groundnut,57.13,4.0,0.47754399416439103,0.17782641209645242,0.03876579642518276,0.05961270671709176,84.85372464716328,1.9098084671855156,8.023781963590443
169,Maize,93.79,4.054371785451874,0.39007732788238886,0.17944796963348852,0.05543044386753875,0.10238299995663862,89.05216752387948,0.0,0.0
170,Groundnut,32.23,4.0,0.42329955124747776,0.11978916801830475,0.053408429541111906,0.10173643137434633,100.0,0.0,0.4793486112023114
171,Cotton,27.88,4.157120570537107,0.3517534720350203,0.2024955283125968,0.04200215218583261,0.11913994068164355,97.5261867617562,0.0,0.0
172,Groundnut,46.87,4.069365288128988,0.35028205640026006,0.12108512122617289,0.064645765950215,0.10869863841555912,89.25422572945585,0.0,75.6257023189294
173,Cotton,90.55,1.4018900343642613,0.2314184245530298,0.11331629807629245,0.05415603213450676,0.34010855589980976,74.41924398625429,0.0,84.9177256435321
174,Cotton,47.23,3.7054231250236858,0.3895563455455251,0.13762738104705807,0.04093194888136177,0.14308321979345898,76.23071967256602,0.0,84.80299398679617
175,Cotton,63.38,1.595758354755784,0.3005032086487871,0.07464492046996646,0.03656404460834135,0.2986707020531525,0.0,,
176,Cotton,6.6,2.917971195992486,0.3293834720573681,0.1212652166668091,0.03542127104576109,0.19322875483702942,2.5673137132122728,,0.0
177,Cotton,23.39,4.0,0.42882312106997456,0.09111598712840695,0.0332110728810995,0.12781491044178941,0.12120162756471303,,100.0
178,Cotton,54.97,4.0,0.38253337453337805,0.16521160015902767,0.03646618528118368,0.10996769978170103,0.0,,
179,Cotton,8.81,4.500553846153847,0.2604122666991043,0.2320183621478138,0.03809026007716185,0.18259159795700067,0.0,,0.0
180,Bajra,49.84,4.111172642946143,0.26715764528130653,0.24778108164371296,0.03419657083188324,0.17439152805520688,0.0,,100.0
181,Rice,38.38,4.005466347796379,0.3718883950284763,0.18060110991202577,0.03522132111724638,0.11910516220129971,53.44493793417605,0.0,100.0
182,Rice,27.82,3.8542326844726125,0.30867052609053786,0.17151635459640233,0.03497870827301383,0.19492479032764168,17.43624566168704,0.0,73.8662567255957
183,Rice,38.74,4.686998394863566,0.2858690149046848,0.3436578626844048,0.04118759316283584,0.0908038143038035,68.07784911717498,0.0,72.18632202477114
184,Rice,82.46,4.602646004203931,0.3215897863621815,0.3105757135927705,0.04053436763333501,0.06020477837347375,83.58817953262165,0.0,53.64840906970233
185,Cotton,47.18,5.144912802064597,0.2365665055735641,0.4071084594051975,0.039241732074077024,0.05861347881896962,81.30914209744273,0.0,11.416292974588936
186,Cotton,2.68,4.0,0.5023161853434482,0.13389592808977047,0.03728134617813401,0.0703867655840522,74.09173797166505,89.78309232480534,89.50917756819797
187,Cotton,65.58,4.0,0.5420525012347462,0.12712687298812003,0.03495778204967955,0.06550019890848921,50.30674846625767,0.0,100.0
188,Cotton,12.13,4.0,0.491406299325194,0.14861098357315058,0.03810278784317165,0.06798862075873265,67.65673420738975,0.0,12.686736079674061
189,Cotton,65.28,3.997165491678175,0.5041779325620107,0.0795874826318809,0.03673846563177363,0.07762447724203728,100.0,0.0,0.0
190,Groundnut,72.49,5.192358524570466,0.25362796462216286,0.44006286472935185,0.04203687790145346,0.04680427193244244,26.739156554127106,0.0,10.788311247026844
191,Cotton,63.11,4.0,0.44998496975035207,0.1923889828699138,0.0349131511267887,0.0806793791231056,100.0,0.0,71.76330420969023
192,Bajra,38.29,4.0,0.4771980334054356,0.2004168508270535,0.03619011445917204,0.05548070616174708,88.64037253933536,0.0,41.970723181123006
193,Groundnut,81.94,4.459719735786158,0.4003712828732468,0.290943670553753,0.03772869436493469,0.0439108880329164,80.86610284585471,0.0,78.81303924046064
194,Rice,83.66,4.0,0.5237574888483496,0.10866220965686108,0.04007681794546807,0.06504438542516812,100.0,0.0,87.43279569892474
195,Groundnut,75.29,4.0,0.4897232974875882,0.15878504272961316,0.04148787676099541,0.06300030144054768,100.0,0.0,97.2073757349011
196,Groundnut,84.17,4.210018986417409,0.3724254714188626,0.28685806118355955,0.042510980033477,0.052287239989259215,100.0,0.0,100.0
197,Bajra,88.02,5.9190917812599935,0.1408474560374162,0.5556306127188674,0.04465124472110675,0.04439101160657233,100.0,0.0,100.0
198,Groundnut,53.59,6.0,0.14249305722743305,0.5775286854628764,0.03771178223928505,0.04192973248617308,80.28887000849618,0.0,93.43915343915347
199,Cotton,45.95,4.088199692478817,0.44312663557739856,0.16324401585406348,0.036186057607871004,0.05473271682790028,40.46193607485196,0.0,11.518470391683683
200,Cotton,94.25,1.785818488943489,0.3029726416954281,0.06771683605102649,0.04500736803134844,0.3179192894785933,23.01904176904177,0.0,74.23922494100115
201,Groundnut,57.97,3.900794363969663,0.4906021416285571,0.1441156354046149,0.03567652550232107,0.06799539596921052,95.21943855361057,0.0,40.09940214651011
